frame cameraID trackID left right top bottom number_pixels truncation_ratio occupancy_ratio isMoving
0 0 0 0 76 187 301 5133 0.8649576 0.5924515 True
0 1 0 0 37 188 295 1648 0.9664602 0.4162667 True
4 0 1 752 841 180 214 2127 0 0.7029082 True
4 1 1 742 830 180 214 2112 0 0.7058824 True
5 0 1 729 816 179 214 2079 0 0.6827586 True
5 1 1 719 805 179 214 2070 0 0.6877077 True
6 0 1 706 792 179 213 2031 0 0.6945965 True
6 1 1 695 781 179 213 2025 0 0.6925445 True
7 0 1 682 767 179 213 1990 0 0.6885813 True
7 1 1 671 756 179 213 1994 0 0.6899654 True
8 0 1 660 745 178 212 1958 0 0.6775087 True
8 1 1 650 734 178 212 1962 0 0.6869748 True
9 0 1 639 724 178 212 1966 0 0.6802768 True
9 1 1 628 714 178 212 1963 0 0.6713406 True
10 0 1 616 701 178 211 1839 0 0.655615 True
10 1 1 606 691 178 211 1852 0 0.6602495 True
11 0 1 595 680 178 211 1809 0 0.6449198 True
11 1 1 584 670 178 211 1816 0 0.6398873 True
12 0 1 573 659 177 210 1751 0 0.6169838 True
12 1 1 563 648 177 210 1772 0 0.6317291 True
13 0 1 554 639 177 209 1663 0 0.6113971 True
13 1 1 543 629 177 209 1664 0 0.6046512 True
14 0 1 534 619 177 209 1698 0 0.6242647 True
14 1 1 524 609 177 209 1703 0 0.6261029 True
15 0 1 516 600 177 208 1517 0 0.5825653 True
15 1 1 506 590 177 208 1538 0 0.5906298 True
16 0 1 498 581 176 208 1533 0 0.5771837 True
16 1 1 488 571 176 208 1538 0 0.5790663 True
17 0 1 480 562 176 207 1505 0 0.5920535 True
17 1 1 470 552 176 207 1510 0 0.5940205 True
18 0 1 463 544 176 207 1484 0 0.5909996 True
18 1 1 454 534 176 207 1472 0 0.5935484 True
19 0 1 448 527 176 206 1515 0 0.6392405 True
19 1 1 439 518 176 206 1518 0 0.6405063 True
20 0 1 434 511 175 205 1529 0 0.6619048 True
20 1 1 425 502 175 205 1524 0 0.6597403 True
21 0 1 420 496 175 205 1521 0 0.6671053 True
21 1 1 411 487 175 205 1512 0 0.6631579 True
22 0 1 406 481 175 204 1467 0 0.6744828 True
22 1 1 397 471 175 204 1469 0 0.6845294 True
23 0 1 393 466 175 203 1419 0 0.694227 True
23 1 1 384 457 175 203 1415 0 0.69227 True
24 0 1 380 451 175 203 1363 0 0.6856137 True
24 1 1 372 442 175 203 1360 0 0.6938776 True
25 0 1 369 439 175 202 1315 0 0.6957672 True
25 1 1 361 430 175 202 1309 0 0.7026302 True
26 0 1 359 426 174 202 1264 0 0.673774 True
26 1 1 350 417 174 202 1259 0 0.6711087 True
27 0 1 348 414 174 201 1230 0 0.6902357 True
27 1 1 340 405 174 201 1213 0 0.6911681 True
28 0 1 339 403 174 201 1152 0 0.6666667 True
28 1 1 331 394 174 201 1148 0 0.6748971 True
29 0 1 331 391 174 200 1079 0 0.6916667 True
29 1 1 323 383 174 200 1082 0 0.6935897 True
30 0 1 324 381 174 199 1026 0 0.72 True
30 1 1 316 373 174 199 1025 0 0.7192982 True
31 0 1 316 371 174 199 967 0 0.7032727 True
31 1 1 309 363 174 199 968 0 0.717037 True
32 0 1 310 363 174 198 920 0 0.7232704 True
32 1 1 303 355 174 198 919 0 0.7363782 True
33 0 1 304 355 174 198 872 0 0.7124183 True
33 1 1 297 347 174 198 862 0 0.7183333 True
34 0 1 299 347 173 197 826 0 0.7170139 True
34 1 1 291 339 173 197 826 0 0.7170139 True
35 0 2 765 1241 215 374 44677 0.6926058 0.5903097 True
35 0 1 293 339 173 197 776 0 0.7028986 True
35 1 2 683 1241 215 374 54305 0.6361165 0.6120805 True
35 1 1 286 332 173 197 769 0 0.696558 True
