frame cameraID trackID alpha width height length world_space_X world_space_Y world_space_Z rotation_world_space_y rotation_world_space_x rotation_world_space_z camera_space_X camera_space_Y camera_space_Z rotation_camera_space_y rotation_camera_space_x rotation_camera_space_z
0 0 0 2.621758 1.474971 1.416544 3.5201 0.8166757 -113 13.16139 2.639189 0 0 -8.69336 1.42765 8.606071 1.831314 -0.009794803 -0.01536111
0 1 0 2.651468 1.474971 1.416544 3.5201 0.8166757 -113 13.16139 2.639189 0 0 -9.226084 1.427648 8.606071 1.831314 -0.009794803 -0.01536111
4 0 1 -3.244746 1.715879 1.620588 4.352635 32.39489 -113 19.44383 -2.20111 0 0 8.587134 1.276845 35.77545 -3.009174 0.01405005 -0.01165704
4 1 1 -3.230619 1.715879 1.620588 4.352635 32.39489 -113 19.44383 -2.20111 0 0 8.054409 1.276846 35.77546 -3.009174 0.01405005 -0.01165704
5 0 1 -3.206759 1.715879 1.620588 4.352635 31.75554 -113 20.40197 -2.194421 0 0 7.452485 1.259022 35.97564 -3.002495 0.01412157 -0.01159205
5 1 1 -3.192519 1.715879 1.620588 4.352635 31.75554 -113 20.40197 -2.194421 0 0 6.919758 1.25902 35.97564 -3.002495 0.01412157 -0.01159205
6 0 1 -3.168711 1.715879 1.620588 4.352635 31.1152 -113 21.36169 -2.187771 0 0 6.317719 1.24431 36.1759 -2.995816 0.01421387 -0.01144271
6 1 1 -3.154387 1.715879 1.620588 4.352635 31.1152 -113 21.36169 -2.187771 0 0 5.784994 1.244311 36.1759 -2.995816 0.01421387 -0.01144271
7 0 1 -3.13067 1.715879 1.620588 4.352635 30.47562 -113 22.31972 -2.18107 0 0 5.183047 1.226976 36.37606 -2.989138 0.0142429 -0.01136386
7 1 1 -3.116288 1.715879 1.620588 4.352635 30.47562 -113 22.31972 -2.18107 0 0 4.65032 1.226973 36.37606 -2.989138 0.0142429 -0.01136386
8 0 1 -3.066151 1.715879 1.620588 4.352635 29.92528 -113 23.24228 -2.145595 0 0 4.136358 1.209129 36.61596 -2.953661 0.01464969 -0.01089698
8 1 1 -3.051763 1.715879 1.620588 4.352635 29.92528 -113 23.24228 -2.145595 0 0 3.603638 1.209132 36.61596 -2.953661 0.01464969 -0.01089698
9 0 1 -3.00182 1.715879 1.620588 4.352635 29.37547 -113 24.16417 -2.110094 0 0 3.089672 1.191584 36.85592 -2.918185 0.01511081 -0.01039659
9 1 1 -2.98745 1.715879 1.620588 4.352635 29.37547 -113 24.16417 -2.110094 0 0 2.556944 1.191585 36.85592 -2.918185 0.01511081 -0.01039659
10 0 1 -2.97298 1.715879 1.620588 4.352635 28.75322 -113 25.14941 -2.11239 0 0 1.949108 1.175385 37.08757 -2.920474 0.01503995 -0.01040892
10 1 1 -2.958646 1.715879 1.620588 4.352635 28.75322 -113 25.14941 -2.11239 0 0 1.416382 1.175385 37.08757 -2.920474 0.01503995 -0.01040892
11 0 1 -2.921469 1.715879 1.620588 4.352635 28.23228 -113 26.17595 -2.090715 0 0 0.8475418 1.156119 37.4206 -2.898824 0.01529637 -0.01010428
11 1 1 -2.907237 1.715879 1.620588 4.352635 28.23228 -113 26.17595 -2.090715 0 0 0.3148155 1.156118 37.4206 -2.898824 0.01529637 -0.01010428
12 0 1 -2.870446 1.715879 1.620588 4.352635 27.71195 -113 27.20192 -2.069036 0 0 -0.2540188 1.136046 37.75364 -2.877174 0.01557766 -0.009804668
12 1 1 -2.856338 1.715879 1.620588 4.352635 27.71195 -113 27.20192 -2.069036 0 0 -0.7867432 1.136047 37.75365 -2.877174 0.01557766 -0.009804668
13 0 1 -2.825258 1.715879 1.620588 4.352635 27.24967 -113 28.21121 -2.051269 0 0 -1.301689 1.121803 38.1172 -2.859394 0.01568407 -0.009444157
13 1 1 -2.811306 1.715879 1.620588 4.352635 27.24967 -113 28.21121 -2.051269 0 0 -1.834414 1.121802 38.1172 -2.859394 0.01568407 -0.009444157
14 0 1 -2.780644 1.715879 1.620588 4.352635 26.78886 -113 29.21887 -2.033455 0 0 -2.349129 1.101449 38.48072 -2.841615 0.01589169 -0.009215687
14 1 1 -2.766864 1.715879 1.620588 4.352635 26.78886 -113 29.21887 -2.033455 0 0 -2.881853 1.10145 38.48072 -2.841615 0.01589169 -0.009215687
15 0 1 -2.72637 1.715879 1.620588 4.352635 26.37208 -113 30.2623 -2.005158 0 0 -3.394012 1.08592 38.90031 -2.813398 0.01612837 -0.008682835
15 1 1 -2.712795 1.715879 1.620588 4.352635 26.37208 -113 30.2623 -2.005158 0 0 -3.926737 1.085923 38.90031 -2.813398 0.01612837 -0.008682835
16 0 1 -2.672772 1.715879 1.620588 4.352635 25.9543 -113 31.30681 -1.976911 0 0 -4.438662 1.064469 39.3198 -2.785183 0.01639259 -0.008290573
16 1 1 -2.659415 1.715879 1.620588 4.352635 25.9543 -113 31.30681 -1.976911 0 0 -4.971388 1.064472 39.3198 -2.785183 0.01639259 -0.008290573
17 0 1 -2.619833 1.715879 1.620588 4.352635 25.57635 -113 32.41042 -1.948782 0 0 -5.493694 1.050084 39.80947 -2.756966 0.01656836 -0.007700057
17 1 1 -2.606725 1.715879 1.620588 4.352635 25.57635 -113 32.41042 -1.948782 0 0 -6.026421 1.050087 39.80948 -2.756966 0.01656836 -0.007700057
18 0 1 -2.567663 1.715879 1.620588 4.352635 25.20077 -113 33.51156 -1.920563 0 0 -6.548365 1.025942 40.29893 -2.72875 0.01678419 -0.007356121
18 1 1 -2.554811 1.715879 1.620588 4.352635 25.20077 -113 33.51156 -1.920563 0 0 -7.081089 1.025939 40.29893 -2.72875 0.01678419 -0.007356121
19 0 1 -2.518585 1.715879 1.620588 4.352635 24.9081 -113 34.56258 -1.892359 0 0 -7.509029 1.00678 40.81382 -2.700533 0.01702438 -0.006859998
19 1 1 -2.50599 1.715879 1.620588 4.352635 24.9081 -113 34.56258 -1.892359 0 0 -8.041752 1.006777 40.81382 -2.700533 0.01702438 -0.006859998
20 0 1 -2.470183 1.715879 1.620588 4.352635 24.61759 -113 35.61251 -1.864104 0 0 -8.469593 0.9850529 41.3287 -2.672317 0.01729708 -0.006393944
20 1 1 -2.457844 1.715879 1.620588 4.352635 24.61759 -113 35.61251 -1.864104 0 0 -9.002316 0.9850513 41.3287 -2.672317 0.01729708 -0.006393944
21 0 1 -2.422434 1.715879 1.620588 4.352635 24.32294 -113 36.66516 -1.835962 0 0 -9.430244 0.9656414 41.84351 -2.6441 0.01744664 -0.005936895
21 1 1 -2.410352 1.715879 1.620588 4.352635 24.32294 -113 36.66516 -1.835962 0 0 -9.962969 0.9656441 41.8435 -2.6441 0.01744664 -0.005936895
22 0 1 -2.388326 1.715879 1.620588 4.352635 24.08049 -113 37.78529 -1.820646 0 0 -10.40868 0.9468759 42.44133 -2.628828 0.01752696 -0.005628546
22 1 1 -2.376521 1.715879 1.620588 4.352635 24.08049 -113 37.78529 -1.820646 0 0 -10.94141 0.9468793 42.44133 -2.628828 0.01752696 -0.005628546
23 0 1 -2.354909 1.715879 1.620588 4.352635 23.83692 -113 38.90586 -1.805361 0 0 -11.38703 0.9259564 43.03911 -2.613556 0.01762086 -0.005369467
23 1 1 -2.343377 1.715879 1.620588 4.352635 23.83692 -113 38.90586 -1.805361 0 0 -11.91975 0.9259577 43.03911 -2.613556 0.01762086 -0.005369467
24 0 1 -2.322152 1.715879 1.620588 4.352635 23.5914 -113 40.02806 -1.790129 0 0 -12.36546 0.9071608 43.63698 -2.598284 0.01772237 -0.005027155
24 1 1 -2.310888 1.715879 1.620588 4.352635 23.5914 -113 40.02806 -1.790129 0 0 -12.89819 0.9071628 43.63698 -2.598284 0.01772237 -0.005027155
