frame cameraID trackID left right top bottom number_pixels truncation_ratio occupancy_ratio isMoving
0 0 0 507 724 191 287 10823 0 0.5195373 True
0 1 0 475 692 191 287 10956 0 0.5259216 True
1 0 0 451 678 191 293 12191 0 0.5265181 True
1 1 0 417 646 191 293 12225 0 0.5233753 True
2 0 0 386 628 191 300 15842 0 0.6005762 True
2 1 0 350 594 191 300 14955 0 0.5623026 True
3 0 0 317 577 191 308 18191 0 0.5979947 True
3 1 0 279 542 191 308 18467 0 0.600143 True
4 0 0 236 520 191 319 21485 0 0.5910266 True
4 1 0 195 483 191 319 21872 0 0.593316 True
5 0 0 144 460 192 332 26063 0 0.5891275 True
5 1 0 98 420 192 332 26624 0 0.5905945 True
6 0 0 31 392 192 350 32727 0 0.5737754 True
6 1 0 0 349 192 350 32405 0.03031266 0.5876646 True
7 0 0 0 314 193 362 33772 0.1938163 0.636415 True
7 1 0 0 268 193 353 28480 0.3160026 0.6641791 True
13 0 1 1222 1241 186 226 323 0.9274253 0.425 True
13 1 1 1209 1241 186 227 537 0.8245081 0.4092988 True
14 0 1 1191 1241 185 226 1121 0.6591437 0.5468293 True
14 1 1 1178 1241 185 227 1380 0.5543645 0.521542 True
15 0 1 1162 1241 185 226 1888 0.3937836 0.5828959 True
15 1 1 1150 1241 185 227 2184 0.2902096 0.5714286 True
16 0 1 1135 1241 185 226 2789 0.1197903 0.6417395 True
16 1 1 1123 1241 185 226 2983 0.02880621 0.6165771 True
17 0 1 1110 1237 184 224 2940 0 0.5787402 True
17 1 1 1098 1224 184 224 2910 0 0.577381 True
18 0 1 1086 1206 184 222 2669 0 0.585307 True
18 1 1 1075 1194 184 222 2634 0 0.5824856 True
19 0 1 1067 1180 184 221 2621 0 0.6268835 True
19 1 1 1056 1168 184 221 2581 0 0.6228282 True
20 0 1 1048 1156 183 219 2481 0 0.6381173 True
20 1 1 1038 1144 183 219 2444 0 0.6404612 True
21 0 1 1031 1132 183 218 2354 0 0.6659123 True
21 1 1 1021 1121 183 218 2333 0 0.6665714 True
22 0 1 1015 1111 183 217 2172 0 0.6654412 True
22 1 1 1005 1100 183 217 2152 0 0.6662539 True
23 0 1 999 1090 183 215 1992 0 0.6840659 True
23 1 1 989 1080 183 215 1980 0 0.6799451 True
24 0 1 984 1071 182 214 1851 0 0.6648707 True
24 1 1 975 1061 182 214 1828 0 0.6642442 True
25 0 1 972 1054 182 213 1715 0 0.6746656 True
25 1 1 963 1044 182 213 1703 0 0.6782159 True
26 0 1 960 1039 182 212 1580 0 0.6666667 True
26 1 1 952 1029 182 212 1564 0 0.6770563 True
27 0 1 949 1024 182 211 1461 0 0.6717241 True
27 1 1 941 1014 182 211 1444 0 0.6820973 True
28 0 1 940 1010 182 210 1335 0 0.6811224 True
28 1 1 932 1001 182 210 1323 0 0.6847826 True
29 0 1 932 997 181 209 1231 0 0.6763736 True
29 1 1 923 988 181 209 1219 0 0.6697802 True
30 0 1 924 985 181 208 1124 0 0.6824529 True
30 1 1 916 977 181 208 1115 0 0.6769885 True
