frame cameraID trackID alpha width height length world_space_X world_space_Y world_space_Z rotation_world_space_y rotation_world_space_x rotation_world_space_z camera_space_X camera_space_Y camera_space_Z rotation_camera_space_y rotation_camera_space_x rotation_camera_space_z
0 0 0 2.623328 1.474971 1.416544 3.5201 0.8166757 -113 13.16139 2.639189 0 0 -0.08223335 1.485173 12.22557 2.616602 0.003935147 -0.01778794
0 1 0 2.666861 1.474971 1.416544 3.5201 0.8166757 -113 13.16139 2.639189 0 0 -0.6149583 1.485171 12.22557 2.616602 0.003935147 -0.01778794
1 0 0 2.63869 1.474971 1.416544 3.5201 0.006390853 -113 12.67208 2.586246 0 0 -0.8816906 1.482657 11.71807 2.56359 0.003073783 -0.01796838
1 1 0 2.683712 1.474971 1.416544 3.5201 0.006390853 -113 12.67208 2.586246 0 0 -1.414416 1.482656 11.71807 2.56359 0.003073783 -0.01796838
2 0 0 2.656122 1.474971 1.416544 3.5201 -0.8245401 -113 12.09468 2.527223 0 0 -1.698365 1.480337 11.12157 2.504584 0.001998376 -0.01813063
2 1 0 2.702565 1.474971 1.416544 3.5201 -0.8245401 -113 12.09468 2.527223 0 0 -2.23109 1.480336 11.12157 2.504584 0.001998376 -0.01813063
3 0 0 2.704698 1.474971 1.416544 3.5201 -1.593172 -113 11.49829 2.498038 0 0 -2.45288 1.47923 10.50806 2.475376 0.001446472 -0.01816817
3 1 0 2.752206 1.474971 1.416544 3.5201 -1.593172 -113 11.49829 2.498038 0 0 -2.985605 1.479227 10.50806 2.475376 0.001446472 -0.01816817
4 0 0 2.742255 1.474971 1.416544 3.5201 -2.358826 -113 10.84739 2.450245 0 0 -3.202085 1.478631 9.840283 2.427656 0.0005809526 -0.01824676
4 1 0 2.790404 1.474971 1.416544 3.5201 -2.358826 -113 10.84739 2.450245 0 0 -3.73481 1.478632 9.840283 2.427656 0.0005809526 -0.01824676
5 0 0 2.774795 1.474971 1.416544 3.5201 -3.065386 -113 10.14763 2.394179 0 0 -3.892516 1.479454 9.125015 2.37159 -0.0004692404 -0.01826377
5 1 0 2.823131 1.474971 1.416544 3.5201 -3.065386 -113 10.14763 2.394179 0 0 -4.425241 1.479453 9.125016 2.37159 -0.0004692404 -0.01826377
6 0 0 2.815411 1.474971 1.416544 3.5201 -3.754492 -113 9.411617 2.338928 0 0 -4.564075 1.481569 8.373677 2.316375 -0.00142273 -0.01819166
6 1 0 2.863145 1.474971 1.416544 3.5201 -3.754492 -113 9.411617 2.338928 0 0 -5.096801 1.48157 8.373676 2.316375 -0.00142273 -0.01819166
7 0 0 2.849426 1.474971 1.416544 3.5201 -4.403133 -113 8.644154 2.271911 0 0 -5.194663 1.484403 7.591718 2.249346 -0.00267589 -0.01802302
7 1 0 2.895674 1.474971 1.416544 3.5201 -4.403133 -113 8.644154 2.271911 0 0 -5.727387 1.4844 7.591718 2.249346 -0.00267589 -0.01802302
13 0 1 -2.824801 1.715879 1.620588 4.352635 27.24967 -113 28.21121 -2.051269 0 0 26.01131 1.599153 27.86984 -2.073883 0.0177679 0.004413467
13 1 1 -2.814487 1.715879 1.620588 4.352635 27.24967 -113 28.21121 -2.051269 0 0 25.47859 1.599152 27.86984 -2.073883 0.0177679 0.004413467
14 0 1 -2.780178 1.715879 1.620588 4.352635 26.78886 -113 29.21887 -2.033455 0 0 25.52777 1.57858 28.8676 -2.056102 0.01775313 0.004721852
14 1 1 -2.769726 1.715879 1.620588 4.352635 26.78886 -113 29.21887 -2.033455 0 0 24.99505 1.578582 28.8676 -2.056102 0.01775313 0.004721852
15 0 1 -2.7259 1.715879 1.620588 4.352635 26.37208 -113 30.2623 -2.005158 0 0 25.08581 1.561794 29.90311 -2.027884 0.0175437 0.005266009
15 1 1 -2.715352 1.715879 1.620588 4.352635 26.37208 -113 30.2623 -2.005158 0 0 24.55309 1.561798 29.90311 -2.027884 0.0175437 0.005266009
16 0 1 -2.672296 1.715879 1.620588 4.352635 25.9543 -113 31.30681 -1.976911 0 0 24.64382 1.540217 30.93851 -1.999667 0.01745315 0.005730229
16 1 1 -2.661672 1.715879 1.620588 4.352635 25.9543 -113 31.30681 -1.976911 0 0 24.1111 1.54022 30.93851 -1.999667 0.01745315 0.005730229
17 0 1 -2.619358 1.715879 1.620588 4.352635 25.57635 -113 32.41042 -1.948782 0 0 24.24428 1.524798 32.03073 -1.971451 0.01715987 0.006272068
17 1 1 -2.608699 1.715879 1.620588 4.352635 25.57635 -113 32.41042 -1.948782 0 0 23.71156 1.524801 32.03073 -1.971451 0.01715987 0.006272068
18 0 1 -2.567183 1.715879 1.620588 4.352635 25.20077 -113 33.51156 -1.920563 0 0 23.84469 1.500225 33.12276 -1.943233 0.01706927 0.006667893
18 1 1 -2.556509 1.715879 1.620588 4.352635 25.20077 -113 33.51156 -1.920563 0 0 23.31197 1.500223 33.12276 -1.943233 0.01706927 0.006667893
19 0 1 -2.518105 1.715879 1.620588 4.352635 24.9081 -113 34.56258 -1.892359 0 0 23.52958 1.483322 34.16616 -1.915016 0.01688829 0.007188555
19 1 1 -2.507451 1.715879 1.620588 4.352635 24.9081 -113 34.56258 -1.892359 0 0 22.99685 1.483319 34.16615 -1.915016 0.01688829 0.007188555
20 0 1 -2.4697 1.715879 1.620588 4.352635 24.61759 -113 35.61251 -1.864104 0 0 23.21445 1.465039 35.2095 -1.886799 0.01675155 0.007710936
