frame cameraID r1,1 r1,2 r1,3 t1 r2,1 r2,2 r2,3 t2 r3,1 r3,2 r3,3 t3 0 0 0 1
0 0 -0.008019686 0.07217909 -0.9973595 7.494453 -0.0009896867 0.9973904 0.0721893 112.4036 0.9999674 0.001566 -0.007927299 -0.7717823 0 0 0 1
0 1 -0.008019686 0.07217909 -0.9973595 6.961728 -0.0009896867 0.9973904 0.0721893 112.4036 0.9999674 0.001566 -0.007927299 -0.7717823 0 0 0 1
1 0 -0.007779241 0.0730738 -0.9972962 7.283874 0.0006943159 0.9973266 0.07307061 112.418 0.9999694 -0.000124 -0.007809162 -2.094175 0 0 0 1
1 1 -0.007779241 0.0730738 -0.9972962 6.75115 0.0006943159 0.9973266 0.07307061 112.418 0.9999694 -0.000124 -0.007809162 -2.094175 0 0 0 1
2 0 -0.008015394 0.06971319 -0.9975349 6.626684 -0.001972947 0.9975639 0.06973107 112.4692 0.999966 0.002527006 -0.007858276 -2.832348 0 0 0 1
2 1 -0.008015394 0.06971319 -0.9975349 6.093959 -0.001972947 0.9975639 0.06973107 112.4692 0.999966 0.002527006 -0.007858276 -2.832348 0 0 0 1
3 0 -0.008151174 0.06922305 -0.997568 6.289214 -0.006129198 0.9975789 0.06927389 112.5098 0.9999481 0.00667895 -0.007707238 -3.399123 0 0 0 1
3 1 -0.008151174 0.06922305 -0.997568 5.756489 -0.006129198 0.9975789 0.06927389 112.5097 0.9999481 0.00667895 -0.007707238 -3.399124 0 0 0 1
4 0 -0.007937193 0.06872611 -0.9976041 5.919498 -0.008295748 0.9975966 0.0687916 112.5516 0.9999341 0.008821884 -0.007347941 -4.293531 0 0 0 1
4 1 -0.007937193 0.06872611 -0.9976041 5.386773 -0.008295748 0.9975966 0.0687916 112.5516 0.9999341 0.008821884 -0.007347941 -4.293531 0 0 0 1
5 0 -0.00777173 0.06907684 -0.9975811 5.675004 -0.008956147 0.9975664 0.0691456 112.5817 0.9999297 0.00947186 -0.00713408 -5.249662 0 0 0 1
5 1 -0.00777173 0.06907684 -0.9975811 5.142279 -0.008956147 0.9975664 0.0691456 112.5817 0.9999297 0.00947186 -0.00713408 -5.249662 0 0 0 1
6 0 -0.007475853 0.07004397 -0.9975159 5.4714 -0.008153064 0.9975063 0.0701044 112.6036 0.9999388 0.008656895 -0.006886125 -6.471131 0 0 0 1
6 1 -0.007475853 0.07004397 -0.9975159 4.938675 -0.008153064 0.9975063 0.0701044 112.6036 0.9999388 0.008656895 -0.006886125 -6.471131 0 0 0 1
7 0 -0.007249355 0.06970146 -0.9975415 5.153883 -0.007035568 0.9975395 0.06975245 112.6253 0.999949 0.00752393 -0.006741047 -7.630364 0 0 0 1
7 1 -0.007249355 0.06970146 -0.9975415 4.621158 -0.007035568 0.9975395 0.06975245 112.6253 0.999949 0.00752393 -0.006741047 -7.630365 0 0 0 1
8 0 -0.007126451 0.06916812 -0.9975796 4.822725 -0.006334037 0.9975818 0.06921352 112.6484 0.9999546 0.006811948 -0.006671071 -8.750939 0 0 0 1
8 1 -0.007126451 0.06916812 -0.9975796 4.29 -0.006334037 0.9975818 0.06921352 112.6484 0.9999546 0.006811948 -0.006671071 -8.750939 0 0 0 1
9 0 -0.006884575 0.06806991 -0.9976569 4.401382 -0.006013133 0.9976596 0.06811159 112.6784 0.9999583 0.006467953 -0.006459117 -9.933795 0 0 0 1
9 1 -0.006884575 0.06806991 -0.9976569 3.868657 -0.006013133 0.9976596 0.06811159 112.6784 0.9999583 0.006467953 -0.006459117 -9.933795 0 0 0 1
10 0 -0.006804466 0.06742694 -0.997701 4.047782 -0.006965822 0.9976967 0.06747416 112.7172 0.9999526 0.007408934 -0.006319165 -10.86029 0 0 0 1
10 1 -0.006804466 0.06742694 -0.997701 3.515057 -0.006965822 0.9976967 0.06747416 112.7172 0.9999526 0.007408934 -0.006319165 -10.86029 0 0 0 1
11 0 -0.006888509 0.06772286 -0.9976805 3.777804 -0.007743999 0.9976705 0.06777565 112.7535 0.9999464 0.008192908 -0.006348133 -11.8003 0 0 0 1
11 1 -0.006888509 0.06772286 -0.9976805 3.245079 -0.007743999 0.9976705 0.06777565 112.7535 0.9999464 0.008192908 -0.006348133 -11.8003 0 0 0 1
12 0 -0.006840706 0.06599703 -0.9977964 3.262407 -0.007266134 0.9977901 0.06604643 112.7839 0.9999503 0.007701922 -0.006345987 -12.97769 0 0 0 1
12 1 -0.006840706 0.06599703 -0.9977964 2.729682 -0.007266134 0.9977901 0.06604643 112.7839 0.9999503 0.007701922 -0.006345987 -12.97769 0 0 0 1
13 0 -0.006905675 0.06695717 -0.9977319 3.074084 -0.006674381 0.9977304 0.06700327 112.8003 0.9999539 0.007121947 -0.006443143 -14.06022 0 0 0 1
13 1 -0.006905675 0.06695717 -0.9977319 2.541359 -0.006674381 0.9977304 0.06700327 112.8003 0.9999539 0.007121947 -0.006443143 -14.06022 0 0 0 1
14 0 -0.006788611 0.0666533 -0.9977531 2.748009 -0.007758511 0.9977425 0.06670539 112.8441 0.999947 0.008193905 -0.006256104 -14.95264 0 0 0 1
14 1 -0.006788611 0.0666533 -0.9977531 2.215284 -0.007758511 0.9977425 0.06670539 112.8441 0.999947 0.008193905 -0.006256104 -14.95264 0 0 0 1
15 0 -0.006729364 0.06642501 -0.9977686 2.404096 -0.009141851 0.9977455 0.06648512 112.897 0.9999355 0.009568855 -0.006106853 -15.90745 0 0 0 1
15 1 -0.006729364 0.06642501 -0.9977686 1.871371 -0.009141851 0.9977455 0.06648512 112.897 0.9999355 0.009568855 -0.006106853 -15.90745 0 0 0 1
16 0 -0.006578445 0.06667416 -0.9977531 2.144629 -0.009592371 0.9977246 0.0667355 112.9328 0.9999324 0.01000983 -0.005923867 -16.86105 0 0 0 1
16 1 -0.006578445 0.06667416 -0.9977531 1.611904 -0.009592371 0.9977246 0.0667355 112.9328 0.9999324 0.01000983 -0.005923867 -16.86106 0 0 0 1
17 0 -0.006508827 0.06953396 -0.9975585 2.179877 -0.01014859 0.9975235 0.06959774 112.9664 0.9999274 0.0105768 -0.005787015 -17.79685 0 0 0 1
17 1 -0.006508827 0.06953396 -0.9975585 1.647152 -0.01014859 0.9975235 0.06959774 112.9664 0.9999274 0.0105768 -0.005787015 -17.79685 0 0 0 1
18 0 -0.006350517 0.06850009 -0.9976309 1.74809 -0.009275446 0.9976041 0.06855729 112.985 0.9999368 0.009688845 -0.005699992 -18.9916 0 0 0 1
18 1 -0.006350517 0.06850009 -0.9976309 1.215365 -0.009275446 0.9976041 0.06855729 112.985 0.9999368 0.009688845 -0.005699992 -18.9916 0 0 0 1
19 0 -0.006183028 0.06750019 -0.9977001 1.353206 -0.006125456 0.9976979 0.067538 112.9515 0.9999621 0.006528957 -0.005755305 -20.33888 0 0 0 1
19 1 -0.006183028 0.06750019 -0.9977001 0.820481 -0.006125456 0.9976979 0.067538 112.9515 0.9999621 0.006528957 -0.005755305 -20.33888 0 0 0 1
20 0 -0.005789518 0.06908593 -0.9975939 1.244603 -0.004970796 0.9975963 0.06911495 112.9505 0.9999709 0.005358975 -0.005432129 -21.45445 0 0 0 1
20 1 -0.005789518 0.06908593 -0.9975939 0.7118781 -0.004970796 0.9975963 0.06911495 112.9505 0.9999709 0.005358975 -0.005432129 -21.45445 0 0 0 1
21 0 -0.006018758 0.06548552 -0.9978355 0.5421309 -0.006559771 0.9978294 0.0655247 113.015 0.9999605 0.00693994 -0.005576134 -22.36395 0 0 0 1
21 1 -0.006018758 0.06548552 -0.9978355 0.009405807 -0.006559771 0.9978294 0.0655247 113.015 0.9999605 0.00693994 -0.005576134 -22.36395 0 0 0 1
22 0 -0.006295323 0.06289297 -0.9980005 -0.02084395 -0.008516656 0.9979807 0.06294545 113.0854 0.999944 0.008895881 -0.005746961 -23.13066 0 0 0 1
22 1 -0.006295323 0.06289297 -0.9980005 -0.5535694 -0.008516656 0.9979807 0.06294545 113.0854 0.999944 0.008895881 -0.005746961 -23.13066 0 0 0 1
23 0 -0.006254435 0.0611671 -0.9981079 -0.491831 -0.009015005 0.9980835 0.06122209 113.1226 0.9999398 0.00938086 -0.005690932 -24.05738 0 0 0 1
23 1 -0.006254435 0.0611671 -0.9981079 -1.024556 -0.009015005 0.9980835 0.06122209 113.1226 0.9999398 0.00938086 -0.005690932 -24.05738 0 0 0 1
24 0 -0.006432652 0.05908941 -0.998232 -1.024591 -0.009968938 0.9981992 0.05915171 113.173 0.9999297 0.01033181 -0.005832076 -25.0308 0 0 0 1
24 1 -0.006432652 0.05908941 -0.998232 -1.557317 -0.009968938 0.9981992 0.05915171 113.173 0.9999297 0.01033181 -0.005832076 -25.0308 0 0 0 1
25 0 -0.006152034 0.05745299 -0.9983293 -1.53158 -0.008711664 0.9983072 0.05750541 113.1663 0.9999432 0.009050876 -0.005641103 -26.15325 0 0 0 1
25 1 -0.006152034 0.05745299 -0.9983293 -2.064304 -0.008711664 0.9983072 0.05750541 113.1663 0.9999432 0.009050876 -0.005641103 -26.15325 0 0 0 1
26 0 -0.005363703 0.05487218 -0.9984791 -2.120003 -0.006440243 0.9984707 0.05490633 113.1236 0.999965 0.006724944 -0.005002141 -27.39797 0 0 0 1
26 1 -0.005363703 0.05487218 -0.9984791 -2.652728 -0.006440243 0.9984707 0.05490633 113.1236 0.999965 0.006724944 -0.005002141 -27.39797 0 0 0 1
27 0 -0.004841805 0.05264487 -0.9986017 -2.692482 -0.00521826 0.9985983 0.05267 113.1067 0.9999747 0.005465973 -0.004560232 -28.62405 0 0 0 1
27 1 -0.004841805 0.05264487 -0.9986017 -3.225206 -0.00521826 0.9985983 0.05267 113.1067 0.9999747 0.005465973 -0.004560232 -28.62405 0 0 0 1
28 0 -0.004378557 0.04939844 -0.9987695 -3.349687 -0.007448658 0.9987498 0.04943012 113.1818 0.9999627 0.007655928 -0.004005075 -29.36493 0 0 0 1
28 1 -0.004378557 0.04939844 -0.9987695 -3.882412 -0.007448658 0.9987498 0.04943012 113.1818 0.9999627 0.007655928 -0.004005075 -29.36493 0 0 0 1
29 0 -0.004182935 0.04757879 -0.9988587 -3.884708 -0.009520536 0.9988203 0.04761682 113.2611 0.9999459 0.00970885 -0.003724933 -30.13872 0 0 0 1
29 1 -0.004182935 0.04757879 -0.9988587 -4.417433 -0.009520536 0.9988203 0.04761682 113.2611 0.9999459 0.00970885 -0.003724933 -30.13872 0 0 0 1
30 0 -0.003256798 0.0452944 -0.9989684 -4.471966 -0.009472018 0.9989275 0.04532343 113.2743 0.9999499 0.009609852 -0.002824187 -31.24408 0 0 0 1
30 1 -0.003256798 0.0452944 -0.9989684 -5.00469 -0.009472018 0.9989275 0.04532343 113.2743 0.9999499 0.009609852 -0.002824187 -31.24408 0 0 0 1
31 0 -0.002409458 0.04552355 -0.9989604 -4.743834 -0.008559056 0.9989257 0.04554262 113.2677 0.9999605 0.008659892 -0.00201726 -32.34218 0 0 0 1
