frame cameraID r1,1 r1,2 r1,3 t1 r2,1 r2,2 r2,3 t2 r3,1 r3,2 r3,3 t3 0 0 0 1
0 0 -0.9952357 -0.02389242 -0.09452614 -6.21433 -0.02330413 0.9997016 -0.007322717 271.57 0.09467289 -0.005084978 -0.9954954 -2.464765 0 0 0 1
0 1 -0.9952357 -0.02389242 -0.09452614 -6.747056 -0.02330413 0.9997016 -0.007322717 271.57 0.09467289 -0.005084978 -0.9954954 -2.464765 0 0 0 1
1 0 -0.9952419 -0.02383346 -0.09447671 -6.009941 -0.02327023 0.9997043 -0.007059065 271.5739 0.09461702 -0.004826982 -0.9955022 -2.721742 0 0 0 1
1 1 -0.9952419 -0.02383346 -0.09447671 -6.542666 -0.02327023 0.9997043 -0.007059065 271.5739 0.09461702 -0.004826982 -0.9955022 -2.721742 0 0 0 1
2 0 -0.9952183 -0.0241724 -0.09463812 -5.931283 -0.02363587 0.9996976 -0.006786291 271.5755 0.09477355 -0.004516985 -0.9954886 -2.932216 0 0 0 1
2 1 -0.9952183 -0.0241724 -0.09463812 -6.464008 -0.02363587 0.9996976 -0.006786291 271.5755 0.09477355 -0.004516985 -0.9954886 -2.932216 0 0 0 1
3 0 -0.9952319 -0.02416337 -0.09449879 -5.759599 -0.02359649 0.9996963 -0.007111732 271.5772 0.09464193 -0.004847982 -0.9954998 -3.314702 0 0 0 1
3 1 -0.9952319 -0.02416337 -0.09449879 -6.292324 -0.02359649 0.9996963 -0.007111732 271.5772 0.09464193 -0.004847982 -0.9954998 -3.314701 0 0 0 1
4 0 -0.995239 -0.02404539 -0.0944519 -5.543236 -0.02346803 0.9996985 -0.007218949 271.5804 0.094597 -0.00496798 -0.9955033 -3.667312 0 0 0 1
4 1 -0.995239 -0.02404539 -0.0944519 -6.075961 -0.02346803 0.9996985 -0.007218949 271.5804 0.094597 -0.00496798 -0.9955033 -3.667312 0 0 0 1
5 0 -0.9952711 -0.02381849 -0.09417196 -5.314866 -0.02327569 0.9997056 -0.006858334 271.5854 0.09430759 -0.004633984 -0.9955324 -3.865054 0 0 0 1
5 1 -0.9952711 -0.02381849 -0.09417196 -5.847591 -0.02327569 0.9997056 -0.006858334 271.5854 0.09430759 -0.004633984 -0.9955324 -3.865054 0 0 0 1
6 0 -0.9952854 -0.02363452 -0.0940664 -5.101089 -0.0230732 0.9997089 -0.007050635 271.5881 0.09420566 -0.004846981 -0.995541 -4.209752 0 0 0 1
6 1 -0.9952854 -0.02363452 -0.0940664 -5.633815 -0.0230732 0.9997089 -0.007050635 271.5881 0.09420566 -0.004846981 -0.995541 -4.209752 0 0 0 1
7 0 -0.9952635 -0.02380943 -0.09425528 -4.969977 -0.02321303 0.999703 -0.007419069 271.5883 0.09440393 -0.005195977 -0.9955206 -4.616306 0 0 0 1
7 1 -0.9952635 -0.02380943 -0.09425528 -5.502703 -0.02321303 0.999703 -0.007419069 271.5883 0.09440393 -0.005195977 -0.9955206 -4.616306 0 0 0 1
8 0 -0.995224 -0.02409339 -0.09459884 -4.886672 -0.02352289 0.9996978 -0.007141327 271.5909 0.09474231 -0.004881981 -0.99549 -4.812331 0 0 0 1
8 1 -0.995224 -0.02409339 -0.09459884 -5.419396 -0.02352289 0.9996978 -0.007141327 271.5909 0.09474231 -0.004881981 -0.99549 -4.812331 0 0 0 1
9 0 -0.9951751 -0.02449226 -0.09501021 -4.819518 -0.02391775 0.9996881 -0.007181061 271.5917 0.09515646 -0.004873981 -0.9954505 -5.115662 0 0 0 1
9 1 -0.9951751 -0.02449226 -0.09501021 -5.352243 -0.02391775 0.9996881 -0.007181061 271.5917 0.09515646 -0.004873981 -0.9954505 -5.115663 0 0 0 1
10 0 -0.9951595 -0.02445027 -0.09518449 -4.650241 -0.02387308 0.9996891 -0.007198171 271.5944 0.09533089 -0.00489098 -0.9954338 -5.395072 0 0 0 1
10 1 -0.9951595 -0.02445027 -0.09518449 -5.182966 -0.02387308 0.9996891 -0.007198171 271.5944 0.09533089 -0.00489098 -0.9954338 -5.395072 0 0 0 1
11 0 -0.9951324 -0.02434332 -0.09549282 -4.465847 -0.02377778 0.9996924 -0.007055935 271.5981 0.09563521 -0.004750981 -0.9954051 -5.629833 0 0 0 1
11 1 -0.9951324 -0.02434332 -0.09549282 -4.998572 -0.02377778 0.9996924 -0.007055935 271.5981 0.09563521 -0.004750981 -0.9954051 -5.629833 0 0 0 1
12 0 -0.9950979 -0.02413242 -0.09590631 -4.239399 -0.02359202 0.9996988 -0.006764771 271.6034 0.09604067 -0.004468986 -0.9953674 -5.850392 0 0 0 1
12 1 -0.9950979 -0.02413242 -0.09590631 -4.772124 -0.02359202 0.9996988 -0.006764771 271.6033 0.09604067 -0.004468986 -0.9953674 -5.850393 0 0 0 1
13 0 -0.9950558 -0.02407841 -0.09635517 -4.073346 -0.02351842 0.9996993 -0.006943434 271.605 0.09649338 -0.004642983 -0.9953228 -6.164646 0 0 0 1
13 1 -0.9950558 -0.02407841 -0.09635517 -4.606071 -0.02351842 0.9996993 -0.006943434 271.6049 0.09649338 -0.004642983 -0.9953228 -6.164646 0 0 0 1
14 0 -0.9950119 -0.02384442 -0.09686448 -3.860932 -0.02323259 0.9997024 -0.007439499 271.6049 0.09701305 -0.005151977 -0.9952698 -6.56727 0 0 0 1
14 1 -0.9950119 -0.02384442 -0.09686448 -4.393657 -0.02323259 0.9997024 -0.007439499 271.6049 0.09701305 -0.005151977 -0.9952698 -6.56727 0 0 0 1
15 0 -0.9949521 -0.02419832 -0.09738974 -3.793708 -0.02358398 0.999694 -0.007454445 271.6062 0.09754033 -0.005119978 -0.9952184 -6.845895 0 0 0 1
15 1 -0.9949521 -0.02419832 -0.09738974 -4.326433 -0.02358398 0.999694 -0.007454445 271.6062 0.09754033 -0.005119978 -0.9952184 -6.845895 0 0 0 1
16 0 -0.9949173 -0.02474617 -0.09760928 -3.793951 -0.02413869 0.9996812 -0.007399752 271.6073 0.09776129 -0.00500598 -0.9951974 -7.072324 0 0 0 1
16 1 -0.9949173 -0.02474617 -0.09760928 -4.326676 -0.02413869 0.9996812 -0.007399752 271.6073 0.09776129 -0.00500598 -0.9951974 -7.072324 0 0 0 1
17 0 -0.9948882 -0.0249761 -0.09784608 -3.709943 -0.02437653 0.999676 -0.00731854 271.6096 0.09799718 -0.00489598 -0.9951748 -7.297223 0 0 0 1
17 1 -0.9948882 -0.0249761 -0.09784608 -4.242668 -0.02437653 0.999676 -0.00731854 271.6096 0.09799718 -0.00489598 -0.9951748 -7.297223 0 0 0 1
18 0 -0.9948559 -0.02509305 -0.09814358 -3.583054 -0.02448217 0.9996727 -0.007423936 271.6111 0.09829774 -0.004982979 -0.9951446 -7.599224 0 0 0 1
18 1 -0.9948559 -0.02509305 -0.09814358 -4.115779 -0.02448217 0.9996727 -0.007423936 271.6111 0.09829774 -0.004982979 -0.9951446 -7.599225 0 0 0 1
19 0 -0.9948474 -0.02493108 -0.09827246 -3.396327 -0.0243024 0.9996759 -0.00758934 271.6126 0.09842981 -0.005161977 -0.9951308 -7.898031 0 0 0 1
19 1 -0.9948474 -0.02493108 -0.09827246 -3.929051 -0.0243024 0.9996759 -0.00758934 271.6126 0.09842981 -0.005161977 -0.9951308 -7.898032 0 0 0 1
20 0 -0.9948359 -0.02492107 -0.09839063 -3.237339 -0.02427823 0.9996754 -0.007725623 271.614 0.09855122 -0.005296975 -0.995118 -8.206907 0 0 0 1
20 1 -0.9948359 -0.02492107 -0.09839063 -3.770064 -0.02427823 0.9996754 -0.007725623 271.614 0.09855122 -0.005296975 -0.995118 -8.206907 0 0 0 1
21 0 -0.9948127 -0.02502403 -0.09859805 -3.125067 -0.02437611 0.9996727 -0.007770721 271.6157 0.09876023 -0.005326975 -0.9950972 -8.459438 0 0 0 1
21 1 -0.9948127 -0.02502403 -0.09859805 -3.657791 -0.02437611 0.9996727 -0.007770721 271.6156 0.09876023 -0.005326975 -0.9950972 -8.459438 0 0 0 1
22 0 -0.9948183 -0.02487207 -0.09857974 -2.943922 -0.02421546 0.9996759 -0.007851813 271.6175 0.09874309 -0.005423974 -0.9950982 -8.727104 0 0 0 1
22 1 -0.9948183 -0.02487207 -0.09857974 -3.476647 -0.02421546 0.9996759 -0.007851813 271.6174 0.09874309 -0.005423974 -0.9950982 -8.727103 0 0 0 1
23 0 -0.9948221 -0.02486605 -0.0985441 -2.790259 -0.0241894 0.9996749 -0.008055404 271.618 0.09871238 -0.00562997 -0.9951003 -9.04467 0 0 0 1
23 1 -0.9948221 -0.02486605 -0.0985441 -3.322984 -0.0241894 0.9996749 -0.008055404 271.618 0.09871238 -0.00562997 -0.9951003 -9.044669 0 0 0 1
24 0 -0.994812 -0.02500805 -0.0986092 -2.692351 -0.02436436 0.9996733 -0.007726612 271.6229 0.09877021 -0.005283976 -0.9950963 -9.186563 0 0 0 1
24 1 -0.994812 -0.02500805 -0.0986092 -3.225077 -0.02436436 0.9996733 -0.007726612 271.6229 0.09877021 -0.005283976 -0.9950963 -9.186563 0 0 0 1
25 0 -0.9948049 -0.02535899 -0.09859327 -2.65162 -0.0247632 0.999667 -0.007262196 271.6288 0.09874459 -0.004782982 -0.9951015 -9.28353 0 0 0 1
25 1 -0.9948049 -0.02535899 -0.09859327 -3.184345 -0.0247632 0.999667 -0.007262196 271.6288 0.09874459 -0.004782982 -0.9951015 -9.283529 0 0 0 1
26 0 -0.9947845 -0.02586881 -0.09866484 -2.642856 -0.02526128 0.9996535 -0.007401987 271.6292 0.09882214 -0.004870981 -0.9950932 -9.560699 0 0 0 1
26 1 -0.9947845 -0.02586881 -0.09866484 -3.175581 -0.02526128 0.9996535 -0.007401987 271.6292 0.09882214 -0.004870981 -0.9950932 -9.560699 0 0 0 1
27 0 -0.9947764 -0.02610967 -0.09868384 -2.575622 -0.02546255 0.9996452 -0.007811524 271.6271 0.09885279 -0.005257976 -0.9950882 -9.893555 0 0 0 1
27 1 -0.9947764 -0.02610967 -0.09868384 -3.108347 -0.02546255 0.9996452 -0.007811524 271.6271 0.09885279 -0.005257976 -0.9950882 -9.893555 0 0 0 1
28 0 -0.9947815 -0.02638263 -0.09856118 -2.516793 -0.02577512 0.9996402 -0.007432194 271.6328 0.0987218 -0.004852981 -0.9951035 -10.00806 0 0 0 1
28 1 -0.9947815 -0.02638263 -0.09856118 -3.049518 -0.02577512 0.9996402 -0.007432194 271.6328 0.0987218 -0.004852981 -0.9951035 -10.00806 0 0 0 1
29 0 -0.9948009 -0.02606679 -0.09844955 -2.287832 -0.02550172 0.9996503 -0.006993983 271.6402 0.09859743 -0.004446986 -0.9951178 -10.1439 0 0 0 1
29 1 -0.9948009 -0.02606679 -0.09844955 -2.820557 -0.02550172 0.9996503 -0.006993983 271.6402 0.09859743 -0.004446986 -0.9951178 -10.1439 0 0 0 1
30 0 -0.9948196 -0.02591179 -0.09829742 -2.116168 -0.02530245 0.9996521 -0.007440691 271.6381 0.09845603 -0.00491498 -0.9951292 -10.49083 0 0 0 1
30 1 -0.9948196 -0.02591179 -0.09829742 -2.648893 -0.02530245 0.9996521 -0.007440691 271.6381 0.09845603 -0.00491498 -0.9951292 -10.49083 0 0 0 1
31 0 -0.9948542 -0.02569586 -0.09800398 -1.915234 -0.02508888 0.9996577 -0.007420977 271.6409 0.09816111 -0.00492398 -0.9951583 -10.7322 0 0 0 1
31 1 -0.9948542 -0.02569586 -0.09800398 -2.447959 -0.02508888 0.9996577 -0.007420977 271.641 0.09816111 -0.00492398 -0.9951583 -10.7322 0 0 0 1
32 0 -0.9948575 -0.02583583 -0.09793371 -1.826758 -0.0252442 0.9996548 -0.007275655 271.6446 0.09808788 -0.004765982 -0.9951664 -10.90547 0 0 0 1
