frame cameraID trackID alpha width height length world_space_X world_space_Y world_space_Z rotation_world_space_y rotation_world_space_x rotation_world_space_z camera_space_X camera_space_Y camera_space_Z rotation_camera_space_y rotation_camera_space_x rotation_camera_space_z
25 0 0 1.69414 1.776562 1.421875 3.617188 53.18796 -106 79.85496 2.263542 0 0 -3.088518 1.056862 55.55215 1.638601 -0.01539355 0.03731001
25 1 0 1.703695 1.776562 1.421875 3.617188 53.18796 -106 79.85496 2.263542 0 0 -3.621243 1.056865 55.55215 1.638601 -0.01539355 0.03731001
26 0 0 1.741201 1.776562 1.421875 3.617188 52.05074 -106 78.51728 2.304737 0 0 -3.319866 1.15535 52.33508 1.677851 -0.01564068 0.03512356
26 1 0 1.751333 1.776562 1.421875 3.617188 52.05074 -106 78.51728 2.304737 0 0 -3.852591 1.155347 52.33508 1.677851 -0.01564068 0.03512356
27 0 0 1.741014 1.776562 1.421875 3.617188 50.92972 -106 77.08035 2.298819 0 0 -3.521402 1.201941 48.90201 1.669129 -0.01516635 0.03413963
27 1 0 1.751843 1.776562 1.421875 3.617188 50.92972 -106 77.08035 2.298819 0 0 -4.054127 1.201939 48.90201 1.669129 -0.01516635 0.03413963
28 0 0 1.742089 1.776562 1.421875 3.617188 49.68787 -106 75.53468 2.292268 0 0 -3.723381 1.232424 45.46884 1.660383 -0.01515694 0.03376513
28 1 0 1.753716 1.776562 1.421875 3.617188 49.68787 -106 75.53468 2.292268 0 0 -4.256109 1.232427 45.46884 1.660383 -0.01515694 0.03376513
29 0 0 1.744741 1.776562 1.421875 3.617188 48.41232 -106 74.00768 2.285068 0 0 -3.926128 1.239402 42.03551 1.651611 -0.01581128 0.03361937
29 1 0 1.757289 1.776562 1.421875 3.617188 48.41232 -106 74.00768 2.285068 0 0 -4.458853 1.239406 42.03551 1.651611 -0.01581128 0.03361937
30 0 0 1.749395 1.776562 1.421875 3.617188 47.22867 -106 72.58862 2.278308 0 0 -4.128924 1.245816 38.60216 1.642839 -0.01661532 0.03326194
30 1 0 1.763018 1.776562 1.421875 3.617188 47.22867 -106 72.58862 2.278308 0 0 -4.66165 1.245813 38.60216 1.642839 -0.01661532 0.03326194
31 0 0 1.756601 1.776562 1.421875 3.617188 45.95801 -106 71.05421 2.271885 0 0 -4.331466 1.257566 35.16886 1.634056 -0.01755506 0.03325573
31 1 0 1.771494 1.776562 1.421875 3.617188 45.95801 -106 71.05421 2.271885 0 0 -4.86419 1.257569 35.16886 1.634056 -0.01755506 0.03325573
32 0 0 1.769842 1.776562 1.421875 3.617188 44.75373 -106 69.49606 2.27072 0 0 -4.463812 1.282122 31.75668 1.630194 -0.01835295 0.03277813
32 1 0 1.786253 1.776562 1.421875 3.617188 44.75373 -106 69.49606 2.27072 0 0 -4.996537 1.282124 31.75668 1.630194 -0.01835295 0.03277813
