frame cameraID trackID left right top bottom number_pixels truncation_ratio occupancy_ratio isMoving
0 0 1 1184 1241 158 275 3262 0.7806545 0.4891288 False
0 0 2 1144 1241 153 229 4149 0.05623901 0.5628052 False
0 0 3 782 863 173 226 2574 0 0.5995807 False
0 0 4 901 939 167 193 564 0 0.5708502 False
0 0 5 1079 1123 152 181 619 0 0.4851097 False
0 0 6 916 951 166 189 286 0 0.3552795 False
0 0 7 936 968 160 185 391 0 0.48875 False
0 0 9 945 973 161 182 89 0 0.1513605 False
0 0 10 960 984 162 178 109 0 0.2838542 False
0 0 11 1068 1088 153 167 181 0 0.6464286 False
0 0 13 1116 1170 148 165 359 0 0.3910675 False
0 0 14 1117 1166 144 165 76 0 0.07385811 False
0 0 16 986 1003 158 172 84 0 0.3529412 False
0 0 17 981 999 160 174 146 0 0.5793651 False
0 0 18 1112 1158 147 164 14 0 0.01790281 False
0 0 19 992 1007 159 170 28 0 0.169697 False
0 0 20 995 1009 159 170 20 0 0.1298701 False
0 0 21 998 1010 159 169 8 0 0.06666667 False
0 0 22 999 1012 159 168 26 0 0.2222222 False
0 0 23 1105 1138 148 162 41 0 0.08874459 False
0 0 24 1108 1132 148 161 6 0 0.01923077 False
0 0 25 1102 1129 149 161 11 0 0.03395062 False
0 0 32 1096 1125 150 162 10 0 0.02873563 False
0 0 33 1001 1015 158 168 21 0 0.15 False
0 0 34 1065 1080 154 164 28 0 0.1866667 False
0 0 35 1064 1078 153 163 14 0 0.1 False
0 0 36 1004 1015 158 167 5 0 0.05050505 False
0 0 37 1063 1077 154 163 6 0 0.04761905 False
0 0 38 1005 1018 158 166 28 0 0.2692308 False
0 0 39 1061 1075 154 163 21 0 0.1666667 False
0 0 40 1008 1019 157 165 7 0 0.07954545 False
0 0 41 1059 1071 154 162 11 0 0.1145833 False
0 0 42 1059 1070 154 162 3 0 0.03409091 False
0 0 43 1011 1019 158 165 2 0 0.03571429 False
0 0 90 981 1003 157 166 14 0 0.07070707 False
0 0 97 743 782 176 199 69 0 0.07692308 False
0 1 0 1212 1241 155 334 2172 0.9904779 0.4184165 False
0 1 1 1152 1241 155 276 6131 0.5390825 0.5693194 False
0 1 2 1122 1235 153 229 3532 0 0.4112715 False
0 1 3 765 848 173 226 2607 0 0.5926347 False
0 1 4 892 930 167 193 569 0 0.5759109 False
0 1 5 1070 1113 152 181 604 0 0.4843625 False
0 1 6 908 943 166 189 296 0 0.3677019 False
0 1 7 929 961 160 185 398 0 0.4975 False
0 1 9 939 967 161 182 105 0 0.1785714 False
0 1 10 955 979 162 178 120 0 0.3125 False
0 1 11 1063 1083 153 167 147 0 0.525 False
0 1 13 1111 1165 148 165 268 0 0.291939 False
0 1 14 1112 1161 144 165 68 0 0.06608357 False
0 1 16 982 999 158 172 83 0 0.3487395 False
0 1 17 976 994 160 174 153 0 0.6071429 False
0 1 18 1107 1153 147 164 22 0 0.02813299 False
0 1 19 988 1003 159 170 30 0 0.1818182 False
0 1 20 991 1006 159 170 21 0 0.1272727 False
0 1 21 994 1007 159 169 7 0 0.05384615 False
0 1 22 995 1009 159 168 29 0 0.2301587 False
0 1 23 1101 1135 148 162 53 0 0.1113445 False
0 1 24 1105 1128 148 161 3 0 0.01003344 False
0 1 25 1098 1126 149 161 16 0 0.04761905 False
0 1 32 1093 1121 150 162 6 0 0.01785714 False
0 1 33 998 1012 158 168 21 0 0.15 False
0 1 34 1062 1076 154 164 12 0 0.08571429 False
0 1 35 1061 1074 153 163 17 0 0.1307692 False
0 1 36 1001 1012 158 167 7 0 0.07070707 False
0 1 37 1060 1074 154 163 2 0 0.01587302 False
0 1 38 1003 1016 158 166 28 0 0.2692308 False
0 1 39 1058 1072 154 163 20 0 0.1587302 False
0 1 40 1006 1016 157 165 8 0 0.1 False
0 1 41 1056 1068 154 162 9 0 0.09375 False
0 1 43 1008 1017 158 165 4 0 0.06349207 False
0 1 90 979 1000 157 166 12 0 0.06349207 False
0 1 97 736 776 176 199 148 0 0.1608696 False
1 0 1 1197 1241 160 276 2010 0.8984066 0.3938088 False
1 0 2 1151 1241 154 236 4836 0.1975952 0.6552845 False
1 0 3 770 856 174 231 2843 0 0.5799674 False
1 0 4 898 937 168 195 594 0 0.5641026 False
1 0 5 1080 1125 153 183 641 0 0.4748148 False
1 0 6 914 949 167 191 298 0 0.3547619 False
1 0 7 934 966 161 186 404 0 0.505 False
1 0 9 943 973 162 183 97 0 0.1539683 False
1 0 10 959 984 163 179 118 0 0.295 False
1 0 11 1068 1088 154 168 187 0 0.6678572 False
1 0 13 1117 1172 148 166 402 0 0.4060606 False
1 0 14 1118 1168 144 166 81 0 0.07363636 False
1 0 16 986 1003 159 173 86 0 0.3613445 False
1 0 17 980 998 161 175 150 0 0.5952381 False
1 0 18 1113 1159 148 165 13 0 0.01662404 False
1 0 19 991 1007 159 171 29 0 0.1510417 False
1 0 20 995 1009 160 171 20 0 0.1298701 False
1 0 21 997 1010 160 170 9 0 0.06923077 False
1 0 22 998 1012 160 169 24 0 0.1904762 False
1 0 23 1106 1140 149 162 44 0 0.09954751 False
1 0 24 1109 1133 149 162 9 0 0.02884615 False
1 0 25 1102 1130 149 162 11 0 0.03021978 False
1 0 32 1097 1126 150 162 13 0 0.03735632 False
1 0 33 1001 1015 159 169 21 0 0.15 False
1 0 34 1066 1080 154 165 22 0 0.1428571 False
1 0 35 1065 1078 154 164 21 0 0.1615385 False
1 0 36 1004 1015 159 168 6 0 0.06060606 False
1 0 37 1063 1077 155 164 7 0 0.05555556 False
1 0 38 1005 1018 159 167 28 0 0.2692308 False
1 0 39 1061 1075 155 163 19 0 0.1696429 False
1 0 40 1008 1019 158 166 7 0 0.07954545 False
1 0 41 1059 1071 155 163 10 0 0.1041667 False
1 0 42 1059 1071 154 163 2 0 0.01851852 False
1 0 43 1011 1019 158 166 2 0 0.03125 False
1 0 90 981 1003 158 167 8 0 0.04040404 False
1 0 97 737 778 178 200 141 0 0.1563193 False
1 1 1 1162 1241 157 293 6225 0.6629893 0.5793931 False
