frame cameraID r1,1 r1,2 r1,3 t1 r2,1 r2,2 r2,3 t2 r3,1 r3,2 r3,3 t3 0 0 0 1
0 0 0.2503894 0.07217909 -0.9654508 7.271353 -0.01963993 0.9973904 0.06947336 112.4194 0.967946 0.001565997 0.2511536 -0.5742712 0 0 0 1
0 1 0.2503894 0.07217909 -0.9654508 6.738628 -0.01963993 0.9973904 0.06947336 112.4194 0.967946 0.001565997 0.2511536 -0.5742713 0 0 0 1
1 0 0.250605 0.0730738 -0.9653277 6.779217 -0.01824141 0.9973266 0.0707605 112.455 0.9679176 -0.000124 0.251268 -1.77731 0 0 0 1
1 1 0.250605 0.0730738 -0.9653277 6.246493 -0.01824141 0.9973266 0.0707605 112.455 0.9679176 -0.000124 0.251268 -1.777309 0 0 0 1
2 0 0.2504388 0.0697132 -0.9656193 5.863638 -0.01995345 0.9975639 0.06684441 112.5214 0.9679268 0.002526999 0.2512197 -2.40778 0 0 0 1
2 1 0.2504388 0.0697132 -0.9656193 5.330913 -0.01995345 0.9975639 0.06684441 112.5214 0.9679268 0.002526999 0.2512197 -2.40778 0 0 0 1
3 0 0.2503163 0.06922305 -0.9656864 5.268507 -0.02384976 0.9975789 0.06532708 112.577 0.9678704 0.006678952 0.2513611 -2.865738 0 0 0 1
3 1 0.2503163 0.06922305 -0.9656864 4.735781 -0.02384976 0.9975789 0.06532708 112.577 0.9678704 0.006678952 0.2513611 -2.865739 0 0 0 1
4 0 0.2505322 0.0687261 -0.9656658 4.616035 -0.02581765 0.9975966 0.06430048 112.6356 0.967764 0.008821882 0.2517044 -3.639741 0 0 0 1
4 1 0.2505322 0.0687261 -0.9656658 4.08331 -0.02581765 0.9975966 0.06430048 112.6356 0.967764 0.008821882 0.2517044 -3.639741 0 0 0 1
5 0 0.2506862 0.06907684 -0.9656007 4.11538 -0.02654717 0.9975664 0.06447149 112.6824 0.9677043 0.009471854 0.25191 -4.486871 0 0 0 1
5 1 0.2506862 0.06907684 -0.9656007 3.582655 -0.02654717 0.9975664 0.06447149 112.6825 0.9677043 0.009471854 0.25191 -4.486871 0 0 0 1
6 0 0.2509552 0.07004397 -0.9654612 3.630855 -0.02601962 0.9975063 0.06560548 112.7252 0.9676489 0.008656895 0.2521519 -5.588616 0 0 0 1
6 1 0.2509552 0.07004397 -0.9654612 3.09813 -0.02601962 0.9975063 0.06560548 112.7252 0.9676489 0.008656895 0.2521519 -5.588616 0 0 0 1
7 0 0.2511805 0.06970146 -0.9654275 3.05647 -0.0248491 0.9975395 0.06555475 112.7644 0.9676213 0.00752393 0.2522945 -6.640359 0 0 0 1
7 1 0.2511805 0.06970146 -0.9654275 2.523746 -0.0248491 0.9975395 0.06555475 112.7644 0.9676213 0.00752393 0.2522945 -6.640359 0 0 0 1
8 0 0.2513089 0.06916812 -0.9654324 2.465855 -0.02403198 0.9975818 0.06521576 112.8044 0.9676086 0.006811945 0.2523634 -7.655171 0 0 0 1
8 1 0.2513089 0.06916812 -0.9654324 1.933129 -0.02403198 0.9975818 0.06521576 112.8044 0.9676086 0.006811945 0.2523634 -7.655171 0 0 0 1
9 0 0.2515625 0.06806991 -0.9654444 1.759028 -0.02343682 0.9976596 0.06423444 112.8508 0.9675573 0.006467955 0.2525691 -8.721834 0 0 0 1
9 1 0.2515625 0.06806991 -0.9654444 1.226304 -0.02343682 0.9976596 0.06423444 112.8508 0.9675573 0.006467955 0.2525691 -8.721834 0 0 0 1
10 0 0.2516514 0.06742696 -0.9654664 1.148155 -0.02419208 0.9976967 0.06337216 112.9033 0.9675156 0.007408936 0.252703 -9.539957 0 0 0 1
10 1 0.2516514 0.06742696 -0.9654664 0.6154306 -0.02419208 0.9976967 0.06337216 112.9033 0.9675156 0.007408936 0.252703 -9.539958 0 0 0 1
11 0 0.2515647 0.06772284 -0.9654681 0.6229136 -0.02502174 0.9976705 0.06346196 112.9559 0.967517 0.008192908 0.2526732 -10.36591 0 0 0 1
11 1 0.2515647 0.06772284 -0.9654681 0.0901885 -0.02502174 0.9976705 0.06346196 112.9559 0.967517 0.008192908 0.2526732 -10.36591 0 0 0 1
12 0 0.251641 0.06599703 -0.9655679 -0.1717031 -0.02411262 0.9977901 0.06191535 112.999 0.9675203 0.007701926 0.2526762 -11.42194 0 0 0 1
12 1 0.251641 0.06599703 -0.9655679 -0.704428 -0.02411262 0.9977901 0.06191535 112.999 0.9675203 0.007701926 0.2526762 -11.42194 0 0 0 1
13 0 0.2515616 0.06695717 -0.9655225 -0.6123686 -0.02378867 0.9977304 0.06299272 113.0358 0.9675489 0.007121939 0.2525836 -12.39281 0 0 0 1
13 1 0.2515616 0.06695717 -0.9655225 -1.145093 -0.02378867 0.9977304 0.06299272 113.0358 0.9675489 0.007121939 0.2525836 -12.39281 0 0 0 1
14 0 0.2516801 0.0666533 -0.9655126 -1.190385 -0.02475876 0.9977425 0.06242441 113.0926 0.9674938 0.008193906 0.2527621 -13.17463 0 0 0 1
