frame cameraID trackID left right top bottom number_pixels truncation_ratio occupancy_ratio isMoving
0 0 0 698 929 193 290 12018 0 0.5363503 True
0 1 0 666 896 193 290 12011 0 0.5383685 True
1 0 0 644 877 193 294 12663 0 0.5380954 True
1 1 0 611 843 193 294 12574 0 0.5366166 True
2 0 0 583 822 193 298 15659 0 0.6239889 True
2 1 0 549 787 193 298 14505 0 0.5804322 True
3 0 0 522 769 193 303 16917 0 0.6226352 True
3 1 0 486 733 193 303 16973 0 0.6246964 True
4 0 0 454 711 193 309 18595 0 0.6237421 True
4 1 0 416 674 193 309 18709 0 0.6251336 True
5 0 0 380 652 193 317 20907 0 0.6198707 True
5 1 0 340 614 193 317 21108 0 0.6212621 True
6 0 0 295 589 193 328 24034 0 0.605543 True
6 1 0 253 548 193 328 24334 0 0.6110232 True
7 0 0 198 520 193 341 28454 0 0.5970707 True
7 1 0 152 477 193 341 28968 0 0.6022453 True
25 1 1 1237 1241 186 218 21 0.9949293 0.1640625 True
26 0 1 1231 1241 186 218 122 0.9757848 0.38125 True
26 1 1 1221 1241 186 218 330 0.9050714 0.515625 True
27 0 1 1216 1241 185 217 434 0.8447322 0.5425 True
27 1 1 1205 1241 185 218 688 0.6989357 0.5791246 True
28 0 1 1203 1241 185 217 760 0.6264987 0.625 True
28 1 1 1193 1241 185 218 1082 0.4547861 0.6830808 True
29 0 1 1191 1241 185 217 1137 0.3677346 0.710625 True
29 1 1 1182 1241 185 218 1405 0.2038238 0.721623 True
30 0 1 1181 1241 185 216 1408 0.1455469 0.7569892 True
30 1 1 1172 1241 185 217 1651 0.0428248 0.7477355 True
31 0 1 1171 1241 185 215 1617 0.01158643 0.77 True
31 1 1 1162 1241 185 216 1669 0 0.6815026 True
32 0 1 1163 1238 185 215 1550 0 0.6888889 True
32 1 1 1154 1228 185 215 1542 0 0.6945946 True
33 0 1 1155 1225 184 214 1433 0 0.682381 True
33 1 1 1147 1216 184 214 1416 0 0.684058 True
34 0 1 1148 1214 184 213 1310 0 0.6844305 True
34 1 1 1140 1205 184 213 1291 0 0.6848806 True
35 0 1 1141 1203 184 212 1204 0 0.6935484 True
35 1 1 1133 1194 184 212 1187 0 0.6949649 True
36 0 1 1136 1194 184 211 1117 0 0.7132822 True
36 1 1 1128 1186 184 211 1106 0 0.706258 True
