frame cameraID r1,1 r1,2 r1,3 t1 r2,1 r2,2 r2,3 t2 r3,1 r3,2 r3,3 t3 0 0 0 1
0 0 0.9714233 -0.01231958 0.2370339 -2.226741 0.01514874 0.9998341 -0.01011797 114.6315 -0.23687 0.0134196 0.9714487 0.7505442 0 0 0 1
0 1 0.9714233 -0.01231958 0.2370339 -2.759466 0.01514874 0.9998341 -0.01011797 114.6315 -0.23687 0.0134196 0.9714487 0.7505443 0 0 0 1
1 0 0.9714406 -0.01239058 0.2369593 -2.23423 0.01520509 0.9998338 -0.01005374 114.6314 -0.2367953 0.0133696 0.9714676 0.7447033 0 0 0 1
1 1 0.9714406 -0.01239058 0.2369593 -2.766955 0.01520509 0.9998338 -0.01005374 114.6314 -0.2367953 0.0133696 0.9714676 0.7447034 0 0 0 1
2 0 0.9714386 -0.01238957 0.2369672 -2.233398 0.01520799 0.9998336 -0.0100694 114.6314 -0.2368031 0.0133856 0.9714655 0.7458705 0 0 0 1
2 1 0.9714386 -0.01238957 0.2369672 -2.766123 0.01520799 0.9998336 -0.0100694 114.6314 -0.2368031 0.0133856 0.9714655 0.7458704 0 0 0 1
3 0 0.9714457 -0.01236458 0.2369397 -2.229805 0.01518413 0.9998339 -0.01007867 114.6315 -0.2367757 0.0133886 0.9714721 0.7461917 0 0 0 1
3 1 0.9714457 -0.01236458 0.2369397 -2.76253 0.01518413 0.9998339 -0.01007867 114.6315 -0.2367757 0.0133886 0.9714721 0.7461915 0 0 0 1
4 0 0.9714298 -0.01238657 0.2370034 -2.231494 0.01521113 0.9998333 -0.01009286 114.6314 -0.2368389 0.0134096 0.9714564 0.7484766 0 0 0 1
4 1 0.9714298 -0.01238657 0.2370034 -2.764219 0.01521113 0.9998333 -0.01009286 114.6314 -0.2368389 0.0134096 0.9714564 0.7484768 0 0 0 1
5 0 0.9714323 -0.01237657 0.236994 -2.230053 0.01520795 0.9998331 -0.01012258 114.6314 -0.2368291 0.0134376 0.9714584 0.7518731 0 0 0 1
5 1 0.9714323 -0.01237657 0.236994 -2.762778 0.01520795 0.9998331 -0.01012258 114.6314 -0.2368291 0.0134376 0.9714584 0.751873 0 0 0 1
6 0 0.9714255 -0.01239957 0.2370207 -2.232173 0.01521826 0.9998335 -0.01006619 114.6314 -0.2368565 0.0133856 0.9714524 0.7457806 0 0 0 1
6 1 0.9714255 -0.01239957 0.2370207 -2.764898 0.01521826 0.9998335 -0.01006619 114.6314 -0.2368565 0.0133856 0.9714524 0.7457807 0 0 0 1
7 0 0.9714316 -0.01235058 0.236998 -2.225864 0.01517256 0.999834 -0.0100869 114.6315 -0.236834 0.0133946 0.9714578 0.7466465 0 0 0 1
7 1 0.9714316 -0.01235058 0.236998 -2.758589 0.01517256 0.999834 -0.0100869 114.6315 -0.236834 0.0133946 0.9714578 0.7466465 0 0 0 1
8 0 0.9714314 -0.01235457 0.2369986 -2.225836 0.01518758 0.9998333 -0.01013161 114.6315 -0.2368339 0.0134416 0.9714572 0.7518736 0 0 0 1
8 1 0.9714314 -0.01235457 0.2369986 -2.758561 0.01518758 0.9998333 -0.01013161 114.6315 -0.2368339 0.0134416 0.9714572 0.7518736 0 0 0 1
9 0 0.9714363 -0.01243055 0.2369747 -2.233883 0.01527156 0.9998318 -0.01015673 114.6313 -0.2368085 0.01348559 0.9714627 0.7566193 0 0 0 1
9 1 0.9714363 -0.01243055 0.2369747 -2.766608 0.01527156 0.9998318 -0.01015673 114.6313 -0.2368085 0.01348559 0.9714627 0.7566192 0 0 0 1
10 0 0.9714354 -0.01238956 0.2369806 -2.227792 0.01522422 0.9998327 -0.01013526 114.6315 -0.2368154 0.0134536 0.9714615 0.7523575 0 0 0 1
10 1 0.9714354 -0.01238956 0.2369806 -2.760517 0.01522422 0.9998327 -0.01013526 114.6315 -0.2368154 0.0134536 0.9714615 0.7523576 0 0 0 1
11 0 0.9714412 -0.01241755 0.2369551 -2.229943 0.01525849 0.999832 -0.01015915 114.6314 -0.2367892 0.01348459 0.9714675 0.7549021 0 0 0 1
11 1 0.9714412 -0.01241755 0.2369551 -2.762668 0.01525849 0.999832 -0.01015915 114.6314 -0.2367892 0.01348459 0.9714675 0.754902 0 0 0 1
12 0 0.9714473 -0.01247253 0.236927 -2.235502 0.01532345 0.9998306 -0.01019515 114.6312 -0.2367598 0.01353459 0.9714739 0.760187 0 0 0 1
12 1 0.9714473 -0.01247253 0.236927 -2.768227 0.01532345 0.9998306 -0.01019515 114.6312 -0.2367598 0.01353459 0.9714739 0.7601869 0 0 0 1
13 0 0.9714457 -0.01243256 0.2369362 -2.229934 0.01526174 0.9998324 -0.01011023 114.6314 -0.2367708 0.0134376 0.9714726 0.7486766 0 0 0 1
13 1 0.9714457 -0.01243256 0.2369362 -2.762659 0.01526174 0.9998324 -0.01011023 114.6314 -0.2367708 0.0134376 0.9714726 0.7486765 0 0 0 1
14 0 0.9714536 -0.01245754 0.2369023 -2.231908 0.01530034 0.9998313 -0.01016508 114.6313 -0.2367357 0.01349959 0.9714803 0.7554491 0 0 0 1
14 1 0.9714536 -0.01245754 0.2369023 -2.764633 0.01530034 0.9998313 -0.01016508 114.6313 -0.2367357 0.01349959 0.9714803 0.7554492 0 0 0 1
15 0 0.9714734 -0.01246755 0.2368207 -2.232238 0.01528981 0.9998323 -0.01008433 114.6314 -0.2366552 0.0134176 0.9715011 0.7457277 0 0 0 1
15 1 0.9714734 -0.01246755 0.2368207 -2.764963 0.01528981 0.9998323 -0.01008433 114.6314 -0.2366552 0.0134176 0.9715011 0.7457277 0 0 0 1
16 0 0.9714812 -0.01246854 0.2367886 -2.231999 0.01530724 0.9998313 -0.01015358 114.6313 -0.236622 0.01348859 0.9715081 0.7536182 0 0 0 1
16 1 0.9714812 -0.01246854 0.2367886 -2.764724 0.01530724 0.9998313 -0.01015358 114.6313 -0.236622 0.01348859 0.9715081 0.7536182 0 0 0 1
17 0 0.9714617 -0.01246757 0.2368685 -2.231307 0.01527516 0.9998331 -0.01002139 114.6315 -0.2367041 0.0133536 0.97149 0.7378867 0 0 0 1
17 1 0.9714617 -0.01246757 0.2368685 -2.764032 0.01527516 0.9998331 -0.01002139 114.6315 -0.2367041 0.0133536 0.97149 0.7378867 0 0 0 1
18 0 0.9714633 -0.01242155 0.2368646 -2.225324 0.01525836 0.9998321 -0.01014699 114.6315 -0.2366988 0.0134716 0.9714897 0.7507837 0 0 0 1
18 1 0.9714633 -0.01242155 0.2368646 -2.758049 0.01525836 0.9998321 -0.01014699 114.6315 -0.2366988 0.0134716 0.9714897 0.7507838 0 0 0 1
19 0 0.9714605 -0.01246555 0.2368738 -2.229492 0.01530095 0.9998316 -0.01013546 114.6314 -0.2367076 0.01347059 0.9714876 0.7500575 0 0 0 1
19 1 0.9714605 -0.01246555 0.2368738 -2.762217 0.01530095 0.9998316 -0.01013546 114.6314 -0.2367076 0.01347059 0.9714876 0.7500575 0 0 0 1
20 0 0.9714692 -0.01253453 0.2368343 -2.236945 0.01538034 0.9998299 -0.01017222 114.6312 -0.2366665 0.01352459 0.9714968 0.7554448 0 0 0 1
20 1 0.9714692 -0.01253453 0.2368343 -2.76967 0.01538034 0.9998299 -0.01017222 114.6312 -0.2366665 0.01352459 0.9714968 0.7554448 0 0 0 1
21 0 0.9714529 -0.01249753 0.2369032 -2.232274 0.01534938 0.9998302 -0.01019738 114.6313 -0.2367355 0.01354259 0.9714797 0.7568702 0 0 0 1
21 1 0.9714529 -0.01249753 0.2369032 -2.764999 0.01534938 0.9998302 -0.01019738 114.6313 -0.2367355 0.01354259 0.9714797 0.7568703 0 0 0 1
22 0 0.9714637 -0.01251053 0.2368581 -2.233452 0.01535207 0.9998305 -0.01015615 114.6313 -0.2366909 0.01350259 0.9714912 0.7515435 0 0 0 1
22 1 0.9714637 -0.01251053 0.2368581 -2.766177 0.01535207 0.9998305 -0.01015615 114.6313 -0.2366909 0.01350259 0.9714912 0.7515435 0 0 0 1
23 0 0.9714674 -0.01251453 0.2368428 -2.233541 0.01535887 0.9998304 -0.01016807 114.6313 -0.2366754 0.01351559 0.9714948 0.7524808 0 0 0 1
23 1 0.9714674 -0.01251453 0.2368428 -2.766266 0.01535887 0.9998304 -0.01016807 114.6313 -0.2366754 0.01351559 0.9714948 0.7524808 0 0 0 1
24 0 0.9714577 -0.01257053 0.2368796 -2.239707 0.01540159 0.9998303 -0.01010468 114.6312 -0.2367124 0.01346459 0.9714864 0.7458654 0 0 0 1
24 1 0.9714577 -0.01257053 0.2368796 -2.772432 0.01540159 0.9998303 -0.01010468 114.6313 -0.2367124 0.01346459 0.9714864 0.7458653 0 0 0 1
25 0 0.9714698 -0.01252052 0.2368327 -2.233903 0.01537618 0.9998296 -0.01021442 114.6313 -0.2366645 0.01356458 0.9714968 0.7565074 0 0 0 1
25 1 0.9714698 -0.01252052 0.2368327 -2.766628 0.01537618 0.9998296 -0.01021442 114.6313 -0.2366645 0.01356458 0.9714968 0.7565074 0 0 0 1
26 0 0.9714648 -0.01249954 0.2368541 -2.231372 0.01534016 0.9998308 -0.01015396 114.6314 -0.236687 0.01349759 0.9714922 0.7481179 0 0 0 1
26 1 0.9714648 -0.01249954 0.2368541 -2.764097 0.01534016 0.9998308 -0.01015396 114.6314 -0.236687 0.01349759 0.9714922 0.7481178 0 0 0 1
27 0 0.9714511 -0.01251552 0.2369094 -2.23332 0.01537048 0.9998298 -0.01020759 114.6313 -0.2367413 0.01355759 0.9714781 0.7539322 0 0 0 1
27 1 0.9714511 -0.01251552 0.2369094 -2.766045 0.01537048 0.9998298 -0.01020759 114.6313 -0.2367413 0.01355759 0.9714781 0.7539324 0 0 0 1
