frame cameraID trackID alpha width height length world_space_X world_space_Y world_space_Z rotation_world_space_y rotation_world_space_x rotation_world_space_z camera_space_X camera_space_Y camera_space_Z rotation_camera_space_y rotation_camera_space_x rotation_camera_space_z
0 0 0 2.623718 1.474971 1.416544 3.5201 0.8166757 -113 13.16139 2.639189 0 0 3.078404 1.529476 11.8263 2.878368 0.008404728 -0.01616358
0 1 0 2.666348 1.474971 1.416544 3.5201 0.8166757 -113 13.16139 2.639189 0 0 2.545679 1.529474 11.8263 2.878368 0.008404728 -0.01616358
1 0 0 2.639121 1.474971 1.416544 3.5201 0.006390853 -113 12.67208 2.586246 0 0 2.174881 1.522878 11.54294 2.825354 0.007619401 -0.01656078
1 1 0 2.684037 1.474971 1.416544 3.5201 0.006390853 -113 12.67208 2.586246 0 0 1.642156 1.522877 11.54294 2.825354 0.007619401 -0.01656078
2 0 0 2.656601 1.474971 1.416544 3.5201 -0.8245401 -113 12.09468 2.527223 0 0 1.231677 1.515888 11.17812 2.766345 0.006622615 -0.01699582
2 1 0 2.703898 1.474971 1.416544 3.5201 -0.8245401 -113 12.09468 2.527223 0 0 0.6989523 1.515887 11.17812 2.766345 0.006622615 -0.01699582
3 0 0 2.705228 1.474971 1.416544 3.5201 -1.593172 -113 11.49829 2.498038 0 0 0.3441143 1.510168 10.78078 2.737136 0.006099224 -0.01717491
3 1 0 2.754629 1.474971 1.416544 3.5201 -1.593172 -113 11.49829 2.498038 0 0 -0.188611 1.510165 10.78078 2.737136 0.006099224 -0.01717491
4 0 0 2.742839 1.474971 1.416544 3.5201 -2.358826 -113 10.84739 2.450245 0 0 -0.552377 1.504894 10.32962 2.689415 0.005283527 -0.0174748
4 1 0 2.794079 1.474971 1.416544 3.5201 -2.358826 -113 10.84739 2.450245 0 0 -1.085102 1.504895 10.32962 2.689415 0.005283527 -0.0174748
5 0 0 2.775434 1.474971 1.416544 3.5201 -3.065386 -113 10.14763 2.394179 0 0 -1.40439 1.500948 9.817393 2.633347 0.00427351 -0.01776301
5 1 0 2.828159 1.474971 1.416544 3.5201 -3.065386 -113 10.14763 2.394179 0 0 -1.937115 1.500947 9.817394 2.633347 0.00427351 -0.01776301
6 0 0 2.816103 1.474971 1.416544 3.5201 -3.754492 -113 9.411617 2.338928 0 0 -2.247482 1.49836 9.265423 2.578132 0.003333839 -0.01794011
6 1 0 2.869647 1.474971 1.416544 3.5201 -3.754492 -113 9.411617 2.338928 0 0 -2.780207 1.498361 9.265422 2.578132 0.003333839 -0.01794011
7 0 0 2.850168 1.474971 1.416544 3.5201 -4.403133 -113 8.644154 2.271911 0 0 -3.058944 1.496295 8.673299 2.511103 0.002079725 -0.01810149
