frame cameraID trackID alpha width height length world_space_X world_space_Y world_space_Z rotation_world_space_y rotation_world_space_x rotation_world_space_z camera_space_X camera_space_Y camera_space_Z rotation_camera_space_y rotation_camera_space_x rotation_camera_space_z
0 0 0 -1.99849 1.85 1.50992 4.930564 6.371316 -111 -5.044228 0.2694305 0 0 -0.6628668 1.691384 6.945077 -2.093646 -0.03476267 -0.06336039
0 0 1 -1.796593 1.612032 1.404795 3.772344 12.85112 -111 -6.945244 0.2689006 0 0 -3.939532 1.919246 12.84535 -2.094175 -0.03479623 -0.06334197
0 0 2 -1.653835 1.567278 1.413269 3.158158 18.77596 -111 -8.52928 0.3388072 0 0 -7.043426 2.13557 18.13043 -2.024377 -0.03029009 -0.06561399
0 0 4 1.689647 1.540477 1.417371 3.504343 47.3462 -111 -7.073209 -2.88292 0 0 -28.37293 3.649304 37.13411 1.037204 0.03544182 0.06298336
0 0 5 -1.634654 1.746308 1.512623 3.775172 48.3271 -111 -16.87533 0.2681896 0 0 -22.213 3.191474 44.80805 -2.094885 -0.03484122 -0.06331728
0 0 6 1.696745 1.513462 1.360295 4.017023 52.68916 -111 -8.662834 -2.859927 0 0 -31.05924 3.836044 42.01498 1.060164 0.03398539 0.06378026
0 0 7 1.664997 1.652467 1.73687 4.107703 60.61275 -111 -11.18089 -2.870891 0 0 -34.93065 4.104665 49.3678 1.049216 0.03468215 0.06340446
0 0 9 1.670944 1.638188 1.609242 3.998 67.01912 -111 -12.89011 -2.856612 0 0 -38.28929 4.338754 55.07988 1.063474 0.03377391 0.06389241
0 0 10 1.641451 1.697305 1.431419 3.744055 77.44038 -111 -15.97563 -2.871786 0 0 -43.53934 4.703759 64.58918 1.048322 0.03473884 0.06337344
0 0 11 -1.611988 1.6639 1.546081 4.146974 95.69395 -111 -30.85117 0.2684246 0 0 -46.10953 4.853008 87.99532 -2.094651 -0.03482635 -0.06332544
0 0 13 3.043132 1.69797 1.473782 4.648869 87.36132 -111 -34.19402 -1.295739 0 0 -37.84721 4.260519 84.53256 2.622173 -0.06351694 0.03447542
0 0 14 3.048792 1.812069 1.909038 4.330702 90.29138 -111 -35.19974 -1.291404 0 0 -39.22666 4.355994 87.3047 2.626514 -0.06366576 0.03419955
0 0 16 -1.524014 1.608983 1.632486 3.812409 102.1994 -111 -23.61287 0.2708724 0 0 -55.79803 5.555079 87.4001 -2.092206 -0.03467134 -0.06341036
0 0 17 1.614986 1.566407 1.430527 3.482533 91.54613 -111 -20.64246 -2.879028 0 0 -50.3025 5.172436 77.81006 1.041091 0.03519656 0.06312063
0 0 18 3.04385 1.672862 1.630828 4.318664 96.25768 -111 -36.84266 -1.302469 0 0 -42.31883 4.571358 92.66081 2.615433 -0.06328353 0.03490247
0 0 19 1.599819 1.680223 1.530483 3.862273 113.0718 -111 -26.65898 -2.883682 0 0 -61.39632 5.944834 97.19774 1.036442 0.03548979 0.06295639
0 0 20 1.622887 1.552787 1.420148 3.85067 118.3439 -111 -28.25531 -2.857606 0 0 -64.02762 6.127661 102.0337 1.062481 0.0338374 0.06385884
0 0 21 1.591944 1.478135 1.427379 3.709917 123.0347 -111 -29.57316 -2.886958 0 0 -66.44041 6.29563 106.2634 1.033171 0.03569571 0.06283993
0 0 22 1.594334 1.647438 1.400546 4.024915 128.8134 -111 -31.15455 -2.883031 0 0 -69.44223 6.50473 111.4441 1.037093 0.03544881 0.06297944
0 0 23 3.053816 1.585631 1.639204 3.989951 120.7448 -111 -44.5419 -1.304423 0 0 -54.34084 5.40578 115.3252 2.613476 -0.06321521 0.03502613
0 0 24 3.031693 1.682953 1.719717 2.781201 123.247 -111 -45.25151 -1.328025 0 0 -55.62321 5.495033 117.5861 2.589843 -0.06237117 0.03650928
0 0 25 3.036929 1.672834 1.674444 3.425593 125.5784 -111 -45.49247 -1.32712 0 0 -57.1121 5.599943 119.3933 2.590749 -0.06240417 0.03645279
0 0 26 -0.2648149 1.796667 1.736666 4.374446 98.56261 -111 -52.30196 1.795584 0 0 -33.14258 3.887454 105.2954 -0.5697558 0.06170471 -0.03762561
0 0 27 -0.1851315 1.85 1.55 4.65 101.7385 -111 -53.24493 1.869414 0 0 -34.74068 3.998552 108.1952 -0.4958252 0.06431132 -0.03296836
0 0 32 3.051539 1.615801 1.56902 3.690002 128.4523 -111 -45.8271 -1.317398 0 0 -58.92106 5.727315 121.6478 2.600483 -0.06275553 0.03584396
0 0 33 1.642834 1.614783 1.426384 4.125178 136.0682 -111 -33.35592 -2.831208 0 0 -73.05975 6.75607 118.1021 1.088839 0.03214125 0.06472825
0 0 34 -1.624633 1.596091 1.471051 3.865517 128.0867 -111 -40.51506 0.2507517 0 0 -62.37727 5.98378 117.6055 -2.112299 -0.03593927 -0.06270109
0 0 35 -1.607076 1.572021 1.571396 4.042688 133.4577 -111 -41.98325 0.2668153 0 0 -65.16853 6.178221 122.4195 -2.096258 -0.03492814 -0.06326939
0 0 36 1.607702 1.499868 1.481957 3.577903 141.7011 -111 -34.97137 -2.864733 0 0 -75.9341 6.956069 123.2047 1.055366 0.0342913 0.0636165
0 0 37 1.484965 1.614714 1.455476 3.60968 142.8441 -111 -44.71676 -2.925693 0 0 -69.92912 6.509336 130.952 0.9944847 0.03810088 0.06141262
0 0 38 1.680209 1.564952 1.484442 4.090225 150.5646 -111 -37.49467 -2.78987 0 0 -80.47008 7.271742 131.2206 1.130109 0.02944073 0.06599901
