frame cameraID trackID left right top bottom number_pixels truncation_ratio occupancy_ratio isMoving
0 0 0 385 796 196 374 53925 0.04459465 0.7371033 False
0 0 1 328 477 213 314 5933 0 0.3942455 False
0 0 2 298 382 214 281 2591 0 0.4603767 False
0 0 4 39 90 229 261 887 0 0.5435049 False
0 0 5 242 280 213 240 506 0 0.4931774 False
0 0 6 60 106 228 256 409 0 0.3175466 False
0 0 7 87 126 221 249 530 0 0.485348 False
0 0 9 98 133 222 246 120 0 0.1428571 False
0 0 10 117 145 223 241 140 0 0.2777778 False
0 0 11 232 250 213 227 156 0 0.6190476 False
0 0 13 274 318 209 225 252 0 0.3579545 False
0 0 14 275 314 206 224 58 0 0.08262108 False
0 0 16 148 167 219 234 95 0 0.3333333 False
0 0 17 141 162 221 236 170 0 0.5396826 False
0 0 18 271 308 208 224 10 0 0.01689189 False
0 0 19 154 171 219 232 34 0 0.1538462 False
0 0 20 158 173 220 231 20 0 0.1212121 False
0 0 21 160 174 219 230 12 0 0.07792208 False
0 0 22 162 176 219 230 22 0 0.1428571 False
0 0 23 265 293 209 222 31 0 0.08516484 False
0 0 24 268 288 209 221 5 0 0.02083333 False
0 0 25 262 286 210 221 7 0 0.02651515 False
0 0 26 376 409 200 214 26 0 0.05627706 False
0 0 27 371 404 202 215 1 0 0.002331002 False
0 0 32 257 282 211 222 5 0 0.01818182 False
0 0 33 165 179 219 229 22 0 0.1571429 False
0 0 34 229 243 214 224 22 0 0.1571429 False
0 0 35 229 241 214 224 12 0 0.1 False
0 0 36 168 180 218 228 9 0 0.075 False
0 0 37 227 240 214 223 7 0 0.05982906 False
0 0 38 169 183 218 227 27 0 0.2142857 False
0 0 39 225 238 214 223 20 0 0.1709402 False
0 0 40 172 184 218 226 4 0 0.04166667 False
0 0 41 223 235 214 222 9 0 0.09375 False
0 0 42 223 234 214 222 1 0 0.01136364 False
0 0 43 175 184 218 226 4 0 0.05555556 False
0 0 89 381 420 197 215 310 0 0.4415954 False
0 0 90 142 166 217 227 11 0 0.04583333 False
0 1 0 340 725 196 374 51075 0.04264098 0.745294 False
0 1 1 300 444 213 314 4355 0 0.2994362 False
0 1 2 277 359 214 281 2219 0 0.4038952 False
0 1 4 29 80 229 261 900 0 0.5514706 False
0 1 5 234 272 213 240 495 0 0.4824561 False
0 1 6 51 97 228 256 430 0 0.3338509 False
0 1 7 79 118 221 249 561 0 0.5137362 False
0 1 9 91 126 222 246 130 0 0.1547619 False
0 1 10 111 140 223 241 149 0 0.2854406 False
0 1 11 227 246 213 227 124 0 0.4661654 False
0 1 13 270 313 209 225 180 0 0.2616279 False
0 1 14 270 310 206 224 50 0 0.06944445 False
0 1 16 143 163 219 234 107 0 0.3566667 False
0 1 17 136 157 221 236 175 0 0.5555556 False
0 1 18 267 304 208 224 20 0 0.03378378 False
0 1 19 150 167 219 232 35 0 0.158371 False
0 1 20 154 170 220 231 23 0 0.1306818 False
