frame cameraID trackID alpha width height length world_space_X world_space_Y world_space_Z rotation_world_space_y rotation_world_space_x rotation_world_space_z camera_space_X camera_space_Y camera_space_Z rotation_camera_space_y rotation_camera_space_x rotation_camera_space_z
0 0 1 -1.454499 1.594949 1.432108 4.21347 -72.21484 -113 85.46973 -2.157027 0 0 72.1232 -0.787771 84.07729 -0.7454829 0.02347489 -0.01127494
0 0 10 2.252077 1.401274 1.463894 3.271556 -27.77795 -113 1.434672 0.7009272 0 0 -3.780328 1.539232 26.89538 2.112435 -0.01938169 0.01739421
0 0 11 2.188196 1.599511 1.776991 4.289922 -30.91397 -113 4.805461 0.7455663 0 0 -0.9502425 1.441024 30.52551 2.157077 -0.02013855 0.01651199
0 0 12 2.131167 1.470564 1.502682 3.617682 -34.63183 -113 8.586102 0.7825729 0 0 2.192168 1.330155 34.79502 2.194086 -0.02073565 0.0157556
0 0 17 1.943863 1.440342 1.5 3.686158 -113.0443 -113 129.0904 1.223806 0 0 108.7076 -2.059543 131.2978 2.635414 -0.02547793 0.005390138
0 0 19 1.946621 1.235785 1.402824 3.797681 -115.4593 -113 134.5684 1.236755 0 0 113.7318 -2.209499 134.5497 2.648367 -0.02554559 0.005059711
0 1 1 -1.450838 1.594949 1.432108 4.21347 -72.21484 -113 85.46973 -2.157027 0 0 71.59047 -0.7877691 84.07729 -0.7454829 0.02347489 -0.01127494
0 1 10 2.271446 1.401274 1.463894 3.271556 -27.77795 -113 1.434672 0.7009272 0 0 -4.313053 1.539233 26.89538 2.112435 -0.01938169 0.01739421
0 1 11 2.20562 1.599511 1.776991 4.289922 -30.91397 -113 4.805461 0.7455663 0 0 -1.482967 1.441026 30.52551 2.157077 -0.02013855 0.01651199
0 1 12 2.14643 1.470564 1.502682 3.617682 -34.63183 -113 8.586102 0.7825729 0 0 1.659441 1.330156 34.79502 2.194086 -0.02073565 0.0157556
0 1 17 1.946275 1.440342 1.5 3.686158 -113.0443 -113 129.0904 1.223806 0 0 108.1749 -2.059542 131.2977 2.635414 -0.02547793 0.005390138
0 1 19 1.948935 1.235785 1.402824 3.797681 -115.4593 -113 134.5684 1.236755 0 0 113.1991 -2.209498 134.5497 2.648367 -0.02554559 0.005059711
1 0 1 -1.456451 1.594949 1.432108 4.21347 -72.21484 -113 85.46973 -2.157027 0 0 71.16442 -0.6506834 83.35774 -0.7497998 0.02247884 -0.01174062
1 0 10 2.28024 1.401274 1.463894 3.271556 -27.77795 -113 1.434672 0.7009272 0 0 -4.493109 1.586543 25.84719 2.108126 -0.01829518 0.01756243
1 0 11 2.209628 1.599511 1.776991 4.289922 -30.91397 -113 4.805461 0.7455663 0 0 -1.678643 1.493207 29.48958 2.152766 -0.01906063 0.01672854
1 0 12 2.147003 1.470564 1.502682 3.617682 -34.63183 -113 8.586102 0.7825729 0 0 1.445395 1.38799 33.77269 2.189775 -0.01966647 0.01601189
1 0 17 1.942712 1.440342 1.5 3.686158 -113.0443 -113 129.0904 1.223806 0 0 107.5457 -1.859178 130.7366 2.631091 -0.0246206 0.006078721
1 0 19 1.94544 1.235785 1.402824 3.797681 -115.4593 -113 134.5684 1.236755 0 0 112.5559 -2.003734 134.0102 2.644044 -0.02469725 0.005759314
1 1 1 -1.452743 1.594949 1.432108 4.21347 -72.21484 -113 85.46973 -2.157027 0 0 70.63168 -0.6506823 83.35774 -0.7497998 0.02247884 -0.01174062
1 1 10 2.300174 1.401274 1.463894 3.271556 -27.77795 -113 1.434672 0.7009272 0 0 -5.025834 1.586544 25.84719 2.108126 -0.01829518 0.01756243
1 1 11 2.227615 1.599511 1.776991 4.289922 -30.91397 -113 4.805461 0.7455663 0 0 -2.211369 1.493208 29.48958 2.152766 -0.01906063 0.01672854
1 1 12 2.162758 1.470564 1.502682 3.617682 -34.63183 -113 8.586102 0.7825729 0 0 0.9126711 1.387991 33.77269 2.189775 -0.01966647 0.01601189
1 1 16 1.871418 1.298692 1.451412 4.043456 -109.7887 -113 130.5431 1.170362 0 0 108.9757 -1.88716 127.7606 2.577632 -0.02426073 0.007385454
1 1 17 1.945147 1.440342 1.5 3.686158 -113.0443 -113 129.0904 1.223806 0 0 107.013 -1.859177 130.7366 2.631091 -0.0246206 0.006078721
1 1 19 1.947775 1.235785 1.402824 3.797681 -115.4593 -113 134.5684 1.236755 0 0 112.0232 -2.003734 134.0102 2.644044 -0.02469725 0.005759314
2 0 1 -1.458401 1.594949 1.432108 4.21347 -72.21484 -113 85.46973 -2.157027 0 0 70.21477 -0.6395887 82.62939 -0.7540489 0.02277981 -0.01354251
2 0 10 2.310455 1.401274 1.463894 3.271556 -27.77795 -113 1.434672 0.7009272 0 0 -5.196759 1.643161 24.79846 2.103885 -0.0180799 0.01937637
2 0 11 2.232597 1.599511 1.776991 4.289922 -30.91397 -113 4.805461 0.7455663 0 0 -2.397783 1.549805 28.45276 2.148524 -0.01892651 0.01855032
2 0 12 2.163914 1.470564 1.502682 3.617682 -34.63183 -113 8.586102 0.7825729 0 0 0.7080536 1.444833 32.7491 2.185531 -0.01959984 0.0178374
2 0 17 1.94158 1.440342 1.5 3.686158 -113.0443 -113 129.0904 1.223806 0 0 106.3946 -1.848016 130.1623 2.62684 -0.02533999 0.00775802
2 0 19 1.944275 1.235785 1.402824 3.797681 -115.4593 -113 134.5684 1.236755 0 0 111.3908 -1.996182 133.4571 2.639793 -0.02543832 0.007429193
2 1 1 -1.454645 1.594949 1.432108 4.21347 -72.21484 -113 85.46973 -2.157027 0 0 69.68205 -0.6395919 82.62939 -0.7540489 0.02277981 -0.01354251
2 1 10 2.330942 1.401274 1.463894 3.271556 -27.77795 -113 1.434672 0.7009272 0 0 -5.729483 1.643158 24.79846 2.103885 -0.0180799 0.01937637
2 1 11 2.251157 1.599511 1.776991 4.289922 -30.91397 -113 4.805461 0.7455663 0 0 -2.930506 1.549802 28.45276 2.148524 -0.01892651 0.01855032
2 1 12 2.180177 1.470564 1.502682 3.617682 -34.63183 -113 8.586102 0.7825729 0 0 0.1753278 1.44483 32.7491 2.185531 -0.01959984 0.0178374
2 1 16 1.87016 1.298692 1.451412 4.043456 -109.7887 -113 130.5431 1.170362 0 0 107.837 -1.882157 127.1946 2.573381 -0.02488939 0.009100788
2 1 17 1.944038 1.440342 1.5 3.686158 -113.0443 -113 129.0904 1.223806 0 0 105.8619 -1.848019 130.1623 2.62684 -0.02533999 0.00775802
2 1 19 1.946633 1.235785 1.402824 3.797681 -115.4593 -113 134.5684 1.236755 0 0 110.858 -1.996186 133.4572 2.639793 -0.02543832 0.007429193
3 0 1 -1.460423 1.594949 1.432108 4.21347 -72.21484 -113 85.46973 -2.157027 0 0 69.19852 -0.5807846 81.80508 -0.7583165 0.02263989 -0.01525044
3 0 10 2.346681 1.401274 1.463894 3.271556 -27.77795 -113 1.434672 0.7009272 0 0 -5.965337 1.704908 23.65269 2.099627 -0.01746773 0.02097675
3 0 11 2.260216 1.599511 1.776991 4.289922 -30.91397 -113 4.805461 0.7455663 0 0 -3.181938 1.613464 27.31892 2.144264 -0.01838634 0.02017646
3 0 12 2.184255 1.470564 1.502682 3.617682 -34.63183 -113 8.586102 0.7825729 0 0 -0.09441185 1.510936 31.62849 2.18127 -0.01912019 0.01948244
3 0 16 1.866406 1.298692 1.451412 4.043456 -109.7887 -113 130.5431 1.170362 0 0 107.1634 -1.804323 126.5329 2.56911 -0.02506736 0.01080527
3 0 17 1.940422 1.440342 1.5 3.686158 -113.0443 -113 129.0904 1.223806 0 0 105.1757 -1.764101 129.4921 2.622568 -0.02560875 0.009450569
