frame cameraID r1,1 r1,2 r1,3 t1 r2,1 r2,2 r2,3 t2 r3,1 r3,2 r3,3 t3 0 0 0 1
0 0 0.1584936 0.0248937 0.9870462 2.019202 0.003596066 0.9996609 -0.02578929 114.6378 -0.9873535 0.007636924 0.1583504 0.1045204 0 0 0 1
0 1 0.1584936 0.0248937 0.9870462 1.486477 0.003596066 0.9996609 -0.02578929 114.6378 -0.9873535 0.007636924 0.1583504 0.1045205 0 0 0 1
1 0 0.1627426 0.02444901 0.9863656 1.375174 0.002657229 0.9996784 -0.02521742 114.6602 -0.986665 0.006724949 0.1626253 -1.033729 0 0 0 1
1 1 0.1627426 0.02444901 0.9863656 0.8424486 0.002657229 0.9996784 -0.02521742 114.6602 -0.986665 0.006724949 0.1626253 -1.033729 0 0 0 1
2 0 0.1668963 0.02587269 0.9856349 0.9488291 0.001323135 0.9996489 -0.0264646 114.6782 -0.9859736 0.00572097 0.1668035 -2.182699 0 0 0 1
2 1 0.1668963 0.02587269 0.9856349 0.4161042 0.001323135 0.9996489 -0.0264646 114.6782 -0.9859736 0.00572097 0.1668035 -2.182699 0 0 0 1
3 0 0.171065 0.02692048 0.984892 0.4155136 -0.0001764894 0.9996275 -0.0272926 114.6971 -0.9852598 0.004494987 0.171006 -3.453206 0 0 0 1
3 1 0.171065 0.02692048 0.984892 -0.1172115 -0.0001764894 0.9996275 -0.0272926 114.6971 -0.9852598 0.004494987 0.171006 -3.453206 0 0 0 1
4 0 0.1751826 0.02790507 0.9841405 -0.06773859 -0.0002987161 0.9995997 -0.02829025 114.7186 -0.984536 0.004661981 0.1751208 -4.463375 0 0 0 1
4 1 0.1751826 0.02790507 0.9841405 -0.6004634 -0.0002987161 0.9995997 -0.02829025 114.7186 -0.984536 0.004661981 0.1751208 -4.463375 0 0 0 1
5 0 0.1789882 0.02733008 0.9834716 -0.7297814 0.001161306 0.9996075 -0.02798984 114.7477 -0.9838505 0.006151961 0.1788862 -5.321665 0 0 0 1
5 1 0.1789882 0.02733008 0.9834716 -1.262506 0.001161306 0.9996075 -0.02798984 114.7477 -0.9838505 0.006151961 0.1788862 -5.321664 0 0 0 1
6 0 0.1835216 0.02522051 0.9826922 -1.611884 0.003274969 0.9996496 -0.02626733 114.7811 -0.9830104 0.008038913 0.1833747 -6.246812 0 0 0 1
6 1 0.1835216 0.02522051 0.9826922 -2.144609 0.003274969 0.9996496 -0.02626733 114.7811 -0.9830104 0.008038913 0.1833747 -6.246812 0 0 0 1
7 0 0.187509 0.02243927 0.9820066 -2.516251 0.004338206 0.9997104 -0.02367217 114.8025 -0.9822534 0.008698892 0.1873573 -7.213089 0 0 0 1
7 1 0.187509 0.02243927 0.9820066 -3.048976 0.004338206 0.9997104 -0.02367217 114.8025 -0.9822534 0.008698892 0.1873573 -7.21309 0 0 0 1
8 0 0.191138 0.02068593 0.9813451 -3.293835 0.00347533 0.9997574 -0.02175094 114.8095 -0.981557 0.007567927 0.1910197 -8.38585 0 0 0 1
8 1 0.191138 0.02068593 0.9813451 -3.82656 0.00347533 0.9997574 -0.02175094 114.8095 -0.981557 0.007567927 0.1910197 -8.385851 0 0 0 1
9 0 0.1945829 0.01808165 0.9807194 -4.228855 0.002673398 0.9998166 -0.01896418 114.8086 -0.9808825 0.006311957 0.1944989 -9.677109 0 0 0 1
9 1 0.1945829 0.01808165 0.9807194 -4.76158 0.002673398 0.9998166 -0.01896418 114.8086 -0.9808825 0.006311957 0.1944989 -9.677108 0 0 0 1
10 0 0.1969674 0.01984856 0.9802092 -4.610229 -0.0002202904 0.9997959 -0.02020091 114.8064 -0.9804101 0.00376299 0.1969315 -11.00772 0 0 0 1
10 1 0.1969674 0.01984856 0.9802092 -5.142953 -0.0002202904 0.9997959 -0.02020091 114.8064 -0.9804101 0.00376299 0.1969315 -11.00772 0 0 0 1
11 0 0.1992981 0.02073652 0.9797195 -5.151946 -0.004196364 0.9997849 -0.02030758 114.7807 -0.9799299 -6.399956E-05 0.1993423 -12.58747 0 0 0 1
11 1 0.1992981 0.02073652 0.9797195 -5.68467 -0.004196364 0.9997849 -0.02030758 114.7807 -0.9799299 -6.399956E-05 0.1993423 -12.58747 0 0 0 1
12 0 0.2018242 0.02426862 0.9791211 -5.325507 -0.004683909 0.9997054 -0.02381334 114.816 -0.9794106 0.0002199998 0.2018785 -13.59723 0 0 0 1
12 1 0.2018242 0.02426862 0.9791211 -5.858232 -0.004683909 0.9997054 -0.02381334 114.816 -0.9794106 0.0002199998 0.2018785 -13.59723 0 0 0 1
13 0 0.2038108 0.02669778 0.9786462 -5.629196 -0.003518814 0.9996416 -0.02653772 114.8698 -0.979004 0.001964998 0.2038317 -14.43757 0 0 0 1
13 1 0.2038108 0.02669778 0.9786462 -6.161921 -0.003518814 0.9996416 -0.02653772 114.8698 -0.979004 0.001964998 0.2038317 -14.43757 0 0 0 1
14 0 0.2065883 0.02955434 0.9779815 -5.932622 -0.001317774 0.9995512 -0.02992781 114.9516 -0.9784271 0.004893979 0.2065346 -15.25282 0 0 0 1
14 1 0.2065883 0.02955434 0.9779815 -6.465347 -0.001317774 0.9995512 -0.02992781 114.9516 -0.9784271 0.004893979 0.2065346 -15.25282 0 0 0 1
15 0 0.2097971 0.0290623 0.977313 -6.542668 0.0002190955 0.9995567 -0.0297708 114.9953 -0.977745 0.006459955 0.2096978 -16.12849 0 0 0 1
