frame cameraID trackID left right top bottom number_pixels truncation_ratio occupancy_ratio isMoving
0 0 1 1231 1241 168 180 111 0.5379618 0.925 False
0 0 10 475 559 188 231 2448 0 0.6777409 False
0 0 11 552 641 178 224 2459 0 0.6006351 False
0 0 12 633 698 183 216 1182 0 0.5510489 False
0 0 17 1212 1231 167 175 107 0 0.7039474 False
0 0 19 1225 1241 167 175 31 0.006190062 0.2421875 False
0 1 1 1226 1241 167 180 154 0.2882047 0.7897436 False
0 1 10 460 546 188 231 2486 0 0.6722553 False
0 1 11 539 628 178 224 2495 0 0.6094284 False
0 1 12 621 687 183 216 934 0 0.4288338 False
0 1 17 1209 1228 167 175 106 0 0.6973684 False
0 1 19 1222 1240 167 175 20 0 0.1388889 False
1 0 1 1228 1241 169 181 133 0.3875085 0.8525641 False
1 0 10 448 538 190 235 2700 0 0.6666667 False
1 0 11 531 624 179 227 2665 0 0.5969982 False
1 0 12 617 685 184 218 958 0 0.4143599 False
1 0 17 1208 1227 168 176 104 0 0.6842105 False
1 0 19 1221 1239 168 176 36 0 0.25 False
1 1 1 1223 1241 168 181 189 0.1348342 0.8076923 False
1 1 10 432 523 190 235 2728 0 0.6661783 False
1 1 11 517 611 179 227 2700 0 0.5984042 False
1 1 12 605 674 184 218 1055 0 0.4497016 False
1 1 16 1230 1241 168 176 1 0.2446445 0.01136364 False
1 1 17 1205 1224 168 176 104 0 0.6842105 False
1 1 19 1218 1236 168 176 25 0 0.1736111 False
2 0 1 1225 1241 168 181 169 0.2351388 0.8125 False
2 0 10 419 514 191 238 2989 0 0.6694289 False
2 0 11 508 606 181 230 2919 0 0.6078717 False
2 0 12 600 671 185 221 1130 0 0.442097 False
2 0 17 1204 1223 168 176 107 0 0.7039474 False
2 0 19 1217 1235 168 176 43 0 0.2986111 False
2 1 1 1220 1241 168 181 222 0.03019416 0.8131868 False
2 1 10 403 499 191 238 3029 0 0.6713209 False
2 1 11 494 593 181 230 2360 0 0.4864976 False
2 1 12 588 659 185 221 1576 0 0.6165884 False
2 1 16 1226 1241 167 176 8 0.0465458 0.05925926 False
2 1 17 1201 1220 168 176 104 0 0.6842105 False
2 1 19 1214 1232 168 176 31 0 0.2152778 False
3 0 1 1222 1241 169 182 205 0.08975011 0.8299595 False
3 0 10 384 487 193 243 3362 0 0.6528155 False
3 0 11 481 586 182 234 2377 0 0.435348 False
3 0 12 580 654 186 224 1681 0 0.5977952 False
3 0 16 1226 1241 168 176 7 0.02084315 0.05833333 False
3 0 17 1200 1219 168 177 108 0 0.6315789 False
3 0 19 1213 1231 168 176 45 0 0.3125 False
3 1 1 1217 1241 169 182 243 0 0.7788461 False
3 1 10 367 471 193 243 3401 0 0.6540385 False
3 1 11 467 572 182 234 2313 0 0.4236264 False
3 1 12 567 643 186 224 1695 0 0.5869114 False
3 1 16 1223 1241 168 176 13 0 0.09027778 False
3 1 17 1197 1216 168 177 106 0 0.6198831 False
3 1 18 1237 1241 167 176 12 0.7944368 0.3333333 False
3 1 19 1210 1228 168 176 35 0 0.2430556 False
4 0 1 1219 1241 168 181 234 0.005687892 0.8181818 False
4 0 10 349 459 194 247 3764 0 0.6456261 False
4 0 11 455 565 182 236 2579 0 0.4341751 False
4 0 12 560 638 187 226 1815 0 0.596647 False
4 0 17 1196 1216 168 176 111 0 0.69375 False
4 0 18 1236 1241 167 175 12 0.7172481 0.3 False
4 0 19 1209 1227 168 176 50 0 0.3472222 False
4 1 1 1214 1239 168 181 259 0 0.7969231 False
4 1 10 331 442 194 247 3704 0 0.6296107 False
4 1 11 439 551 182 236 3313 0 0.5477844 False
4 1 12 547 626 187 226 1834 0 0.5952613 False
4 1 16 1219 1237 167 176 3 0 0.01851852 False
4 1 17 1193 1213 168 176 111 0 0.69375 False
4 1 18 1233 1241 167 175 37 0.3813215 0.578125 False
4 1 19 1207 1224 168 176 37 0 0.2720588 False
5 0 1 1216 1241 167 181 254 0 0.7257143 False
5 0 10 311 429 194 250 3118 0 0.4718523 False
5 0 11 426 543 182 238 3932 0 0.6001221 False
5 0 12 540 621 186 227 1975 0 0.5947004 False
5 0 16 1219 1237 167 175 2 0 0.01388889 False
5 0 17 1193 1212 167 176 106 0 0.6198831 False
5 0 18 1232 1241 166 175 30 0.3391758 0.3703704 False
5 0 19 1206 1224 167 175 59 0 0.4097222 False
5 1 1 1211 1236 167 181 262 0 0.7485715 False
5 1 10 292 411 194 250 2876 0 0.4315726 False
5 1 11 410 529 182 238 3984 0 0.5978391 False
5 1 12 526 609 186 227 1993 0 0.5856597 False
5 1 16 1216 1234 167 175 1 0 0.006944444 False
5 1 17 1190 1209 167 176 106 0 0.6198831 False
5 1 18 1229 1241 166 175 60 0.1004131 0.5555556 False
5 1 19 1203 1221 167 175 47 0 0.3263889 False
6 0 1 1213 1237 167 181 257 0 0.764881 False
6 0 10 264 392 194 253 3891 0 0.5152277 False
6 0 11 391 517 181 240 4418 0 0.5942965 False
6 0 12 515 601 186 227 2178 0 0.6176971 False
6 0 16 1215 1233 167 175 3 0 0.02083333 False
6 0 17 1189 1208 167 176 105 0 0.6140351 False
6 0 18 1228 1241 166 175 55 0.03722197 0.4700855 False
6 0 19 1202 1220 167 175 67 0 0.4652778 False
6 1 1 1208 1233 167 181 258 0 0.7371429 False
6 1 10 244 374 194 253 4946 0 0.6448501 False
6 1 11 375 502 181 240 4483 0 0.5982918 False
6 1 12 501 588 186 227 2209 0 0.6192879 False
6 1 16 1211 1230 167 175 1 0 0.006578947 False
6 1 17 1186 1205 167 176 104 0 0.6081871 False
6 1 18 1225 1241 166 175 72 0 0.5 False
6 1 19 1199 1217 167 175 52 0 0.3611111 False
7 0 1 1210 1235 169 182 249 0 0.7661539 False
7 0 10 215 355 194 256 5589 0 0.643894 False
7 0 11 357 491 180 242 4956 0 0.5965335 False
7 0 12 491 582 186 229 2372 0 0.6061845 False
7 0 16 1211 1229 168 177 2 0 0.01234568 False
7 0 17 1185 1204 168 177 111 0 0.6491228 False
7 0 18 1225 1241 167 176 63 0 0.4375 False
7 0 19 1198 1216 168 176 65 0 0.4513889 False
7 1 1 1205 1230 169 182 252 0 0.7753846 False
7 1 10 194 336 194 256 5664 0 0.6433439 False
7 1 11 339 475 180 242 5034 0 0.5970114 False
7 1 12 477 568 186 229 2399 0 0.6130846 False
7 1 16 1208 1226 168 177 2 0 0.01234568 False
7 1 17 1182 1201 168 177 110 0 0.6432748 False
7 1 18 1222 1238 167 176 73 0 0.5069444 False
7 1 19 1195 1213 168 176 56 0 0.3888889 False
8 0 1 1208 1232 171 184 257 0 0.823718 False
8 0 10 162 315 195 262 6473 0 0.6314506 False
8 0 11 319 464 181 247 5598 0 0.584953 False
8 0 12 466 562 187 232 2598 0 0.6013889 False
8 0 16 1208 1226 170 179 7 0 0.04320988 False
8 0 17 1182 1201 170 179 110 0 0.6432748 False
8 0 18 1222 1238 169 178 55 0 0.3819444 False
8 0 19 1195 1213 170 178 70 0 0.4861111 False
8 1 1 1203 1228 171 184 270 0 0.8307692 False
8 1 10 140 295 195 262 6553 0 0.6310062 False
8 1 11 301 447 181 247 5683 0 0.5897675 False
8 1 12 451 547 187 232 2632 0 0.6092592 False
8 1 16 1205 1223 170 179 5 0 0.0308642 False
8 1 17 1179 1198 170 179 112 0 0.6549708 False
8 1 18 1219 1235 169 178 68 0 0.4722222 False
8 1 19 1192 1210 170 178 60 0 0.4166667 False
9 0 1 1206 1231 173 187 276 0 0.7885714 False
9 0 10 96 265 197 268 7687 0 0.6406367 False
9 0 11 274 431 182 251 6452 0 0.5955876 False
9 0 12 436 538 188 236 2598 0 0.5306373 False
9 0 16 1205 1223 172 181 5 0 0.0308642 False
9 0 17 1179 1198 173 181 112 0 0.7368421 False
9 0 18 1219 1235 172 181 44 0 0.3055556 False
9 0 19 1192 1210 173 181 75 0 0.5208333 False
9 1 1 1201 1226 173 187 280 0 0.8 False
9 1 10 72 244 197 268 7809 0 0.639453 False
9 1 11 254 413 182 251 6545 0 0.5965728 False
9 1 12 420 523 188 236 1541 0 0.3116909 False
9 1 17 1176 1195 173 181 113 0 0.7434211 False
9 1 18 1216 1232 172 181 59 0 0.4097222 False
9 1 19 1189 1207 173 181 69 0 0.4791667 False
10 0 1 1205 1230 174 188 281 0 0.8028572 False
10 0 10 29 216 201 278 9103 0 0.6321967 False
10 0 11 229 399 185 258 7397 0 0.5960516 False
10 0 12 407 515 191 241 932 0 0.1725926 False
10 0 16 1203 1222 173 182 9 0 0.05263158 False
10 0 17 1177 1196 173 182 116 0 0.6783625 False
10 0 18 1217 1233 173 182 43 0 0.2986111 False
10 0 19 1190 1208 174 182 74 0 0.5138889 False
10 1 1 1200 1225 174 188 279 0 0.7971429 False
10 1 10 3 193 201 278 9249 0 0.6321941 False
10 1 11 208 380 185 258 7519 0 0.5988372 False
10 1 12 390 500 191 241 1069 0 0.1943636 False
10 1 17 1174 1193 173 182 114 0 0.6666667 False
10 1 18 1214 1230 173 182 54 0 0.375 False
10 1 19 1187 1205 174 182 71 0 0.4930556 False
11 0 1 1204 1230 176 191 286 0 0.7333333 False
11 0 10 0 154 206 288 9006 0.2007046 0.7131771 False
11 0 11 173 360 189 267 8062 0 0.5527218 False
11 0 12 372 488 195 247 2512 0 0.4164456 False
11 0 16 1202 1220 175 184 23 0 0.1419753 False
11 0 17 1175 1195 176 185 115 0 0.6388889 False
11 0 18 1216 1232 175 184 33 0 0.2291667 False
11 0 19 1189 1207 176 184 76 0 0.5277778 False
11 1 1 1199 1225 176 191 289 0 0.7410256 False
11 1 10 0 130 206 285 7458 0.335187 0.7261928 False
11 1 11 151 340 189 267 5751 0 0.3901099 False
11 1 12 354 472 195 247 3693 0 0.6018579 False
11 1 16 1199 1217 175 184 7 0 0.04320988 False
11 1 17 1172 1192 176 185 115 0 0.6388889 False
11 1 18 1213 1229 175 184 46 0 0.3194444 False
11 1 19 1186 1204 176 184 76 0 0.5277778 False
12 0 1 1203 1229 174 188 287 0 0.7884616 False
12 0 10 0 90 210 290 5204 0.6087815 0.7227778 False
12 0 11 115 320 190 275 3908 0 0.2242755 False
12 0 12 336 461 196 252 4112 0 0.5874286 False
12 0 16 1200 1218 173 182 24 0 0.1481481 False
12 0 17 1173 1193 174 183 114 0 0.6333333 False
12 0 18 1214 1230 173 182 28 0 0.1944444 False
12 0 19 1187 1205 174 182 75 0 0.5208333 False
12 1 1 1198 1224 174 188 290 0 0.7967033 False
12 1 10 0 64 210 287 3455 0.7467709 0.7010958 False
12 1 11 91 300 190 275 4306 0 0.2423867 False
12 1 12 318 444 196 252 4159 0 0.5894274 False
12 1 16 1197 1215 173 182 7 0 0.04320988 False
12 1 17 1170 1190 174 183 116 0 0.6444445 False
12 1 18 1211 1227 173 182 39 0 0.2708333 False
12 1 19 1184 1202 174 182 76 0 0.5277778 False
13 0 1 1203 1229 171 186 298 0 0.7641026 False
13 0 11 50 277 191 282 8967 0 0.4340901 False
13 0 12 298 432 196 255 4631 0 0.5857577 False
13 0 16 1199 1217 171 180 34 0 0.2098765 False
13 0 17 1172 1192 171 180 119 0 0.6611111 False
13 0 18 1213 1229 170 179 26 0 0.1805556 False
13 0 19 1185 1204 171 180 73 0 0.4269006 False
13 1 1 1197 1223 171 186 298 0 0.7641026 False
13 1 11 25 255 191 282 11876 0 0.5674152 False
13 1 12 279 414 196 255 4688 0 0.588575 False
13 1 16 1195 1214 171 180 21 0 0.122807 False
13 1 17 1169 1189 171 180 121 0 0.6722222 False
13 1 18 1210 1226 170 179 39 0 0.2708333 False
13 1 19 1182 1200 171 180 71 0 0.4382716 False
14 0 1 1201 1228 167 182 302 0 0.745679 False
14 0 11 0 222 191 291 13581 0.05233991 0.6117567 False
14 0 12 250 396 196 259 5364 0 0.5831702 False
14 0 16 1197 1215 167 176 37 0 0.2283951 False
14 0 17 1170 1190 167 177 119 0 0.595 False
14 0 18 1211 1227 166 175 28 0 0.1944444 False
14 0 19 1183 1201 167 176 76 0 0.4691358 False
14 1 1 1196 1222 167 182 301 0 0.7717949 False
14 1 11 0 199 191 289 12452 0.1612459 0.6384986 False
14 1 12 230 378 196 259 5436 0 0.5830116 False
14 1 16 1193 1212 167 176 22 0 0.128655 False
14 1 17 1167 1186 167 177 119 0 0.6263158 False
14 1 18 1207 1224 166 175 33 0 0.2156863 False
14 1 19 1180 1198 167 176 77 0 0.4753087 False
15 0 1 1200 1226 167 182 328 0 0.8410257 False
15 0 11 0 165 191 290 11109 0.3696843 0.6800734 False
15 0 12 201 360 196 264 6185 0 0.5720496 False
15 0 16 1194 1213 166 175 42 0 0.245614 False
15 0 17 1167 1187 166 176 120 0 0.6 False
15 0 18 1208 1225 165 175 22 0 0.1294118 False
15 0 19 1180 1199 167 175 78 0 0.5131579 False
15 1 1 1194 1221 167 182 310 0 0.7654321 False
15 1 11 0 140 191 287 9302 0.4726171 0.6921131 False
15 1 12 179 340 196 264 6279 0 0.5735294 False
15 1 16 1191 1210 166 175 30 0 0.1754386 False
15 1 17 1164 1184 166 176 121 0 0.605 False
15 1 18 1205 1222 165 175 29 0 0.1705882 False
15 1 19 1177 1196 167 175 76 0 0.5 False
16 0 1 1197 1224 166 181 326 0 0.8049383 False
16 0 11 0 98 194 291 6562 0.6819785 0.6903009 False
16 0 12 145 319 198 271 7191 0 0.5661313 False
16 0 16 1191 1209 165 174 51 0 0.3148148 False
16 0 17 1163 1183 166 175 124 0 0.6888889 False
16 0 18 1205 1221 164 174 17 0 0.10625 False
16 0 19 1177 1195 166 174 76 0 0.5277778 False
16 1 1 1192 1218 166 181 329 0 0.8435897 False
16 1 11 0 72 194 288 4484 0.7850831 0.6625295 False
16 1 12 122 298 198 271 7306 0 0.5686488 False
16 1 16 1187 1206 165 174 31 0 0.1812865 False
16 1 17 1160 1180 166 175 122 0 0.6777778 False
16 1 18 1201 1218 164 174 27 0 0.1588235 False
16 1 19 1174 1192 166 174 79 0 0.5486111 False
17 0 1 1195 1222 167 183 335 0 0.775463 False
17 0 11 0 22 196 292 747 0.9795384 0.3536932 False
17 0 12 81 273 201 279 8475 0 0.5659055 False
17 0 16 1187 1206 167 176 61 0 0.3567252 False
17 0 17 1160 1180 167 177 113 0 0.565 False
17 0 18 1201 1218 166 175 10 0 0.06535948 False
17 0 19 1173 1192 167 176 83 0 0.4853801 False
17 1 1 1189 1216 167 183 334 0 0.7731481 False
17 1 12 57 251 201 279 8622 0 0.5697859 False
17 1 16 1184 1203 167 176 46 0 0.2690058 False
