frame cameraID trackID left right top bottom number_pixels truncation_ratio occupancy_ratio isMoving
25 0 0 124 167 198 223 797 0 0.7413954 True
25 1 0 116 159 198 223 801 0 0.7451163 True
26 0 0 113 162 199 225 948 0 0.744113 True
26 1 0 104 153 199 225 959 0 0.7527472 True
27 0 0 102 155 199 227 1114 0 0.7506738 True
27 1 0 92 146 199 227 1129 0 0.7466931 True
28 0 0 89 146 199 230 1293 0 0.7317487 True
28 1 0 78 137 199 230 1306 0 0.7140514 True
29 0 0 73 137 199 233 1563 0 0.7182904 True
29 1 0 61 126 199 233 1586 0 0.7176471 True
30 0 0 54 125 199 236 1917 0 0.7297297 True
30 1 0 41 114 199 236 1948 0 0.7212144 True
31 0 0 31 111 199 241 2412 0 0.7178571 True
31 1 0 16 99 199 241 2449 0 0.7025244 True
32 0 0 4 97 199 247 3107 0 0.6960126 True
32 1 0 0 83 199 246 2885 0.03308451 0.739554 True
33 0 0 0 79 201 254 3203 0.1247833 0.7649869 True
33 1 0 0 63 201 253 2482 0.3498026 0.7576312 True
34 0 0 0 56 203 263 2473 0.54807 0.7360119 True
34 1 0 0 38 203 262 1500 0.7705267 0.6690455 True
35 0 0 0 25 207 271 878 0.9285599 0.54875 True
35 1 0 0 4 207 264 16 0.9992471 0.07017544 True
54 0 1 158 196 196 222 657 0 0.6649798 True
54 0 3 220 251 192 215 475 0 0.6661991 True
54 1 1 149 187 196 222 669 0 0.6771255 True
54 1 3 213 243 192 215 486 0 0.7043478 True
55 0 1 156 195 194 221 702 0 0.6666667 True
55 0 3 221 251 191 214 471 0 0.6826087 True
55 1 1 147 186 194 221 712 0 0.6761633 True
55 1 3 213 244 191 214 478 0 0.6704068 True
56 0 1 154 194 192 220 738 0 0.6589286 True
56 0 3 221 252 189 212 484 0 0.6788219 True
56 1 1 144 186 192 220 745 0 0.6335034 True
56 1 3 213 244 189 212 491 0 0.6886395 True
57 0 1 153 194 191 220 757 0 0.6366695 True
57 0 3 221 252 188 212 495 0 0.6653226 True
57 1 1 143 185 191 220 772 0 0.633826 True
57 1 3 213 245 188 212 501 0 0.6523438 True
58 0 1 151 193 192 221 794 0 0.6518884 True
58 0 3 222 253 188 212 510 0 0.6854839 True
58 1 1 141 184 192 221 811 0 0.6503609 True
58 1 3 213 245 188 212 522 0 0.6796875 True
59 0 1 148 191 194 223 843 0 0.6760225 True
59 0 3 221 253 190 215 524 0 0.655 True
59 1 1 138 182 194 223 859 0 0.6731975 True
59 1 3 213 245 190 215 536 0 0.67 True
60 0 1 145 190 195 225 893 0 0.6614815 True
60 0 3 221 253 191 216 535 0 0.66875 True
60 1 1 135 181 195 225 912 0 0.6608695 True
60 1 3 213 245 191 216 547 0 0.68375 True
61 0 1 143 189 196 227 942 0 0.660589 True
61 0 3 221 253 192 217 551 0 0.68875 True
61 1 1 132 180 196 227 954 0 0.641129 True
61 1 3 212 245 192 217 556 0 0.6739394 True
62 0 1 140 188 197 229 997 0 0.6490886 True
62 0 3 220 253 194 219 568 0 0.6884848 True
62 1 1 129 179 197 229 1013 0 0.633125 True
62 1 3 212 245 194 219 579 0 0.7018182 True
63 0 1 138 187 199 231 1049 0 0.6690051 True
63 0 3 220 253 195 221 582 0 0.6783217 True
63 1 1 126 177 199 231 1068 0 0.6544118 True
63 1 3 211 245 195 221 588 0 0.6651584 True
64 0 1 135 186 199 233 1117 0 0.6441753 True
64 0 3 219 253 195 222 605 0 0.6590414 True
64 1 1 123 176 199 233 1140 0 0.6326304 True
64 1 3 210 245 195 222 621 0 0.6571429 True
65 0 1 133 186 199 233 1158 0 0.6426193 True
65 0 3 219 253 195 221 622 0 0.7036199 True
65 1 1 121 175 199 233 1185 0 0.6454248 True
65 1 3 210 245 195 221 634 0 0.6967033 True
66 0 1 131 185 197 233 1225 0 0.6301441 True
66 0 3 218 253 193 220 640 0 0.6772487 True
66 1 1 119 174 197 233 1253 0 0.6328283 True
66 1 3 209 245 193 220 658 0 0.6769547 True
67 0 1 127 183 197 233 1289 0 0.6393849 True
67 0 3 217 253 192 220 668 0 0.6626984 True
67 1 1 115 172 197 233 1312 0 0.6393762 True
67 1 3 208 245 192 220 685 0 0.6611969 True
68 0 1 123 180 196 234 1365 0 0.6301939 True
68 0 3 217 253 192 220 692 0 0.6865079 True
68 0 6 187 216 192 216 537 0 0.7715517 True
68 1 1 111 169 196 234 1400 0 0.6352087 True
68 1 3 207 245 192 220 703 0 0.6607143 True
68 1 6 179 209 192 216 547 0 0.7597222 True
69 0 1 119 178 198 236 1445 0 0.6445138 True
69 0 3 216 253 193 221 716 0 0.6911197 True
69 0 6 186 215 193 217 559 0 0.8031609 True
69 1 1 106 166 198 236 1483 0 0.6504386 True
69 1 3 207 245 193 221 729 0 0.6851504 True
69 1 6 178 208 193 217 562 0 0.7805555 True
70 0 4 91 136 199 227 744 0 0.5904762 True
70 0 1 117 177 198 238 1526 0 0.6358333 True
70 0 3 216 254 193 222 737 0 0.668784 True
70 0 6 184 215 193 218 574 0 0.7406452 True
70 1 4 81 127 199 227 671 0 0.5209627 True
70 1 1 103 165 198 238 1557 0 0.6278226 True
70 1 3 207 245 193 222 750 0 0.6805807 True
70 1 6 176 207 193 218 583 0 0.7522581 True
71 0 4 77 128 200 231 1025 0 0.6483238 True
71 0 1 114 176 198 239 1600 0 0.6294256 True
71 0 3 216 254 193 223 752 0 0.6596491 True
71 0 6 183 214 194 218 586 0 0.7876344 True
71 1 4 66 118 200 231 963 0 0.5973945 True
71 1 1 100 164 198 239 1649 0 0.6284299 True
71 1 3 206 245 193 223 766 0 0.6547009 True
71 1 6 175 206 194 218 598 0 0.8037634 True
72 0 4 61 118 200 234 1414 0 0.7296182 True
72 0 1 111 175 198 240 1704 0 0.6339286 True
72 0 3 216 255 193 223 783 0 0.6692308 True
72 0 6 182 213 193 218 611 0 0.7883871 True
72 1 4 49 107 200 234 1388 0 0.703854 True
72 1 1 96 162 198 240 1744 0 0.6291486 True
72 1 3 206 246 193 223 800 0 0.6666667 True
72 1 6 174 206 193 218 621 0 0.77625 True
73 0 4 40 105 200 239 1819 0 0.7175542 True
73 0 1 108 173 198 241 1808 0 0.6468694 True
73 0 3 216 255 192 223 798 0 0.6600496 True
73 0 6 181 212 193 218 631 0 0.8141935 True
73 1 4 27 93 200 239 1856 0 0.7210567 True
73 1 1 93 160 198 241 1859 0 0.6452621 True
73 1 3 206 246 192 223 818 0 0.6596774 True
73 1 6 173 205 193 218 638 0 0.7975 True
74 0 4 15 90 201 245 2361 0 0.7154545 True
74 0 1 104 172 198 242 1909 0 0.6380348 True
74 0 3 215 255 192 223 830 0 0.6693549 True
74 0 6 180 212 193 219 655 0 0.7872596 True
74 1 4 0 77 201 245 2406 0 0.7101535 True
74 1 1 89 159 198 242 1956 0 0.635065 True
74 1 3 205 246 192 223 848 0 0.6671912 True
