frame cameraID r1,1 r1,2 r1,3 t1 r2,1 r2,2 r2,3 t2 r3,1 r3,2 r3,3 t3 0 0 0 1
0 0 0.810019 0.0248937 0.585875 2.808903 -0.01569298 0.9996609 -0.02077859 114.6209 -0.5861937 0.007636926 0.810135 -0.2602492 0 0 0 1
0 1 0.810019 0.0248937 0.585875 2.276178 -0.01569298 0.9996609 -0.02077859 114.6209 -0.5861937 0.007636926 0.810135 -0.2602491 0 0 0 1
1 0 0.8125422 0.02444901 0.5823894 3.069358 -0.01595246 0.9996784 -0.01971035 114.622 -0.582684 0.006724949 0.8126709 -1.515302 0 0 0 1
1 1 0.8125422 0.02444901 0.5823894 2.536633 -0.01595246 0.9996784 -0.01971035 114.622 -0.582684 0.006724949 0.8126709 -1.515302 0 0 0 1
2 0 0.8149626 0.02587269 0.5789357 3.546504 -0.0177777 0.9996489 -0.01964889 114.6144 -0.5792408 0.00572097 0.8151364 -2.778611 0 0 0 1
2 1 0.8149626 0.02587269 0.5789357 3.013779 -0.0177777 0.9996489 -0.01964889 114.6144 -0.5792408 0.00572097 0.8151364 -2.778611 0 0 0 1
3 0 0.817385 0.02692048 0.5754625 4.003241 -0.01942358 0.9996275 -0.01917398 114.6037 -0.5757644 0.004494984 0.8176033 -4.180473 0 0 0 1
3 1 0.817385 0.02692048 0.5754625 3.470515 -0.01942358 0.9996275 -0.01917398 114.6037 -0.5757644 0.004494984 0.8176033 -4.180473 0 0 0 1
4 0 0.8197652 0.02790507 0.5720196 4.422151 -0.02021545 0.9995997 -0.019793 114.5972 -0.5723429 0.004661983 0.8200011 -5.311024 0 0 0 1
4 1 0.8197652 0.02790507 0.5720196 3.889426 -0.02021545 0.9995997 -0.019793 114.5972 -0.5723429 0.004661983 0.8200011 -5.311023 0 0 0 1
5 0 0.8219831 0.02733008 0.5688558 4.662388 -0.01897064 0.9996075 -0.02061298 114.6063 -0.5691959 0.006151961 0.822179 -6.289764 0 0 0 1
5 1 0.8219831 0.02733008 0.5688558 4.129663 -0.01897064 0.9996075 -0.02061298 114.6063 -0.5691959 0.006151961 0.822179 -6.289765 0 0 0 1
6 0 0.8246378 0.02522051 0.5650987 4.775211 -0.01625806 0.9996496 -0.02088956 114.6287 -0.5654275 0.008038914 0.8247588 -7.333548 0 0 0 1
6 1 0.8246378 0.02522051 0.5650987 4.242486 -0.01625806 0.9996496 -0.02088956 114.6287 -0.5654275 0.008038914 0.8247588 -7.333548 0 0 0 1
7 0 0.8269725 0.02243927 0.5617945 4.779361 -0.01367118 0.9997104 -0.01980632 114.6491 -0.5620762 0.008698891 0.8270397 -8.408623 0 0 0 1
7 1 0.8269725 0.02243927 0.5617945 4.246636 -0.01367118 0.9997104 -0.01980632 114.6491 -0.5620762 0.008698891 0.8270397 -8.408623 0 0 0 1
8 0 0.8290707 0.02068594 0.5587609 4.908181 -0.01292281 0.9997574 -0.01783767 114.6496 -0.5589944 0.007567927 0.8291369 -9.683424 0 0 0 1
8 1 0.8290707 0.02068594 0.5587609 4.375456 -0.01292281 0.9997574 -0.01783767 114.6496 -0.5589944 0.007567927 0.8291369 -9.683425 0 0 0 1
9 0 0.8310643 0.01808165 0.5558824 4.970845 -0.01151932 0.9998166 -0.01530007 114.6511 -0.556057 0.006311958 0.8311201 -11.0884 0 0 0 1
9 1 0.8310643 0.01808165 0.5558824 4.43812 -0.01151932 0.9998166 -0.01530007 114.6511 -0.556057 0.006311958 0.8311201 -11.0884 0 0 0 1
10 0 0.8323895 0.01984856 0.5538355 5.494119 -0.01443997 0.9997959 -0.01412843 114.6115 -0.5540029 0.003762992 0.8325062 -12.52784 0 0 0 1
10 1 0.8323895 0.01984856 0.5538355 4.961394 -0.01443997 0.9997959 -0.01412843 114.6115 -0.5540029 0.003762992 0.8325062 -12.52784 0 0 0 1
11 0 0.8336912 0.02073652 0.5518415 5.946933 -0.0173269 0.9997849 -0.01139235 114.5504 -0.551959 -6.400095E-05 0.8338712 -14.22805 0 0 0 1
11 1 0.8336912 0.02073652 0.5518415 5.414207 -0.0173269 0.9997849 -0.01139235 114.5504 -0.551959 -6.400095E-05 0.8338712 -14.22805 0 0 0 1
12 0 0.8350545 0.02426862 0.5496318 6.678966 -0.02015059 0.9997054 -0.01352655 114.525 -0.5497982 0.0002200003 0.8352975 -15.3422 0 0 0 1
12 1 0.8350545 0.02426862 0.5496318 6.14624 -0.02015059 0.9997054 -0.01352655 114.525 -0.5497982 0.0002200003 0.8352975 -15.3422 0 0 0 1
13 0 0.8361233 0.02669778 0.5478914 7.280925 -0.02125318 0.9996416 -0.01627682 114.5287 -0.5481296 0.001964999 0.8363912 -16.29047 0 0 0 1
13 1 0.8361233 0.02669778 0.5478914 6.748199 -0.02125318 0.9996416 -0.01627682 114.5287 -0.5481296 0.001964999 0.8363912 -16.29047 0 0 0 1
14 0 0.8376173 0.02955434 0.5454574 7.975774 -0.02209396 0.9995512 -0.02023035 114.5499 -0.5458105 0.004893981 0.8378944 -17.21641 0 0 0 1
14 1 0.8376173 0.02955434 0.5454574 7.443049 -0.02209396 0.9995512 -0.02023035 114.5499 -0.5458105 0.004893981 0.8378944 -17.21641 0 0 0 1
15 0 0.8394136 0.0290623 0.5427155 8.274351 -0.02089621 0.9995567 -0.02120606 114.5777 -0.5430912 0.006459957 0.8396488 -18.17512 0 0 0 1
15 1 0.8394136 0.0290623 0.5427155 7.741627 -0.02089621 0.9995567 -0.02120606 114.5777 -0.5430912 0.006459957 0.8396488 -18.17512 0 0 0 1
16 0 0.8415197 0.03087944 0.5393432 8.850781 -0.02250196 0.9995021 -0.02211622 114.5587 -0.5397575 0.006474955 0.8417956 -19.30583 0 0 0 1
16 1 0.8415197 0.03087944 0.5393432 8.318057 -0.02250196 0.9995021 -0.02211622 114.5587 -0.5397575 0.006474955 0.8417956 -19.30583 0 0 0 1
17 0 0.8435861 0.03035598 0.5361353 9.164104 -0.02300655 0.9995273 -0.02039341 114.5263 -0.5365009 0.004868981 0.8438858 -20.61799 0 0 0 1
17 1 0.8435861 0.03035598 0.5361353 8.631379 -0.02300655 0.9995273 -0.02039341 114.5263 -0.5365009 0.004868981 0.8438858 -20.61799 0 0 0 1
18 0 0.8458766 0.03049793 0.532506 9.596998 -0.02328864 0.9995236 -0.02025157 114.5153 -0.53287 0.004728983 0.8461839 -21.87387 0 0 0 1
18 1 0.8458766 0.03049793 0.532506 9.064274 -0.02328864 0.9995236 -0.02025157 114.5153 -0.53287 0.004728983 0.8461839 -21.87387 0 0 0 1
19 0 0.8478402 0.03167 0.5293053 10.1108 -0.02331727 0.999476 -0.02245223 114.5423 -0.529739 0.006693949 0.8481343 -22.77608 0 0 0 1
19 1 0.8478402 0.03167 0.5293053 9.578071 -0.02331727 0.999476 -0.02245223 114.5423 -0.529739 0.006693949 0.8481343 -22.77608 0 0 0 1
20 0 0.8500959 0.03162929 0.5256773 10.53248 -0.02189132 0.9994543 -0.02473441 114.6049 -0.5261727 0.009518856 0.8503245 -23.68897 0 0 0 1
20 1 0.8500959 0.03162929 0.5256773 9.999755 -0.02189132 0.9994543 -0.02473441 114.6049 -0.5261727 0.009518856 0.8503245 -23.68897 0 0 0 1
