frame cameraID trackID left right top bottom number_pixels truncation_ratio occupancy_ratio isMoving
0 0 1 558 572 184 194 105 0 0.75 False
0 0 12 0 36 200 243 585 0.7696946 0.377907 False
0 0 16 562 573 183 190 4 0 0.05194805 False
0 0 17 547 559 183 190 49 0 0.5833333 False
0 0 18 570 579 183 189 15 0 0.2777778 False
0 0 19 555 565 183 189 11 0 0.1833333 False
0 1 1 555 569 184 194 99 0 0.7071428 False
0 1 12 0 22 200 241 340 0.9159756 0.3769401 False
0 1 16 560 570 183 190 10 0 0.1428571 False
0 1 17 545 556 183 190 48 0 0.6233766 False
0 1 18 568 577 183 189 6 0 0.1111111 False
0 1 19 553 563 183 189 4 0 0.06666667 False
1 0 1 557 571 184 194 111 0 0.7928572 False
1 0 12 0 13 201 243 203 0.9722321 0.3717949 False
1 0 16 560 571 184 190 5 0 0.07575758 False
1 0 17 545 556 184 191 48 0 0.6233766 False
1 0 18 568 577 183 190 23 0 0.3650794 False
1 0 19 553 563 184 190 15 0 0.25 False
1 1 1 553 567 184 194 110 0 0.7857143 False
1 1 16 558 568 184 190 11 0 0.1833333 False
1 1 17 542 554 184 191 50 0 0.5952381 False
1 1 18 566 575 183 190 15 0 0.2380952 False
1 1 19 550 561 184 190 11 0 0.1666667 False
2 0 1 555 569 185 195 109 0 0.7785714 False
2 0 16 558 568 185 191 1 0 0.01666667 False
2 0 17 542 554 185 192 54 0 0.6428571 False
2 0 18 566 575 184 191 29 0 0.4603175 False
2 0 19 550 561 185 191 19 0 0.2878788 False
2 1 1 551 566 185 195 117 0 0.78 False
2 1 16 555 566 185 191 7 0 0.1060606 False
2 1 17 540 552 185 192 50 0 0.5952381 False
2 1 18 564 573 184 191 13 0 0.2063492 False
2 1 19 548 559 185 191 11 0 0.1666667 False
3 0 1 553 568 186 196 109 0 0.7266667 False
3 0 17 540 552 186 193 52 0 0.6190476 False
3 0 18 564 573 185 192 36 0 0.5714286 False
3 0 19 548 559 186 192 22 0 0.3333333 False
3 1 1 550 564 186 196 112 0 0.8 False
3 1 16 553 564 186 192 5 0 0.07575758 False
3 1 17 538 550 186 193 51 0 0.6071429 False
3 1 18 561 571 185 192 20 0 0.2857143 False
3 1 19 546 557 186 192 14 0 0.2121212 False
4 0 1 551 566 186 197 110 0 0.6666667 False
4 0 17 538 550 186 193 52 0 0.6190476 False
4 0 18 562 571 185 192 35 0 0.5555556 False
4 0 19 546 557 186 192 23 0 0.3484848 False
4 1 1 548 562 186 197 111 0 0.7207792 False
