frame cameraID trackID alpha width height length world_space_X world_space_Y world_space_Z rotation_world_space_y rotation_world_space_x rotation_world_space_z camera_space_X camera_space_Y camera_space_Z rotation_camera_space_y rotation_camera_space_x rotation_camera_space_z
0 0 1 -1.45474 1.594949 1.432108 4.21347 -72.21484 -113 85.46973 -2.157027 0 0 -36.71146 1.766417 104.5013 -1.792574 0.001974831 -0.0259667
0 0 16 1.870021 1.298692 1.451412 4.043456 -109.7887 -113 130.5431 1.170362 0 0 -55.74948 1.816462 160.0076 1.534756 -0.006737174 0.02515528
0 0 17 1.943543 1.440342 1.5 3.686158 -113.0443 -113 129.0904 1.223806 0 0 -59.30793 1.906576 159.8112 1.588185 -0.008071181 0.0247596
0 0 18 1.901922 1.136561 1.5 3.459903 -112.106 -113 136.0593 1.212433 0 0 -55.94881 1.775744 165.9873 1.576815 -0.007789093 0.02484977
0 0 19 1.9463 1.235785 1.402824 3.797681 -115.4593 -113 134.5684 1.236755 0 0 -59.6121 1.868475 165.79 1.601131 -0.00839108 0.02465305
0 1 1 -1.450209 1.594949 1.432108 4.21347 -72.21484 -113 85.46973 -2.157027 0 0 -37.24419 1.766418 104.5013 -1.792574 0.001974831 -0.0259667
0 1 16 1.872987 1.298692 1.451412 4.043456 -109.7887 -113 130.5431 1.170362 0 0 -56.2822 1.816464 160.0076 1.534756 -0.006737174 0.02515528
0 1 17 1.94647 1.440342 1.5 3.686158 -113.0443 -113 129.0904 1.223806 0 0 -59.84065 1.906577 159.8112 1.588185 -0.008071181 0.0247596
0 1 18 1.904801 1.136561 1.5 3.459903 -112.106 -113 136.0593 1.212433 0 0 -56.48153 1.775745 165.9873 1.576815 -0.007789093 0.02484977
0 1 19 1.949143 1.235785 1.402824 3.797681 -115.4593 -113 134.5684 1.236755 0 0 -60.14482 1.868477 165.79 1.601131 -0.00839108 0.02465305
1 0 1 -1.456672 1.594949 1.432108 4.21347 -72.21484 -113 85.46973 -2.157027 0 0 -36.56813 1.849906 103.3086 -1.796879 0.001073627 -0.02533706
1 0 16 1.868747 1.298692 1.451412 4.043456 -109.7887 -113 130.5431 1.170362 0 0 -55.84502 1.948516 158.7324 1.530453 -0.005735175 0.02470291
1 0 17 1.942417 1.440342 1.5 3.686158 -113.0443 -113 129.0904 1.223806 0 0 -59.40262 2.036949 158.5206 1.583882 -0.007046445 0.02436137
1 0 18 1.900622 1.136561 1.5 3.459903 -112.106 -113 136.0593 1.212433 0 0 -56.07007 1.9138 164.7112 1.572512 -0.006768953 0.02443991
1 0 19 1.945143 1.235785 1.402824 3.797681 -115.4593 -113 134.5684 1.236755 0 0 -59.73252 2.004807 164.498 1.596828 -0.007361275 0.02426811
1 1 1 -1.452097 1.594949 1.432108 4.21347 -72.21484 -113 85.46973 -2.157027 0 0 -37.10085 1.849907 103.3086 -1.796879 0.001073627 -0.02533706
1 1 16 1.87173 1.298692 1.451412 4.043456 -109.7887 -113 130.5431 1.170362 0 0 -56.37774 1.948517 158.7324 1.530453 -0.005735175 0.02470291
1 1 17 1.945361 1.440342 1.5 3.686158 -113.0443 -113 129.0904 1.223806 0 0 -59.93534 2.03695 158.5206 1.583882 -0.007046445 0.02436137
1 1 18 1.903517 1.136561 1.5 3.459903 -112.106 -113 136.0593 1.212433 0 0 -56.60279 1.913801 164.7112 1.572512 -0.006768953 0.02443991
1 1 19 1.948001 1.235785 1.402824 3.797681 -115.4593 -113 134.5684 1.236755 0 0 -60.26525 2.004808 164.498 1.596828 -0.007361275 0.02426811
2 0 1 -1.458611 1.594949 1.432108 4.21347 -72.21484 -113 85.46973 -2.157027 0 0 -36.40845 2.008465 102.1202 -1.801088 -0.0003359132 -0.0264985
