frame cameraID r1,1 r1,2 r1,3 t1 r2,1 r2,2 r2,3 t2 r3,1 r3,2 r3,3 t3 0 0 0 1
0 0 0.9340539 0.0248937 0.3562634 3.104334 -0.02053615 0.9996609 -0.01600893 114.6134 -0.3565411 0.007636925 0.9342484 -0.2332944 0 0 0 1
0 1 0.9340539 0.0248937 0.3562634 2.571609 -0.02053615 0.9996609 -0.01600893 114.6134 -0.3565411 0.007636925 0.9342484 -0.2332945 0 0 0 1
1 0 0.935589 0.02444901 0.3522435 3.651852 -0.02051031 0.9996784 -0.01490994 114.6068 -0.3524948 0.006724949 0.9357896 -1.368558 0 0 0 1
1 1 0.935589 0.02444901 0.3522435 3.119128 -0.02051031 0.9996784 -0.01490994 114.6068 -0.3524948 0.006724949 0.9357896 -1.368558 0 0 0 1
2 0 0.937033 0.02587269 0.3482811 4.415349 -0.02225744 0.9996489 -0.01437817 114.5904 -0.3485308 0.005720968 0.9372799 -2.5115 0 0 0 1
2 1 0.937033 0.02587269 0.3482811 3.882623 -0.02225744 0.9996489 -0.01437817 114.5904 -0.3485308 0.005720968 0.9372799 -2.5115 0 0 0 1
3 0 0.9384739 0.02692048 0.3442993 5.186913 -0.02372433 0.9996275 -0.01349345 114.5701 -0.3445343 0.004494985 0.938763 -3.783243 0 0 0 1
3 1 0.9384739 0.02692048 0.3442993 4.654188 -0.02372433 0.9996275 -0.01349345 114.5701 -0.3445343 0.004494985 0.938763 -3.783243 0 0 0 1
4 0 0.9398819 0.02790508 0.3403577 5.892802 -0.02464943 0.9995997 -0.01388643 114.5538 -0.3406089 0.004661982 0.9401935 -4.795427 0 0 0 1
4 1 0.9398819 0.02790508 0.3403577 5.360078 -0.02464943 0.9995997 -0.01388643 114.5538 -0.3406089 0.004661982 0.9401935 -4.795427 0 0 0 1
5 0 0.9412054 0.02733008 0.3367275 6.420042 -0.02365926 0.9996075 -0.01500064 114.5543 -0.3370053 0.006151961 0.9414827 -5.655844 0 0 0 1
5 1 0.9412054 0.02733008 0.3367275 5.887317 -0.02365926 0.9996075 -0.01500064 114.5543 -0.3370053 0.006151961 0.9414827 -5.655844 0 0 0 1
6 0 0.9427972 0.02522051 0.3324115 6.846921 -0.02111069 0.9996496 -0.01596987 114.5702 -0.3326978 0.008038914 0.9429992 -6.565021 0 0 0 1
6 1 0.9427972 0.02522051 0.3324115 6.314197 -0.02111069 0.9996496 -0.01596987 114.5702 -0.3326978 0.008038914 0.9429992 -6.565021 0 0 0 1
7 0 0.9441972 0.02243927 0.3286156 7.137976 -0.01833159 0.9997104 -0.01559308 114.5884 -0.3288703 0.008698891 0.944335 -7.51734 0 0 0 1
7 1 0.9441972 0.02243927 0.3286156 6.605251 -0.01833159 0.9997104 -0.01559308 114.5884 -0.3288703 0.008698891 0.944335 -7.51734 0 0 0 1
8 0 0.9454389 0.02068593 0.3251423 7.551964 -0.0170992 0.9997574 -0.01388519 114.5872 -0.3253506 0.007567928 0.9455631 -8.667706 0 0 0 1
8 1 0.9454389 0.02068593 0.3251423 7.019239 -0.0170992 0.9997574 -0.01388519 114.5872 -0.3253506 0.007567928 0.9455631 -8.667706 0 0 0 1
9 0 0.9466194 0.01808166 0.3218459 7.928769 -0.01508676 0.9998166 -0.01179732 114.5904 -0.3220001 0.006311959 0.9467186 -9.936152 0 0 0 1
9 1 0.9466194 0.01808166 0.3218459 7.396044 -0.01508676 0.9998166 -0.01179732 114.5904 -0.3220001 0.006311959 0.9467186 -9.936152 0 0 0 1
10 0 0.9473697 0.01984856 0.3195257 8.737858 -0.01760465 0.9997959 -0.009909678 114.5423 -0.3196572 0.003762991 0.9475258 -11.25335 0 0 0 1
10 1 0.9473697 0.01984856 0.3195257 8.205132 -0.01760465 0.9997959 -0.009909678 114.5423 -0.3196572 0.003762991 0.9475258 -11.25335 0 0 0 1
11 0 0.9481109 0.02073651 0.3172627 9.505106 -0.01968506 0.9997849 -0.006519631 114.4767 -0.3173297 -6.400002E-05 0.9483153 -12.81943 0 0 0 1
11 1 0.9481109 0.02073651 0.3172627 8.972382 -0.01968506 0.9997849 -0.006519631 114.4767 -0.3173297 -6.400002E-05 0.9483153 -12.81943 0 0 0 1
12 0 0.9488559 0.02426862 0.3147755 10.5224 -0.02296491 0.9997054 -0.007850287 114.4314 -0.3148733 0.00022 0.9491337 -13.80978 0 0 0 1
12 1 0.9488559 0.02426862 0.3147755 9.989675 -0.02296491 0.9997054 -0.007850287 114.4314 -0.3148733 0.00022 0.9491337 -13.80978 0 0 0 1
13 0 0.9494379 0.02669778 0.3128178 11.41015 -0.02474175 0.9996416 -0.01022148 114.4151 -0.3129785 0.001964999 0.9497582 -14.63532 0 0 0 1
13 1 0.9494379 0.02669778 0.3128178 10.87743 -0.02474175 0.9996416 -0.01022148 114.4151 -0.3129785 0.001964999 0.9497582 -14.63532 0 0 0 1
14 0 0.950251 0.02955434 0.31008 12.4185 -0.02657713 0.9995512 -0.01382268 114.4098 -0.3103493 0.004893981 0.95061 -15.42352 0 0 0 1
14 1 0.950251 0.02955434 0.31008 11.88577 -0.02657713 0.9995512 -0.01382268 114.4098 -0.3103493 0.004893981 0.95061 -15.42352 0 0 0 1
15 0 0.9512764 0.02906231 0.3069667 12.9995 -0.02567272 0.9995567 -0.01507514 114.4279 -0.3072688 0.006459956 0.9516008 -16.25181 0 0 0 1
15 1 0.9512764 0.02906231 0.3069667 12.46677 -0.02567272 0.9995567 -0.01507514 114.4279 -0.3072688 0.006459956 0.9516008 -16.25181 0 0 0 1
16 0 0.9524379 0.03087944 0.3031642 13.85604 -0.02745932 0.9995021 -0.01553869 114.3908 -0.3034931 0.006474955 0.9528117 -17.24867 0 0 0 1
16 1 0.9524379 0.03087944 0.3031642 13.32332 -0.02745932 0.9995021 -0.01553869 114.3908 -0.3034931 0.006474955 0.9528117 -17.24867 0 0 0 1
17 0 0.9536036 0.03035598 0.2995307 14.44856 -0.02750082 0.9995273 -0.01374399 114.3552 -0.2998063 0.004868981 0.9539877 -18.4255 0 0 0 1
17 1 0.9536036 0.03035598 0.2995307 13.91584 -0.02750082 0.9995273 -0.01374399 114.3552 -0.2998063 0.004868981 0.9539877 -18.4255 0 0 0 1
18 0 0.9548767 0.03049793 0.2954324 15.18797 -0.02773659 0.9995236 -0.01353397 114.3336 -0.2957045 0.004728983 0.9552678 -19.53128 0 0 0 1
18 1 0.9548767 0.03049793 0.2954324 14.65524 -0.02773659 0.9995236 -0.01353397 114.3336 -0.2957045 0.004728983 0.9552678 -19.53128 0 0 0 1
19 0 0.955945 0.03166999 0.2918324 15.98024 -0.02833381 0.999476 -0.01565223 114.3397 -0.2921752 0.00669395 0.9563414 -20.29723 0 0 0 1
19 1 0.955945 0.03166999 0.2918324 15.44752 -0.02833381 0.999476 -0.01565223 114.3397 -0.2921752 0.00669395 0.9563414 -20.29724 0 0 0 1
20 0 0.9571849 0.03162929 0.2877441 16.70732 -0.02754712 0.9994543 -0.01822571 114.3844 -0.2881636 0.009518856 0.9575339 -21.05827 0 0 0 1
20 1 0.9571849 0.03162929 0.2877441 16.17459 -0.02754712 0.9994543 -0.01822571 114.3844 -0.2881636 0.009518856 0.9575339 -21.05827 0 0 0 1
21 0 0.9580559 0.03262788 0.2847179 17.47432 -0.02870043 0.9994268 -0.01795657 114.345 -0.2851406 0.009031875 0.9584432 -22.10199 0 0 0 1
21 1 0.9580559 0.03262788 0.2847179 16.94159 -0.02870043 0.9994268 -0.01795657 114.345 -0.2851406 0.009031875 0.9584432 -22.10199 0 0 0 1
22 0 0.9586796 0.03364786 0.2824914 18.23006 -0.03033468 0.9994102 -0.0160953 114.2642 -0.2828663 0.006860946 0.9591348 -23.34796 0 0 0 1
22 1 0.9586796 0.03364786 0.2824914 17.69734 -0.03033468 0.9994102 -0.0160953 114.2642 -0.2828663 0.006860946 0.9591348 -23.34796 0 0 0 1
23 0 0.9591292 0.03354019 0.2809738 18.90404 -0.03062894 0.999422 -0.01474765 114.2183 -0.281306 0.005538972 0.9596021 -24.60966 0 0 0 1
23 1 0.9591292 0.03354019 0.2809738 18.37132 -0.03062894 0.999422 -0.01474765 114.2183 -0.281306 0.005538972 0.9596021 -24.60966 0 0 0 1
24 0 0.9593767 0.0330435 0.2801866 19.45506 -0.03019663 0.9994392 -0.01447259 114.2102 -0.2805077 0.005423973 0.9598364 -25.63862 0 0 0 1
24 1 0.9593767 0.0330435 0.2801866 18.92233 -0.03019663 0.9994392 -0.01447259 114.2103 -0.2805077 0.005423973 0.9598364 -25.63862 0 0 0 1
25 0 0.9596698 0.03074202 0.2794439 19.80337 -0.02866429 0.9995227 -0.01151964 114.1777 -0.2796647 0.003044995 0.9600929 -26.91828 0 0 0 1
25 1 0.9596698 0.03074202 0.2794439 19.27065 -0.02866429 0.9995227 -0.01151964 114.1777 -0.2796647 0.003044995 0.9600929 -26.91828 0 0 0 1
26 0 0.9600437 0.02986156 0.2782523 20.38532 -0.02873856 0.999554 -0.008114809 114.0863 -0.2783706 -0.0002060002 0.9604737 -28.37828 0 0 0 1
