frame cameraID r1,1 r1,2 r1,3 t1 r2,1 r2,2 r2,3 t2 r3,1 r3,2 r3,3 t3 0 0 0 1
0 0 0.9597942 -0.01231958 -0.2804343 -1.723701 0.008060207 0.9998341 -0.01633679 114.6418 0.280589 0.0134196 0.9597342 0.449038 0 0 0 1
0 1 0.9597942 -0.01231958 -0.2804343 -2.256426 0.008060207 0.9998341 -0.01633679 114.6418 0.280589 0.0134196 0.9597342 0.449038 0 0 0 1
1 0 0.9597719 -0.01239058 -0.2805075 -1.731223 0.008141126 0.9998338 -0.01630934 114.6417 0.280663 0.0133696 0.9597133 0.4435366 0 0 0 1
1 1 0.9597719 -0.01239058 -0.2805075 -2.263948 0.008141126 0.9998338 -0.01630934 114.6417 0.280663 0.0133696 0.9597133 0.4435367 0 0 0 1
2 0 0.9597741 -0.01238957 -0.2804997 -1.730153 0.008135807 0.9998336 -0.01632435 114.6417 0.2806553 0.0133856 0.9597153 0.445152 0 0 0 1
2 1 0.9597741 -0.01238957 -0.2804997 -2.262878 0.008135807 0.9998336 -0.01632435 114.6417 0.2806553 0.0133856 0.9597153 0.4451521 0 0 0 1
3 0 0.9597665 -0.01236458 -0.2805271 -1.726647 0.008110512 0.9998339 -0.01632045 114.6417 0.2806823 0.0133886 0.9597074 0.4458398 0 0 0 1
3 1 0.9597665 -0.01236458 -0.2805271 -2.259372 0.008110512 0.9998339 -0.01632045 114.6417 0.2806823 0.0133886 0.9597074 0.4458396 0 0 0 1
4 0 0.9597846 -0.01238657 -0.2804639 -1.728386 0.008126797 0.9998333 -0.01634624 114.6417 0.2806197 0.0134096 0.9597254 0.4485579 0 0 0 1
4 1 0.9597846 -0.01238657 -0.2804639 -2.261111 0.008126797 0.9998333 -0.01634624 114.6417 0.2806197 0.0134096 0.9597254 0.4485579 0 0 0 1
5 0 0.959782 -0.01237657 -0.2804734 -1.727077 0.008109178 0.9998331 -0.01637039 114.6417 0.2806292 0.0134376 0.9597222 0.4520767 0 0 0 1
5 1 0.959782 -0.01237657 -0.2804734 -2.259802 0.008109178 0.9998331 -0.01637039 114.6417 0.2806292 0.0134376 0.9597222 0.4520767 0 0 0 1
6 0 0.9597895 -0.01239957 -0.2804468 -1.729201 0.008146304 0.9998335 -0.01632671 114.6417 0.2806025 0.0133856 0.9597307 0.44626 0 0 0 1
6 1 0.9597895 -0.01239957 -0.2804468 -2.261926 0.008146304 0.9998335 -0.01632671 114.6417 0.2806025 0.0133856 0.9597307 0.4462601 0 0 0 1
7 0 0.9597834 -0.01235058 -0.2804696 -1.722901 0.008096371 0.999834 -0.01632179 114.6417 0.2806246 0.0133946 0.9597241 0.4474941 0 0 0 1
