frame cameraID trackID left right top bottom number_pixels truncation_ratio occupancy_ratio isMoving
0 0 0 300 533 189 292 12050 0 0.5021043 True
0 1 0 265 502 189 292 12319 0 0.5046495 True
1 0 0 233 487 189 300 14487 0 0.5138327 True
1 1 0 196 454 189 300 14711 0 0.5136881 True
2 0 0 152 434 190 312 19923 0 0.5790896 True
2 1 0 111 399 190 312 19212 0 0.5467896 True
3 0 0 61 379 190 325 24569 0 0.5723038 True
3 1 0 16 342 190 325 25207 0 0.5727562 True
4 0 1 1234 1241 186 229 142 0.9612784 0.4717608 True
4 0 0 0 315 190 342 28767 0.07286423 0.6008145 True
4 1 1 1221 1241 186 229 466 0.86014 0.5418605 True
4 1 0 0 275 190 335 25629 0.1925413 0.6427335 True
5 0 1 1197 1241 185 228 1100 0.6778617 0.5813953 True
5 0 0 0 243 191 345 24852 0.3554037 0.6641013 True
5 1 1 1184 1241 185 229 1516 0.5757326 0.6044657 True
5 1 0 0 200 191 337 19687 0.4872667 0.6742123 True
6 0 1 1161 1241 185 228 2336 0.3959208 0.6790698 True
6 0 0 0 158 192 346 16140 0.6595625 0.663324 True
6 1 1 1147 1241 185 229 2836 0.2993621 0.6856866 True
6 1 0 0 110 192 337 10250 0.7912325 0.6426332 True
7 0 1 1125 1241 185 228 3552 0.1162494 0.7121091 True
7 0 0 0 56 194 346 4138 0.9544246 0.4861372 True
7 1 1 1112 1241 185 229 3862 0.01272577 0.6804087 True
8 0 1 1093 1223 184 227 3743 0 0.6695886 True
8 1 1 1081 1209 184 227 3724 0 0.6765988 True
9 0 1 1063 1189 184 226 3526 0 0.6662887 True
9 1 1 1051 1176 184 226 3506 0 0.6678095 True
10 0 1 1033 1154 183 224 3157 0 0.6363636 True
10 1 1 1021 1141 183 224 3146 0 0.6394309 True
11 0 1 1005 1122 183 223 2932 0 0.6264957 True
11 1 1 993 1109 183 223 2927 0 0.630819 True
12 0 1 978 1091 182 221 2702 0 0.6131155 True
12 1 1 967 1079 182 221 2696 0 0.6172161 True
13 0 1 954 1063 182 220 2429 0 0.5864317 True
13 1 1 943 1052 182 220 2412 0 0.5823274 True
14 0 1 931 1037 182 219 2347 0 0.5984192 True
14 1 1 920 1025 182 219 2339 0 0.6020592 True
15 0 1 910 1012 182 217 2017 0 0.564986 True
15 1 1 899 1000 182 217 2032 0 0.5748232 True
16 0 1 890 987 181 216 1947 0 0.5734904 True
16 1 1 879 977 181 216 1953 0 0.5693877 True
17 0 1 870 964 181 215 1864 0 0.5832291 True
17 1 1 860 954 181 215 1850 0 0.5788485 True
18 0 1 852 942 181 214 1739 0 0.5855219 True
18 1 1 843 932 181 214 1727 0 0.588015 True
19 0 1 837 923 181 213 1735 0 0.6304506 True
19 1 1 827 913 181 213 1720 0 0.625 True
20 0 1 822 905 180 212 1693 0 0.6374247 True
20 1 1 813 895 180 212 1685 0 0.6421494 True
21 0 1 808 888 180 211 1626 0 0.6556451 True
21 1 1 799 878 180 211 1612 0 0.6582279 True
22 0 1 795 871 180 210 1528 0 0.6701754 True
22 1 1 786 862 180 210 1517 0 0.6653509 True
23 0 1 782 855 180 209 1419 0 0.6702881 True
23 1 1 774 846 180 209 1423 0 0.6815134 True
24 0 1 770 840 180 208 1341 0 0.6841837 True
24 1 1 762 831 180 208 1325 0 0.6858178 True
25 0 1 760 827 179 207 1257 0 0.6700426 True
25 1 1 752 818 179 207 1249 0 0.6758658 True
26 0 1 750 815 179 206 1177 0 0.6706553 True
26 1 1 742 806 179 206 1167 0 0.6753472 True
27 0 1 741 803 179 205 1112 0 0.6898263 True
27 1 1 733 794 179 205 1102 0 0.6948298 True
28 0 1 733 791 179 205 1029 0 0.6823608 True
28 1 1 725 783 179 205 1022 0 0.6777188 True
29 0 1 725 781 179 204 950 0 0.6785714 True
29 1 1 718 773 179 204 939 0 0.6829091 True
30 0 1 719 771 179 203 891 0 0.7139423 True
30 1 1 711 763 179 203 878 0 0.7035257 True
31 0 1 713 762 179 202 812 0 0.7204969 True
31 1 1 705 754 179 202 808 0 0.7169477 True
32 0 1 707 754 179 202 762 0 0.7049029 True
32 1 1 700 746 179 202 758 0 0.7164461 True
33 0 1 702 747 178 201 720 0 0.6956522 True
33 1 1 695 739 178 201 715 0 0.7065217 True
34 0 1 698 739 178 201 670 0 0.7104984 True
34 1 1 691 732 178 201 663 0 0.7030753 True
35 0 1 693 733 178 200 623 0 0.7079545 True
35 1 1 686 726 178 200 619 0 0.7034091 True
36 0 1 690 727 178 199 586 0 0.7541828 True
36 0 2 1153 1241 228 374 823 0.9930831 0.06405666 True
36 1 1 683 720 178 199 578 0 0.7438868 True
36 1 2 1064 1241 228 374 4652 0.9711016 0.180017 True
37 0 1 687 722 178 199 545 0 0.7414966 True
37 0 2 1084 1241 221 374 6946 0.9642127 0.2891636 True
37 1 1 680 715 178 199 540 0 0.7346939 True
37 1 2 1006 1241 221 374 14927 0.8476952 0.4151578 True
38 0 1 684 717 178 198 510 0 0.7727273 True
38 0 2 1023 1241 215 374 17944 0.7974742 0.5176851 True
38 1 1 677 711 178 198 507 0 0.7455882 True
38 1 2 954 1241 215 374 27747 0.7080411 0.6080468 True
39 0 1 681 713 178 198 484 0 0.75625 True
39 0 2 969 1241 211 374 29972 0.6050419 0.6760195 True
39 1 1 675 707 178 198 476 0 0.74375 True
39 1 2 909 1241 211 374 39008 0.4279506 0.7208219 True
40 0 1 678 709 178 197 463 0 0.7860781 True
40 0 2 928 1241 207 374 38707 0.2818983 0.7405062 True
40 1 1 672 703 178 197 460 0 0.7809847 True
40 1 2 875 1241 207 374 45863 0.23484 0.7503517 True
41 0 1 675 705 178 197 431 0 0.7561404 True
41 0 2 895 1241 204 374 42803 0.1035165 0.7276947 True
41 1 1 669 699 178 197 429 0 0.7526316 True
