frame cameraID r1,1 r1,2 r1,3 t1 r2,1 r2,2 r2,3 t2 r3,1 r3,2 r3,3 t3 0 0 0 1
0 0 0.4085594 0.0248937 0.9123923 2.247197 -0.003201224 0.9996609 -0.02584127 114.6336 -0.9127262 0.007636925 0.4085006 -0.08538312 0 0 0 1
0 1 0.4085594 0.0248937 0.9123923 1.714472 -0.003201224 0.9996609 -0.02584127 114.6336 -0.9127262 0.007636925 0.4085006 -0.08538312 0 0 0 1
1 0 0.4124876 0.02444901 0.9106351 1.890863 -0.003960063 0.9996784 -0.0250459 114.6497 -0.9109547 0.00672495 0.4124517 -1.341982 0 0 0 1
1 1 0.4124876 0.02444901 0.9106351 1.358138 -0.003960063 0.9996784 -0.0250459 114.6497 -0.9109547 0.00672495 0.4124517 -1.341982 0 0 0 1
2 0 0.4163104 0.02587269 0.9088545 1.752101 -0.005571489 0.9996489 -0.02590529 114.6599 -0.9092056 0.005720967 0.4163083 -2.608411 0 0 0 1
2 1 0.4163104 0.02587269 0.9088545 1.219376 -0.005571489 0.9996489 -0.02590529 114.6599 -0.9092056 0.005720967 0.4163083 -2.608412 0 0 0 1
3 0 0.420145 0.02692048 0.9070577 1.533383 -0.007234325 0.9996275 -0.02631694 114.6695 -0.9074282 0.004494984 0.4201832 -4.009634 0 0 0 1
3 1 0.420145 0.02692048 0.9070577 1.000658 -0.007234325 0.9996275 -0.02631694 114.6695 -0.9074282 0.004494984 0.4201832 -4.009634 0 0 0 1
4 0 0.4239277 0.02790507 0.905266 1.336748 -0.007610587 0.9995997 -0.02724896 114.6826 -0.9056641 0.004661984 0.4239703 -5.139141 0 0 0 1
4 1 0.4239277 0.02790507 0.905266 0.8040233 -0.007610587 0.9995997 -0.02724896 114.6826 -0.9056641 0.004661984 0.4239703 -5.139141 0 0 0 1
5 0 0.4274303 0.02733008 0.9036351 0.9613667 -0.006122567 0.9996075 -0.02733668 114.7064 -0.9040275 0.006151961 0.4274299 -6.11678 0 0 0 1
5 1 0.4274303 0.02733008 0.9036351 0.4286418 -0.006122567 0.9996075 -0.02733668 114.7064 -0.9040275 0.006151961 0.4274299 -6.11678 0 0 0 1
6 0 0.4316078 0.02522051 0.9017087 0.3966115 -0.00363511 0.9996496 -0.02621992 114.7378 -0.9020541 0.008038914 0.4315483 -7.168831 0 0 0 1
6 1 0.4316078 0.02522051 0.9017087 -0.1361139 -0.00363511 0.9996496 -0.02621992 114.7378 -0.9020541 0.008038914 0.4315483 -7.168831 0 0 0 1
7 0 0.4352818 0.02243927 0.9000146 -0.2180352 -0.001936425 0.9997104 -0.02398837 114.7599 -0.9002922 0.00869889 0.4351992 -8.251131 0 0 0 1
7 1 0.4352818 0.02243927 0.9000146 -0.7507601 -0.001936425 0.9997104 -0.02398837 114.7599 -0.9002922 0.00869889 0.4351992 -8.251131 0 0 0 1
8 0 0.4386159 0.02068593 0.8984365 -0.7060189 -0.002272648 0.9997574 -0.02190928 114.7646 -0.8986717 0.007567928 0.4385565 -9.537525 0 0 0 1
8 1 0.4386159 0.02068593 0.8984365 -1.238744 -0.002272648 0.9997574 -0.02190928 114.7646 -0.8986717 0.007567928 0.4385565 -9.537525 0 0 0 1
9 0 0.4417816 0.01808165 0.8969404 -1.322403 -0.002325986 0.9998166 -0.01900991 114.7641 -0.8971195 0.006311957 0.4417427 -10.95431 0 0 0 1
9 1 0.4417816 0.01808165 0.8969404 -1.855128 -0.002325986 0.9998166 -0.01900991 114.7641 -0.8971195 0.006311957 0.4417427 -10.95431 0 0 0 1
10 0 0.4439527 0.01984856 0.8958304 -1.415359 -0.005441164 0.9997959 -0.01945557 114.7482 -0.8960338 0.003762991 0.4439701 -12.40069 0 0 0 1
10 1 0.4439527 0.01984856 0.8958304 -1.948083 -0.005441164 0.9997959 -0.01945557 114.7482 -0.8960338 0.003762991 0.4439701 -12.40069 0 0 0 1
11 0 0.446077 0.02073652 0.8947543 -1.640116 -0.009309362 0.9997849 -0.01852952 114.7078 -0.8949461 -6.399956E-05 0.4461742 -14.10797 0 0 0 1
11 1 0.446077 0.02073652 0.8947543 -2.172841 -0.009309362 0.9997849 -0.01852952 114.7078 -0.8949461 -6.399956E-05 0.4461742 -14.10797 0 0 0 1
12 0 0.4483625 0.02426862 0.8935224 -1.524514 -0.01068765 0.9997054 -0.02178964 114.7241 -0.893788 0.0002200007 0.4484898 -15.23217 0 0 0 1
12 1 0.4483625 0.02426862 0.8935224 -2.057238 -0.01068765 0.9997054 -0.02178964 114.7241 -0.893788 0.0002200007 0.4484898 -15.23217 0 0 0 1
13 0 0.4501581 0.02669778 0.8925498 -1.539294 -0.01026738 0.9996416 -0.02472274 114.764 -0.89289 0.001964998 0.4502709 -16.1881 0 0 0 1
13 1 0.4501581 0.02669778 0.8925498 -2.072021 -0.01026738 0.9996416 -0.02472274 114.764 -0.89289 0.001964998 0.4502709 -16.1881 0 0 0 1
14 0 0.4526691 0.02955434 0.8911886 -1.523465 -0.009018756 0.9995512 -0.02856698 114.8304 -0.8916329 0.004893979 0.4527326 -17.12805 0 0 0 1
14 1 0.4526691 0.02955434 0.8911886 -2.056188 -0.009018756 0.9995512 -0.02856698 114.8304 -0.8916329 0.004893979 0.4527326 -17.12805 0 0 0 1
15 0 0.4555957 0.0290623 0.8897123 -1.841419 -0.00749362 0.9995567 -0.02881309 114.8714 -0.8901553 0.006459954 0.4556115 -18.11129 0 0 0 1
15 1 0.4555957 0.0290623 0.8897123 -2.374143 -0.00749362 0.9995567 -0.02881309 114.8714 -0.8901553 0.006459954 0.4556115 -18.11129 0 0 0 1
16 0 0.4591058 0.03087945 0.8878448 -1.879676 -0.008429159 0.9995021 -0.03040418 114.89 -0.8883417 0.006474954 0.4591376 -19.27432 0 0 0 1
16 1 0.4591058 0.03087945 0.8878448 -2.4124 -0.008429159 0.9995021 -0.03040418 114.89 -0.8883417 0.006474954 0.4591376 -19.27432 0 0 0 1
17 0 0.4624994 0.03035598 0.8860998 -2.180314 -0.009727546 0.9995273 -0.02916448 114.8709 -0.8865662 0.00486898 0.4625761 -20.62252 0 0 0 1
17 1 0.4624994 0.03035598 0.8860998 -2.71304 -0.009727546 0.9995273 -0.02916448 114.8709 -0.8865662 0.00486898 0.4625761 -20.62252 0 0 0 1
18 0 0.4662975 0.03049793 0.8841021 -2.422799 -0.01004277 0.9995236 -0.02918269 114.8823 -0.884571 0.004728984 0.4663817 -21.92066 0 0 0 1
18 1 0.4662975 0.03049793 0.8841021 -2.955523 -0.01004277 0.9995236 -0.02918269 114.8823 -0.884571 0.004728984 0.4663817 -21.92066 0 0 0 1
19 0 0.4695983 0.03167 0.882312 -2.522782 -0.008967225 0.999476 -0.03110284 114.9432 -0.8828346 0.006693951 0.4696362 -22.86081 0 0 0 1
19 1 0.4695983 0.03167 0.882312 -3.055507 -0.008967225 0.999476 -0.03110284 114.9432 -0.8828346 0.006693951 0.4696362 -22.86081 0 0 0 1
20 0 0.4733661 0.03162929 0.8802978 -2.776246 -0.006591235 0.9994543 -0.03236628 115.0273 -0.8808411 0.009518853 0.4733163 -23.81997 0 0 0 1
20 1 0.4733661 0.03162929 0.8802978 -3.30897 -0.006591235 0.9994543 -0.03236628 115.0273 -0.8808411 0.009518853 0.4733163 -23.81997 0 0 0 1
21 0 0.4761218 0.03262788 0.8787739 -2.897918 -0.007597053 0.9994268 -0.03299148 115.0366 -0.8793465 0.009031877 0.4760967 -25.03621 0 0 0 1
21 1 0.4761218 0.03262788 0.8787739 -3.430642 -0.007597053 0.9994268 -0.03299148 115.0366 -0.8793465 0.009031877 0.4760967 -25.03621 0 0 0 1
22 0 0.4781374 0.03364785 0.8776402 -3.0336 -0.01006876 0.9994102 -0.03283094 115.0013 -0.8782274 0.006860947 0.4781942 -26.44346 0 0 0 1
22 1 0.4781374 0.03364785 0.8776402 -3.566326 -0.01006876 0.9994102 -0.03283094 115.0013 -0.8782274 0.006860947 0.4781942 -26.44346 0 0 0 1
23 0 0.4795283 0.0335402 0.8768853 -3.345489 -0.01122977 0.999422 -0.03208609 114.983 -0.8774546 0.005538972 0.4796278 -27.86625 0 0 0 1
23 1 0.4795283 0.0335402 0.8768853 -3.878214 -0.01122977 0.999422 -0.03208609 114.983 -0.8774546 0.005538972 0.4796278 -27.86625 0 0 0 1
24 0 0.4802599 0.0330435 0.8765036 -3.6907 -0.01111858 0.9994392 -0.03158591 114.9939 -0.8770558 0.005423972 0.4803579 -29.02764 0 0 0 1
24 1 0.4802599 0.0330435 0.8765036 -4.223425 -0.01111858 0.9994392 -0.03158591 114.9939 -0.8770558 0.005423972 0.4803579 -29.02764 0 0 0 1
25 0 0.4809925 0.03074201 0.8761855 -4.235429 -0.01212309 0.9995227 -0.02841433 114.9278 -0.8766409 0.003044996 0.4811356 -30.44628 0 0 0 1
25 1 0.4809925 0.03074201 0.8761855 -4.768154 -0.01212309 0.9995227 -0.02841433 114.9278 -0.8766409 0.003044996 0.4811356 -30.44628 0 0 0 1
26 0 0.4820992 0.02986156 0.8756076 -4.623551 -0.0145832 0.999554 -0.02605927 114.8327 -0.8759953 -0.0002060011 0.4823197 -32.07259 0 0 0 1
26 1 0.4820992 0.02986156 0.8756076 -5.156276 -0.0145832 0.999554 -0.02605927 114.8327 -0.8759953 -0.0002060011 0.4823197 -32.07259 0 0 0 1
27 0 0.4831618 0.03226539 0.8749364 -4.603727 -0.01467437 0.9994788 -0.02875463 114.8933 -0.8754081 0.001054002 0.4833835 -33.06841 0 0 0 1
27 1 0.4831618 0.03226539 0.8749364 -5.136454 -0.01467437 0.9994788 -0.02875463 114.8933 -0.8754081 0.001054002 0.4833835 -33.06841 0 0 0 1
28 0 0.4837572 0.03207111 0.8746145 -4.904478 -0.01117639 0.9994733 -0.03046777 115.0355 -0.8751309 0.004963976 0.4838609 -33.75646 0 0 0 1
28 1 0.4837572 0.03207111 0.8746145 -5.437201 -0.01117639 0.9994733 -0.03046777 115.0355 -0.8751309 0.004963976 0.4838609 -33.75646 0 0 0 1
29 0 0.4845272 0.03467471 0.8740887 -4.906484 -0.009119659 0.99936 -0.03458893 115.1976 -0.8747286 0.008787886 0.4845333 -34.56422 0 0 0 1
29 1 0.4845272 0.03467471 0.8740887 -5.439205 -0.009119659 0.99936 -0.03458893 115.1976 -0.8747286 0.008787886 0.4845333 -34.56422 0 0 0 1
30 0 0.4855303 0.0370878 0.8734329 -4.890563 -0.009651303 0.9992662 -0.03706591 115.2566 -0.8741666 0.009566857 0.4855319 -35.60736 0 0 0 1
30 1 0.4855303 0.0370878 0.8734329 -5.42329 -0.009651303 0.9992662 -0.03706591 115.2566 -0.8741666 0.009566857 0.4855319 -35.60736 0 0 0 1
31 0 0.4870144 0.03548798 0.8726727 -5.311758 -0.009083431 0.9993259 -0.03556923 115.2616 -0.8733467 0.009395864 0.4870085 -36.7627 0 0 0 1
31 1 0.4870144 0.03548798 0.8726727 -5.844483 -0.009083431 0.9993259 -0.03556923 115.2616 -0.8733467 0.009395864 0.4870085 -36.7627 0 0 0 1
32 0 0.487994 0.03305257 0.8722211 -5.876602 -0.008068687 0.9994109 -0.0333581 115.2635 -0.8728098 0.009240871 0.4879732 -38.0192 0 0 0 1
32 1 0.487994 0.03305257 0.8722211 -6.409325 -0.008068687 0.9994109 -0.0333581 115.2635 -0.8728098 0.009240871 0.4879732 -38.0192 0 0 0 1
33 0 0.4888157 0.0329999 0.8717628 -6.144571 -0.008989936 0.9994218 -0.03279149 115.241 -0.8723409 0.008191906 0.4888297 -39.26225 0 0 0 1
33 1 0.4888157 0.0329999 0.8717628 -6.677295 -0.008989936 0.9994218 -0.03279149 115.241 -0.8723409 0.008191906 0.4888297 -39.26225 0 0 0 1
34 0 0.4900896 0.03183777 0.8710904 -6.515484 -0.009207129 0.9994661 -0.03134973 115.2163 -0.8716234 0.007343935 0.4901211 -40.4839 0 0 0 1
34 1 0.4900896 0.03183777 0.8710904 -7.04821 -0.009207129 0.9994661 -0.03134973 115.2163 -0.8716234 0.007343935 0.4901211 -40.4839 0 0 0 1
35 0 0.491865 0.03072307 0.8701293 -6.880342 -0.007774429 0.9994923 -0.030896 115.2707 -0.8706368 0.008431901 0.4918541 -41.60254 0 0 0 1
35 1 0.491865 0.03072307 0.8701293 -7.413064 -0.007774429 0.9994923 -0.030896 115.2707 -0.8706368 0.008431901 0.4918541 -41.60254 0 0 0 1
36 0 0.4940129 0.02906433 0.8689686 -7.25264 -0.005325652 0.9995235 -0.03040333 115.3575 -0.8694382 0.01039181 0.4939323 -42.50368 0 0 0 1
36 1 0.4940129 0.02906433 0.8689686 -7.785364 -0.005325652 0.9995235 -0.03040333 115.3575 -0.8694382 0.01039181 0.4939323 -42.50368 0 0 0 1
37 0 0.4965153 0.02909934 0.8675402 -7.4177 -0.005471465 0.999523 -0.0303949 115.3724 -0.8680108 0.01034482 0.4964376 -43.64186 0 0 0 1
37 1 0.4965153 0.02909934 0.8675402 -7.950424 -0.005471465 0.999523 -0.0303949 115.3724 -0.8680108 0.01034482 0.4964376 -43.64186 0 0 0 1
38 0 0.4994299 0.02888383 0.8658727 -7.626883 -0.006681896 0.9995428 -0.02948873 115.3259 -0.8663285 0.008941882 0.4993946 -45.05783 0 0 0 1
38 1 0.4994299 0.02888383 0.8658727 -8.159609 -0.006681896 0.9995428 -0.02948873 115.3259 -0.8663285 0.008941882 0.4993946 -45.05783 0 0 0 1
39 0 0.5022697 0.02856198 0.8642392 -7.815542 -0.006639357 0.9995522 -0.02917531 115.3368 -0.8646855 0.008915882 0.5022345 -46.19896 0 0 0 1
39 1 0.5022697 0.02856198 0.8642392 -8.348269 -0.006639357 0.9995522 -0.02917531 115.3368 -0.8646855 0.008915882 0.5022345 -46.19896 0 0 0 1
40 0 0.5050913 0.02742917 0.86263 -8.12397 -0.005170852 0.9995731 -0.02875591 115.3983 -0.8630504 0.01006383 0.5050175 -47.31425 0 0 0 1
40 1 0.5050913 0.02742917 0.86263 -8.656694 -0.005170852 0.9995731 -0.02875591 115.3983 -0.8630504 0.01006383 0.5050175 -47.31426 0 0 0 1
41 0 0.5079287 0.02741621 0.8609627 -8.265862 -0.005364905 0.9995747 -0.02866508 115.4074 -0.8613824 0.009940836 0.5078598 -48.46134 0 0 0 1
41 1 0.5079287 0.02741621 0.8609627 -8.798588 -0.005364905 0.9995747 -0.02866508 115.4074 -0.8613824 0.009940836 0.5078598 -48.46134 0 0 0 1
42 0 0.5107464 0.02607096 0.8593361 -8.556664 -0.005476396 0.9996185 -0.02707202 115.3703 -0.859714 0.009120874 0.5106943 -49.68483 0 0 0 1
42 1 0.5107464 0.02607096 0.8593361 -9.089386 -0.005476396 0.9996185 -0.02707202 115.3703 -0.859714 0.009120874 0.5106943 -49.68483 0 0 0 1
43 0 0.5137579 0.02636592 0.8575299 -8.674885 -0.006013921 0.9996138 -0.02713146 115.3708 -0.8579141 0.00878189 0.5137181 -50.96106 0 0 0 1
43 1 0.5137579 0.02636592 0.8575299 -9.207613 -0.006013921 0.9996138 -0.02713146 115.3708 -0.8579141 0.00878189 0.5137181 -50.96106 0 0 0 1
44 0 0.5164966 0.02700475 0.8558633 -8.735014 -0.006703223 0.9995995 -0.02749474 115.3732 -0.856263 0.008463901 0.5164708 -52.11961 0 0 0 1
44 1 0.5164966 0.02700475 0.8558633 -9.267735 -0.006703223 0.9995995 -0.02749474 115.3732 -0.856263 0.008463901 0.5164708 -52.11961 0 0 0 1
45 0 0.5191214 0.02751691 0.8542575 -8.80728 -0.008580699 0.999599 -0.0269842 115.2954 -0.8546575 0.006677952 0.5191493 -53.43669 0 0 0 1
45 1 0.5191214 0.02751691 0.8542575 -9.34001 -0.008580699 0.999599 -0.0269842 115.2954 -0.8546575 0.006677952 0.5191493 -53.43669 0 0 0 1
46 0 0.5220823 0.0277402 0.8524439 -8.913586 -0.01091022 0.9996064 -0.02584715 115.173 -0.8528254 0.004193989 0.5221794 -54.9445 0 0 0 1
46 1 0.5220823 0.0277402 0.8524439 -9.446308 -0.01091022 0.9996064 -0.02584715 115.173 -0.8528254 0.004193989 0.5221794 -54.9445 0 0 0 1
47 0 0.5250006 0.02740537 0.8506606 -9.044874 -0.01110797 0.999617 -0.02534875 115.1585 -0.8510295 0.003858992 0.5251039 -56.09995 0 0 0 1
47 1 0.5250006 0.02740537 0.8506606 -9.577599 -0.01110797 0.999617 -0.02534875 115.1585 -0.8510295 0.003858992 0.5251039 -56.09995 0 0 0 1
48 0 0.5280716 0.0259987 0.8488019 -9.288277 -0.009178442 0.9996476 -0.02490884 115.238 -0.8491503 0.005362975 0.5281242 -57.04115 0 0 0 1
48 1 0.5280716 0.0259987 0.8488019 -9.821003 -0.009178442 0.9996476 -0.02490884 115.238 -0.8491503 0.005362975 0.5281242 -57.04115 0 0 0 1
49 0 0.5318487 0.02644559 0.8464264 -9.294718 -0.009842345 0.9996378 -0.0250481 115.2286 -0.8467823 0.00499098 0.5319164 -58.30926 0 0 0 1
49 1 0.5318487 0.02644559 0.8464264 -9.827444 -0.009842345 0.9996378 -0.0250481 115.2286 -0.8467823 0.00499098 0.5319164 -58.30926 0 0 0 1
50 0 0.5351861 0.02577474 0.8443409 -9.425077 -0.009059617 0.999652 -0.0247734 115.2659 -0.8446857 0.005608972 0.5352334 -59.35164 0 0 0 1
50 1 0.5351861 0.02577474 0.8443409 -9.957804 -0.009059617 0.999652 -0.0247734 115.2659 -0.8446857 0.005608972 0.5352334 -59.35164 0 0 0 1
51 0 0.5389648 0.0250917 0.8419544 -9.517252 -0.007379883 0.9996585 -0.02506743 115.368 -0.8422959 0.007296936 0.5389659 -60.27586 0 0 0 1
51 1 0.5389648 0.0250917 0.8419544 -10.04998 -0.007379883 0.9996585 -0.02506743 115.368 -0.8422959 0.007296936 0.5389659 -60.27586 0 0 0 1
52 0 0.5434095 0.02557158 0.8390783 -9.448837 -0.00798911 0.9996482 -0.02529112 115.3654 -0.8394299 0.007039944 0.5434226 -61.52605 0 0 0 1
52 1 0.5434095 0.02557158 0.8390783 -9.981562 -0.00798911 0.9996482 -0.02529112 115.3653 -0.8394299 0.007039944 0.5434226 -61.52605 0 0 0 1
53 0 0.5478101 0.02430701 0.8362495 -9.5457 -0.007438641 0.9996799 -0.02418448 115.3592 -0.8365696 0.007027943 0.5478156 -62.64555 0 0 0 1
53 1 0.5478101 0.02430701 0.8362495 -10.07842 -0.007438641 0.9996799 -0.02418448 115.3592 -0.8365696 0.007027943 0.5478156 -62.64555 0 0 0 1
54 0 0.5524734 0.02484269 0.8331603 -9.405554 -0.007201133 0.9996607 -0.02503219 115.4214 -0.8334994 0.007829919 0.5524648 -63.67509 0 0 0 1
54 1 0.5524734 0.02484269 0.8331603 -9.938276 -0.007201133 0.9996607 -0.02503219 115.4214 -0.8334994 0.007829919 0.5524648 -63.67509 0 0 0 1
55 0 0.5572298 0.0256084 0.8299633 -9.268074 -0.007693117 0.9996406 -0.02567868 115.443 -0.8303226 0.007923917 0.5572265 -64.89177 0 0 0 1
55 1 0.5572298 0.0256084 0.8299633 -9.800804 -0.007693117 0.9996406 -0.02567868 115.443 -0.8303226 0.007923917 0.5572265 -64.89177 0 0 0 1
56 0 0.5615008 0.02586319 0.8270719 -9.190977 -0.007534846 0.9996298 -0.02614379 115.4875 -0.8274419 0.0084479 0.5614878 -65.94325 0 0 0 1
