frame cameraID r1,1 r1,2 r1,3 t1 r2,1 r2,2 r2,3 t2 r3,1 r3,2 r3,3 t3 0 0 0 1
0 0 0.8545083 -0.01231958 -0.5192916 -1.431116 0.00355729 0.9998341 -0.01786626 114.646 0.5194256 0.0134196 0.8544103 0.4056499 0 0 0 1
0 1 0.8545083 -0.01231958 -0.5192916 -1.963841 0.00355729 0.9998341 -0.01786626 114.646 0.5194256 0.0134196 0.8544103 0.4056499 0 0 0 1
1 0 0.8544677 -0.01239057 -0.5193567 -1.43872 0.003642553 0.9998338 -0.01786069 114.6459 0.5194918 0.0133696 0.8543708 0.4003004 0 0 0 1
1 1 0.8544677 -0.01239057 -0.5193567 -1.971444 0.003642553 0.9998338 -0.01786069 114.6459 0.5194918 0.0133696 0.8543708 0.4003006 0 0 0 1
2 0 0.854472 -0.01238957 -0.5193498 -1.437625 0.003633532 0.9998336 -0.01787381 114.6459 0.5194848 0.0133856 0.8543749 0.4021704 0 0 0 1
2 1 0.854472 -0.01238957 -0.5193498 -1.97035 0.003633532 0.9998336 -0.01787381 114.6459 0.5194848 0.0133856 0.8543749 0.4021704 0 0 0 1
3 0 0.8544575 -0.01236458 -0.5193743 -1.43423 0.00361011 0.9998339 -0.0178635 114.6459 0.5195088 0.0133886 0.8543602 0.4030125 0 0 0 1
3 1 0.8544575 -0.01236458 -0.5193743 -1.966955 0.00361011 0.9998339 -0.0178635 114.6459 0.5195088 0.0133886 0.8543602 0.4030123 0 0 0 1
4 0 0.8544913 -0.01238657 -0.519318 -1.436075 0.003619163 0.9998333 -0.01789263 114.6459 0.5194531 0.0134096 0.8543937 0.4059227 0 0 0 1
4 1 0.8544913 -0.01238657 -0.519318 -1.9688 0.003619163 0.9998333 -0.01789263 114.6459 0.5194531 0.0134096 0.8543937 0.4059225 0 0 0 1
5 0 0.8544864 -0.01237657 -0.5193263 -1.434852 0.003595897 0.9998331 -0.01791139 114.6459 0.5194614 0.01343759 0.8543883 0.4094725 0 0 0 1
5 1 0.8544864 -0.01237657 -0.5193263 -1.967577 0.003595897 0.9998331 -0.01791139 114.6459 0.5194614 0.01343759 0.8543883 0.4094725 0 0 0 1
6 0 0.8545005 -0.01239957 -0.5193026 -1.437032 0.003643061 0.9998335 -0.01787881 114.6459 0.5194378 0.0133856 0.8544034 0.4037839 0 0 0 1
6 1 0.8545005 -0.01239957 -0.5193026 -1.969757 0.003643061 0.9998335 -0.01787881 114.6459 0.5194378 0.0133856 0.8544034 0.403784 0 0 0 1
7 0 0.8544888 -0.01235058 -0.5193231 -1.430807 0.003596104 0.999834 -0.01786113 114.6459 0.5194574 0.0133946 0.8543913 0.4051877 0 0 0 1
7 1 0.8544888 -0.01235058 -0.5193231 -1.963532 0.003596104 0.999834 -0.01786113 114.6459 0.5194574 0.0133946 0.8543913 0.4051877 0 0 0 1
8 0 0.8544891 -0.01235457 -0.5193225 -1.430808 0.003575109 0.9998333 -0.01790337 114.6459 0.519457 0.0134416 0.8543909 0.4108059 0 0 0 1
8 1 0.8544891 -0.01235457 -0.5193225 -1.963533 0.003575109 0.9998333 -0.01790337 114.6459 0.519457 0.0134416 0.8543909 0.4108059 0 0 0 1
9 0 0.8544756 -0.01243055 -0.5193428 -1.438839 0.003616729 0.9998318 -0.01798052 114.6458 0.519479 0.01348559 0.8543768 0.416109 0 0 0 1
