frame cameraID trackID left right top bottom number_pixels truncation_ratio occupancy_ratio isMoving
0 0 0 37 329 188 307 16923 0 0.4870209 True
0 1 0 0 296 188 307 17334 0 0.4921077 True
1 0 0 0 275 188 321 19564 0.06728292 0.5349009 True
1 1 0 0 239 188 315 16852 0.2090976 0.5552005 True
2 0 0 0 211 189 323 18908 0.3675141 0.6687416 True
2 1 0 0 173 189 316 13273 0.5051809 0.6041145 True
3 0 0 0 142 189 324 12522 0.6549578 0.6532081 True
3 1 0 0 99 189 317 7987 0.7959722 0.6302872 True
4 0 1 963 1072 182 221 2891 0 0.6800753 True
4 0 0 0 57 191 324 3861 0.945747 0.5092996 True
4 1 1 951 1060 182 221 2861 0 0.6730181 True
5 0 1 936 1041 182 220 2750 0 0.6892231 True
5 1 1 925 1029 182 220 2729 0 0.6905364 True
6 0 1 909 1010 182 219 2616 0 0.7000268 True
6 1 1 897 998 182 219 2592 0 0.6936045 True
7 0 1 882 981 181 218 2499 0 0.6822277 True
7 1 1 871 969 181 218 2481 0 0.684225 True
8 0 1 858 954 181 218 2399 0 0.6753941 True
8 1 1 847 943 181 218 2391 0 0.6731419 True
9 0 1 834 930 181 217 2331 0 0.6744792 True
9 1 1 823 919 181 217 2330 0 0.6741898 True
10 0 1 810 904 180 216 2151 0 0.6356383 True
10 1 1 799 893 180 216 2157 0 0.6374114 True
11 0 1 787 880 180 215 2065 0 0.6344086 True
11 1 1 776 869 180 215 2065 0 0.6344086 True
12 0 1 765 856 180 214 1943 0 0.6279896 True
12 1 1 754 845 180 214 1942 0 0.6276665 True
13 0 1 745 834 179 213 1789 0 0.5912095 True
13 1 1 734 824 179 213 1771 0 0.5787582 True
14 0 1 725 813 179 212 1793 0 0.6174242 True
14 1 1 715 803 179 212 1773 0 0.6105372 True
15 0 1 707 793 179 211 1577 0 0.5730378 True
15 1 1 697 782 179 211 1572 0 0.5779412 True
16 0 1 689 773 179 211 1546 0 0.5751488 True
16 1 1 679 763 179 211 1537 0 0.5718006 True
17 0 1 672 753 179 210 1506 0 0.5997611 True
17 1 1 662 744 179 210 1496 0 0.588513 True
18 0 1 655 735 178 209 1430 0 0.5766129 True
18 1 1 646 725 178 209 1433 0 0.5851368 True
19 0 1 641 718 178 208 1460 0 0.6320347 True
19 1 1 632 709 178 208 1465 0 0.6341991 True
20 0 1 628 702 178 207 1439 0 0.6705499 True
20 1 1 619 693 178 207 1440 0 0.6710159 True
21 0 1 615 687 178 207 1408 0 0.6743295 True
21 1 1 606 678 178 207 1407 0 0.6738506 True
22 0 1 602 672 177 206 1349 0 0.664532 True
22 1 1 593 663 177 206 1337 0 0.6586207 True
23 0 1 590 658 177 205 1287 0 0.6759454 True
23 1 1 582 649 177 205 1280 0 0.6823028 True
24 0 1 578 644 177 204 1231 0 0.6907969 True
24 1 1 570 636 177 204 1215 0 0.6818182 True
25 0 1 568 632 177 204 1163 0 0.6730324 True
25 1 1 560 624 177 204 1155 0 0.6684028 True
26 0 1 559 620 177 203 1092 0 0.6885246 True
26 1 1 551 612 177 203 1096 0 0.6910467 True
27 0 1 550 609 177 202 1037 0 0.7030509 True
27 1 1 542 601 177 202 1033 0 0.700339 True
28 0 1 542 599 177 202 975 0 0.6842105 True
28 1 1 534 591 177 202 961 0 0.674386 True
29 0 1 535 588 176 201 908 0 0.685283 True
29 1 1 527 581 176 201 904 0 0.6696296 True
30 0 1 528 579 176 200 864 0 0.7058824 True
30 1 1 521 571 176 200 858 0 0.715 True
31 0 1 522 570 176 200 802 0 0.6961806 True
31 1 1 515 562 176 200 795 0 0.7047873 True
32 0 1 516 563 176 199 765 0 0.7076781 True
32 1 1 509 555 176 199 758 0 0.7164461 True
33 0 1 511 555 176 199 706 0 0.6976284 True
33 1 1 504 548 176 199 703 0 0.6946641 True
34 0 1 507 548 176 198 671 0 0.7439024 True
34 1 1 500 541 176 198 662 0 0.7339246 True
35 0 1 502 542 176 198 620 0 0.7045454 True
35 0 2 978 1241 224 374 11004 0.8789209 0.2789354 True
35 1 1 495 535 176 198 620 0 0.7045454 True
35 1 2 888 1241 224 374 20541 0.8264537 0.387932 True
36 0 1 499 536 176 197 594 0 0.7644787 True
36 0 2 903 1241 218 374 27943 0.7621662 0.5299461 True
36 1 1 492 529 176 197 590 0 0.7593307 True
36 1 2 826 1241 218 374 38501 0.6953565 0.5947019 True
37 0 1 495 531 176 197 549 0 0.7261904 True
37 0 2 850 1241 213 374 41385 0.626668 0.6574161 True
37 1 1 489 525 176 197 550 0 0.7275133 True
37 1 2 781 1241 213 374 50428 0.4820133 0.6809074 True
38 0 1 492 526 176 196 518 0 0.7617647 True
38 0 2 802 1241 209 374 52302 0.3432161 0.7220542 True
38 1 1 486 520 176 196 513 0 0.7544118 True
38 1 2 740 1241 209 374 53653 0.3053096 0.6490413 True
39 0 1 489 522 176 196 490 0 0.7424242 True
39 0 2 758 1200 206 374 49750 0.1144126 0.6699795 True
39 1 1 483 516 176 196 489 0 0.7409091 True
39 1 2 703 1115 206 374 46450 0.1244474 0.6710876 True
40 0 1 486 518 176 195 459 0 0.7549342 True
40 0 2 723 1087 202 374 41816 0.03897631 0.6679019 True
40 1 1 480 512 176 195 464 0 0.7631579 True
40 1 2 673 1014 202 374 39454 0.02811599 0.6726795 True
41 0 1 484 514 176 195 437 0 0.7666667 True
41 0 2 694 999 200 374 33015 0 0.6221029 True
41 0 7 968 1241 200 362 28580 0.1001788 0.6462262 True
41 1 1 478 508 176 195 434 0 0.7614035 True
41 1 2 649 935 200 374 31297 0.00446856 0.6289085 True
41 1 7 928 1241 200 362 33411 0.01348758 0.6589161 True
42 0 1 482 511 176 194 424 0 0.8122605 True
42 0 2 670 930 198 364 25153 0 0.582785 True
42 0 7 933 1241 198 346 29257 0 0.6418261 True
42 1 1 476 505 176 194 425 0 0.8141763 True
42 1 2 628 874 198 364 23924 0 0.5858556 True
42 1 7 896 1203 198 346 28225 0 0.6212034 True
43 0 1 480 508 176 194 391 0 0.7757937 True
43 0 2 649 876 196 343 19694 0 0.5901885 True
43 0 7 899 1181 196 330 23766 0 0.6289298 True
43 1 1 474 502 176 194 389 0 0.7718254 True
43 1 2 611 826 196 343 18781 0 0.5942414 True
43 1 7 864 1136 196 330 22966 0 0.6301032 True
44 0 1 478 505 176 193 377 0 0.8213508 True
44 0 2 631 831 194 326 15765 0 0.5971591 True
44 0 7 870 1121 195 318 19627 0 0.6357335 True
44 1 1 472 499 176 193 374 0 0.8148148 True
44 1 2 596 785 194 326 15087 0 0.6047379 True
44 1 7 837 1079 195 318 18996 0 0.6381778 True
45 0 1 476 502 176 193 359 0 0.8122172 True
45 0 2 616 794 193 312 12857 0 0.6069776 True
45 0 7 843 1069 194 307 16408 0 0.6424935 True
45 1 1 471 496 176 193 356 0 0.8376471 True
45 1 2 583 752 193 312 12328 0 0.6129979 True
45 1 7 812 1030 194 307 15903 0 0.6455712 True
46 0 1 475 499 176 193 335 0 0.8210784 True
46 0 2 603 762 192 301 10674 0 0.6158906 True
46 0 7 817 1020 193 296 13703 0 0.6553637 True
46 1 1 469 493 176 193 327 0 0.8014706 True
46 1 2 572 724 192 301 10255 0 0.6189643 True
46 1 7 788 984 193 296 13287 0 0.6581632 True
47 0 2 591 736 191 291 8978 0 0.6191724 True
47 0 7 793 978 192 288 11601 0 0.6532094 True
47 1 2 562 701 191 291 8635 0 0.621223 True
47 1 7 766 944 192 288 11273 0 0.6597027 True
48 0 2 581 714 190 282 7653 0 0.6254495 True
48 0 7 772 938 191 279 9763 0 0.6683324 True
48 1 2 553 681 190 282 7371 0 0.6259341 True
48 1 7 746 907 191 279 9497 0 0.6703134 True
49 0 2 570 692 189 274 6504 0 0.6271938 True
49 0 7 753 904 190 272 8345 0 0.6739622 True
49 1 2 545 661 189 274 6280 0 0.6369168 True
49 1 7 728 875 190 272 8125 0 0.6740501 True
50 0 2 561 673 188 267 5591 0 0.6318942 True
50 0 7 735 874 189 266 7197 0 0.6724283 True
50 1 2 537 644 188 267 5420 0 0.6411925 True
50 1 7 712 847 189 266 7012 0 0.6745551 True
51 0 2 553 656 187 261 4868 0 0.6386775 True
51 0 7 719 847 188 260 6242 0 0.6773003 True
51 1 2 530 629 187 261 4716 0 0.6437346 True
51 1 7 697 821 188 260 6087 0 0.6817876 True
52 0 2 545 641 186 256 4253 0 0.6328869 True
52 0 7 704 822 187 255 5471 0 0.6818295 True
52 1 2 524 616 186 256 4130 0 0.6413044 True
52 1 7 683 798 187 255 5338 0 0.6826087 True
53 0 8 957 1241 199 370 29323 0.2068968 0.6038012 True
53 0 2 537 626 186 251 3711 0 0.6414866 True
53 0 7 691 800 187 251 4835 0 0.6930906 True
53 1 8 917 1241 199 374 35233 0.08185869 0.6213933 True
53 1 2 517 603 186 251 3608 0 0.6454383 True
53 1 7 671 777 187 251 4726 0 0.6966392 True
54 0 8 920 1241 197 356 32311 0.0378679 0.6330649 True
54 0 2 530 613 185 246 3287 0 0.6492198 True
54 0 7 678 781 186 247 4304 0 0.6850231 True
