frame cameraID r1,1 r1,2 r1,3 t1 r2,1 r2,2 r2,3 t2 r3,1 r3,2 r3,3 t3 0 0 0 1
0 0 0.6600683 0.03758863 -0.7502646 3.99355 -0.03350758 0.9992265 0.02058242 107.5819 0.7504579 0.01155374 0.6608173 0.1030425 0 0 0 1
0 1 0.6600683 0.03758863 -0.7502646 3.460824 -0.03350758 0.9992265 0.02058242 107.5819 0.7504579 0.01155374 0.6608173 0.1030424 0 0 0 1
1 0 0.6590399 0.03708325 -0.7511932 4.373763 -0.03272902 0.9992517 0.0206149 107.5858 0.7513955 0.01099978 0.6597604 -1.587246 0 0 0 1
1 1 0.6590399 0.03708325 -0.7511932 3.841038 -0.03272902 0.9992517 0.0206149 107.5858 0.7513955 0.01099978 0.6597604 -1.587245 0 0 0 1
2 0 0.657934 0.03695524 -0.7521684 4.760363 -0.03281452 0.9992534 0.02039153 107.5888 0.7523604 0.01126576 0.6586554 -3.050692 0 0 0 1
2 1 0.657934 0.03695524 -0.7521684 4.227638 -0.03281452 0.9992534 0.02039153 107.5888 0.7523604 0.01126576 0.6586554 -3.050692 0 0 0 1
3 0 0.656768 0.03651405 -0.7532082 5.115592 -0.03338211 0.9992557 0.01933406 107.5982 0.7533535 0.01244568 0.6574981 -4.411792 0 0 0 1
3 1 0.656768 0.03651405 -0.7532082 4.582866 -0.03338211 0.9992557 0.01933406 107.5982 0.7533535 0.01244568 0.6574981 -4.411792 0 0 0 1
4 0 0.655098 0.03573656 -0.7546983 5.490579 -0.03294137 0.9992819 0.01872412 107.6068 0.7548255 0.01259467 0.6558048 -6.017991 0 0 0 1
4 1 0.655098 0.03573656 -0.7546983 4.957854 -0.03294137 0.9992819 0.01872412 107.6069 0.7548255 0.01259467 0.6558048 -6.017991 0 0 0 1
5 0 0.6532036 0.03505221 -0.7563706 5.837033 -0.03214215 0.9993111 0.01855268 107.6114 0.7564998 0.0121927 0.6538802 -7.530903 0 0 0 1
5 1 0.6532036 0.03505221 -0.7563706 5.304308 -0.03214215 0.9993111 0.01855268 107.6114 0.7564998 0.0121927 0.6538802 -7.530903 0 0 0 1
6 0 0.6508464 0.03441607 -0.7584291 6.240041 -0.03266067 0.9993165 0.0173193 107.6304 0.7585067 0.01349859 0.6515256 -9.004238 0 0 0 1
6 1 0.6508464 0.03441607 -0.7584291 5.707316 -0.03266067 0.9993165 0.0173193 107.6304 0.7585067 0.01349859 0.6515256 -9.004238 0 0 0 1
7 0 0.6490427 0.03514098 -0.7599399 6.742099 -0.0339859 0.9992746 0.01718186 107.643 0.7599925 0.01467547 0.6497662 -10.34363 0 0 0 1
7 1 0.6490427 0.03514098 -0.7599399 6.209375 -0.0339859 0.9992746 0.01718186 107.643 0.7599925 0.01467547 0.6497662 -10.34363 0 0 0 1
8 0 0.647617 0.03578908 -0.761125 7.232725 -0.03495837 0.99924 0.0172406 107.654 0.7611637 0.01544238 0.648376 -11.72678 0 0 0 1
8 1 0.647617 0.03578908 -0.761125 6.699999 -0.03495837 0.99924 0.0172406 107.6541 0.7611637 0.01544238 0.648376 -11.72678 0 0 0 1
9 0 0.6461506 0.03705196 -0.76231 7.836404 -0.03591827 0.9991904 0.01812039 107.6554 0.7623643 0.01567236 0.6469584 -13.31189 0 0 0 1
9 1 0.6461506 0.03705196 -0.76231 7.303679 -0.03591827 0.9991904 0.01812039 107.6554 0.7623643 0.01567236 0.6469584 -13.31189 0 0 0 1
10 0 0.6448084 0.03786232 -0.7634059 8.34807 -0.03638708 0.9991605 0.0188207 107.6554 0.7634776 0.01564236 0.6456448 -14.77594 0 0 0 1
10 1 0.6448084 0.03786232 -0.7634059 7.815346 -0.03638708 0.9991605 0.0188207 107.6554 0.7634776 0.01564236 0.6456448 -14.77594 0 0 0 1
11 0 0.6434605 0.03847042 -0.764512 8.841745 -0.03720892 0.9991276 0.01895901 107.6665 0.7645745 0.01624729 0.6443306 -16.1707 0 0 0 1
11 1 0.6434605 0.03847042 -0.764512 8.309021 -0.03720892 0.9991276 0.01895901 107.6665 0.7645745 0.01624729 0.6443306 -16.1707 0 0 0 1
12 0 0.6421461 0.03862062 -0.7656088 9.321972 -0.03552429 0.9991564 0.02060616 107.6324 0.7657588 0.01396555 0.6429763 -18.01713 0 0 0 1
12 1 0.6421461 0.03862062 -0.7656088 8.789245 -0.03552429 0.9991564 0.02060616 107.6324 0.7657588 0.01396555 0.6429763 -18.01713 0 0 0 1
13 0 0.6408932 0.03761756 -0.7667078 9.636375 -0.03469045 0.9991974 0.02002653 107.6422 0.7668459 0.01376257 0.6416838 -19.49187 0 0 0 1
