frame cameraID trackID alpha width height length world_space_X world_space_Y world_space_Z rotation_world_space_y rotation_world_space_x rotation_world_space_z camera_space_X camera_space_Y camera_space_Z rotation_camera_space_y rotation_camera_space_x rotation_camera_space_z
25 0 0 1.694546 1.776562 1.421875 3.617188 53.18796 -106 79.85496 2.263542 0 0 25.0804 0.0537073 49.67563 2.162093 -0.03198445 0.0246187
25 1 0 1.703129 1.776562 1.421875 3.617188 53.18796 -106 79.85496 2.263542 0 0 24.54768 0.05370986 49.67563 2.162093 -0.03198445 0.0246187
26 0 0 1.741623 1.776562 1.421875 3.617188 52.05074 -106 78.51728 2.304737 0 0 23.27439 0.2445416 47.00595 2.201373 -0.03110565 0.02260076
26 1 0 1.750766 1.776562 1.421875 3.617188 52.05074 -106 78.51728 2.304737 0 0 22.74166 0.2445385 47.00595 2.201373 -0.03110565 0.02260076
27 0 0 1.741441 1.776562 1.421875 3.617188 50.92972 -106 77.08035 2.298819 0 0 21.38511 0.37422 44.13375 2.192655 -0.03020306 0.02198556
27 1 0 1.751263 1.776562 1.421875 3.617188 50.92972 -106 77.08035 2.298819 0 0 20.85238 0.374218 44.13375 2.192655 -0.03020306 0.02198556
28 0 0 1.742538 1.776562 1.421875 3.617188 49.68787 -106 75.53468 2.292268 0 0 19.4946 0.4705411 41.26181 2.183913 -0.0300076 0.02166582
28 1 0 1.753145 1.776562 1.421875 3.617188 49.68787 -106 75.53468 2.292268 0 0 18.96188 0.4705439 41.26181 2.183913 -0.0300076 0.02166582
29 0 0 1.745232 1.776562 1.421875 3.617188 48.41232 -106 74.00768 2.285068 0 0 17.60274 0.5376905 38.38997 2.175152 -0.03050159 0.02121226
29 1 0 1.756758 1.776562 1.421875 3.617188 48.41232 -106 74.00768 2.285068 0 0 17.07001 0.537694 38.38997 2.175152 -0.03050159 0.02121226
30 0 0 1.749937 1.776562 1.421875 3.617188 47.22867 -106 72.58862 2.278308 0 0 15.71076 0.6072862 35.51802 2.166396 -0.0310192 0.02050042
30 1 0 1.762551 1.776562 1.421875 3.617188 47.22867 -106 72.58862 2.278308 0 0 15.17803 0.6072828 35.51802 2.166396 -0.0310192 0.02050042
31 0 0 1.75721 1.776562 1.421875 3.617188 45.95801 -106 71.05421 2.271885 0 0 13.81874 0.6736085 32.64629 2.157629 -0.03182996 0.02002497
31 1 0 1.771129 1.776562 1.421875 3.617188 45.95801 -106 71.05421 2.271885 0 0 13.28601 0.6736121 32.64629 2.157629 -0.03182996 0.02002497
32 0 0 1.770521 1.776562 1.421875 3.617188 44.75373 -106 69.49606 2.27072 0 0 11.99834 0.7579927 29.75771 2.153784 -0.03228207 0.01921203
32 1 0 1.786014 1.776562 1.421875 3.617188 44.75373 -106 69.49606 2.27072 0 0 11.46562 0.7579951 29.75771 2.153784 -0.03228207 0.01921203
