frame cameraID r1,1 r1,2 r1,3 t1 r2,1 r2,2 r2,3 t2 r3,1 r3,2 r3,3 t3 0 0 0 1
0 0 0.9972559 0.03758863 -0.06377836 3.202924 -0.03824741 0.9992265 -0.009139465 107.6074 0.06338549 0.01155374 0.9979222 0.4749076 0 0 0 1
0 1 0.9972559 0.03758863 -0.06377836 2.670199 -0.03824741 0.9992265 -0.009139465 107.6073 0.06338549 0.01155374 0.9979222 0.4749076 0 0 0 1
1 0 0.9971854 0.03708325 -0.0651623 2.303635 -0.03771984 0.9992517 -0.008565974 107.6566 0.06479588 0.01099978 0.9978379 -1.044838 0 0 0 1
1 1 0.9971854 0.03708325 -0.0651623 1.77091 -0.03771984 0.9992517 -0.008565974 107.6566 0.06479588 0.01099978 0.9978379 -1.044838 0 0 0 1
2 0 0.9970929 0.03695524 -0.06663383 1.518664 -0.03762235 0.9992534 -0.008784376 107.7008 0.06625945 0.01126576 0.9977388 -2.354094 0 0 0 1
2 1 0.9970929 0.03695524 -0.06663383 0.9859395 -0.03762235 0.9992534 -0.008784376 107.7008 0.06625945 0.01126576 0.9977388 -2.354094 0 0 0 1
3 0 0.9970037 0.03651405 -0.06819346 0.7043602 -0.03727596 0.9992557 -0.009933467 107.7488 0.06777998 0.01244568 0.9976227 -3.563658 0 0 0 1
3 1 0.9970037 0.03651405 -0.06819346 0.1716347 -0.03727596 0.9992557 -0.009933467 107.7488 0.06777998 0.01244568 0.9976227 -3.563659 0 0 0 1
4 0 0.9968765 0.03573655 -0.07042815 -0.2014313 -0.03653302 0.9992819 -0.01005311 107.7978 0.07001831 0.01259467 0.9974662 -5.018712 0 0 0 1
4 1 0.9968765 0.03573655 -0.07042815 -0.7341566 -0.03653302 0.9992819 -0.01005311 107.7978 0.07001831 0.01259467 0.9974662 -5.018712 0 0 0 1
5 0 0.9967194 0.03505221 -0.07295003 -1.016659 -0.03584665 0.9993111 -0.009609208 107.8379 0.07256296 0.0121927 0.9972893 -6.398061 0 0 0 1
