frame cameraID r1,1 r1,2 r1,3 t1 r2,1 r2,2 r2,3 t2 r3,1 r3,2 r3,3 t3 0 0 0 1
0 0 0.9467682 0.03758863 -0.319714 3.430627 -0.03930962 0.9992265 0.001071114 107.601 0.319507 0.01155374 0.9475135 0.2825675 0 0 0 1
0 1 0.9467682 0.03758863 -0.319714 2.897902 -0.03930962 0.9992265 0.001071114 107.601 0.319507 0.01155374 0.9475135 0.2825674 0 0 0 1
1 0 0.9463419 0.03708325 -0.3210326 2.93788 -0.03865161 0.9992517 0.001488517 107.6371 0.3208475 0.01099978 0.947067 -1.406382 0 0 0 1
1 1 0.9463419 0.03708325 -0.3210326 2.405155 -0.03865161 0.9992517 0.001488517 107.6371 0.3208475 0.01099978 0.947067 -1.406382 0 0 0 1
2 0 0.9458717 0.03695524 -0.32243 2.525335 -0.03861397 0.9992534 0.001252325 107.6694 0.3222355 0.01126576 0.9465925 -2.869918 0 0 0 1
2 1 0.9458717 0.03695524 -0.32243 1.99261 -0.03861397 0.9992534 0.001252325 107.6694 0.3222355 0.01126576 0.9465925 -2.869918 0 0 0 1
3 0 0.9453819 0.03651405 -0.3239134 2.083031 -0.03857678 0.9992557 5.273754E-05 107.7068 0.3236742 0.01244568 0.9460868 -4.232696 0 0 0 1
3 1 0.9453819 0.03651405 -0.3239134 1.550305 -0.03857678 0.9992557 5.273754E-05 107.7068 0.3236742 0.01244568 0.9460868 -4.232696 0 0 0 1
4 0 0.9446806 0.03573655 -0.326039 1.585915 -0.03789013 0.9992819 -0.0002551209 107.7444 0.3257957 0.01259467 0.9453563 -5.850657 0 0 0 1
4 1 0.9446806 0.03573655 -0.326039 1.05319 -0.03789013 0.9992819 -0.0002551209 107.7444 0.3257957 0.01259467 0.9453563 -5.850657 0 0 0 1
5 0 0.9438761 0.03505222 -0.3284343 1.141662 -0.03711226 0.9993111 -3.984198E-06 107.7742 0.3282079 0.0121927 0.9445268 -7.376603 0 0 0 1
5 1 0.9438761 0.03505222 -0.3284343 0.6089358 -0.03711226 0.9993111 -3.984198E-06 107.7742 0.3282079 0.0121927 0.9445268 -7.376604 0 0 0 1
6 0 0.942864 0.03441606 -0.3313956 0.6749229 -0.03694462 0.9993165 -0.001331376 107.8202 0.3311232 0.01349859 0.943491 -8.868997 0 0 0 1
6 1 0.942864 0.03441606 -0.3313956 0.1421981 -0.03694462 0.9993165 -0.001331376 107.8202 0.3311232 0.01349859 0.943491 -8.868998 0 0 0 1
7 0 0.9420574 0.03514098 -0.3336059 0.3877258 -0.03802358 0.9992746 -0.002113018 107.8647 0.3332896 0.01467547 0.9427103 -10.22346 0 0 0 1
7 1 0.9420574 0.03514098 -0.3336059 -0.1449995 -0.03802358 0.9992746 -0.002113018 107.8647 0.3332896 0.01467547 0.9427103 -10.22346 0 0 0 1
8 0 0.9414153 0.03578909 -0.3353451 0.08973503 -0.03889514 0.99924 -0.00254839 107.9082 0.334999 0.01544239 0.9420919 -11.62017 0 0 0 1
8 1 0.9414153 0.03578909 -0.3353451 -0.4429903 -0.03889514 0.99924 -0.00254839 107.9082 0.334999 0.01544239 0.9420919 -11.62017 0 0 0 1
9 0 0.9407378 0.03705196 -0.3371046 -0.1732597 -0.04016633 0.9991904 -0.002266416 107.951 0.3367477 0.01567236 0.9414645 -13.22301 0 0 0 1
9 1 0.9407378 0.03705196 -0.3371046 -0.7059851 -0.04016633 0.9991904 -0.002266416 107.951 0.3367477 0.01567236 0.9414645 -13.22301 0 0 0 1
10 0 0.9401234 0.03786232 -0.3387246 -0.4480534 -0.04092249 0.9991605 -0.001894334 107.9876 0.3383686 0.01564236 0.9408836 -14.70323 0 0 0 1
