frame cameraID trackID alpha width height length world_space_X world_space_Y world_space_Z rotation_world_space_y rotation_world_space_x rotation_world_space_z camera_space_X camera_space_Y camera_space_Z rotation_camera_space_y rotation_camera_space_x rotation_camera_space_z
25 0 0 1.694303 1.776562 1.421875 3.617188 53.18796 -106 79.85496 2.263542 0 0 11.38161 0.5167148 54.46916 1.900294 -0.02452398 0.03205721
25 1 0 1.703692 1.776562 1.421875 3.617188 53.18796 -106 79.85496 2.263542 0 0 10.84888 0.5167173 54.46916 1.900294 -0.02452398 0.03205721
26 0 0 1.74137 1.776562 1.421875 3.617188 52.05074 -106 78.51728 2.304737 0 0 10.32709 0.6664742 51.42201 1.939564 -0.02419712 0.02988088
26 1 0 1.751348 1.776562 1.421875 3.617188 52.05074 -106 78.51728 2.304737 0 0 9.794366 0.666471 51.42201 1.939564 -0.02419712 0.02988088
27 0 0 1.741185 1.776562 1.421875 3.617188 50.92972 -106 77.08035 2.298819 0 0 9.244871 0.7577158 48.15817 1.930846 -0.02348442 0.02905308
27 1 0 1.751875 1.776562 1.421875 3.617188 50.92972 -106 77.08035 2.298819 0 0 8.712148 0.7577137 48.15817 1.930846 -0.02348442 0.02905308
28 0 0 1.742268 1.776562 1.421875 3.617188 49.68787 -106 75.53468 2.292268 0 0 8.161749 0.8233538 44.89438 1.922103 -0.02337838 0.02869368
28 1 0 1.753778 1.776562 1.421875 3.617188 49.68787 -106 75.53468 2.292268 0 0 7.629025 0.8233566 44.89438 1.922103 -0.02337838 0.02869368
29 0 0 1.744938 1.776562 1.421875 3.617188 48.41232 -106 74.00768 2.285068 0 0 7.077506 0.8617254 41.63054 1.913336 -0.02397281 0.02838352
29 1 0 1.757401 1.776562 1.421875 3.617188 48.41232 -106 74.00768 2.285068 0 0 6.544782 0.8617289 41.63053 1.913336 -0.02397281 0.02838352
30 0 0 1.749615 1.776562 1.421875 3.617188 47.22867 -106 72.58862 2.278308 0 0 5.993199 0.901071 38.36661 1.904572 -0.02465697 0.02783009
30 1 0 1.763197 1.776562 1.421875 3.617188 47.22867 -106 72.58862 2.278308 0 0 5.460474 0.9010674 38.36661 1.904572 -0.02465697 0.02783009
31 0 0 1.756851 1.776562 1.421875 3.617188 45.95801 -106 71.05421 2.271885 0 0 4.908976 0.9414847 35.10281 1.895795 -0.02556311 0.02758086
31 1 0 1.771766 1.776562 1.421875 3.617188 45.95801 -106 71.05421 2.271885 0 0 4.37625 0.9414883 35.10281 1.895795 -0.02556311 0.02758086
32 0 0 1.770122 1.776562 1.421875 3.617188 44.75373 -106 69.49606 2.27072 0 0 3.89819 0.9978762 31.84123 1.891942 -0.02621019 0.02691289
32 1 0 1.786638 1.776562 1.421875 3.617188 44.75373 -106 69.49606 2.27072 0 0 3.365466 0.9978786 31.84123 1.891942 -0.02621019 0.02691289
33 0 0 1.78735 1.776562 1.421875 3.617188 43.62688 -106 68.04729 2.269734 0 0 2.889579 1.098952 28.58029 1.888112 -0.02565745 0.02716698
33 1 0 1.805834 1.776562 1.421875 3.617188 43.62688 -106 68.04729 2.269734 0 0 2.356855 1.09895 28.58029 1.888112 -0.02565745 0.02716698
34 0 0 1.810135 1.776562 1.421875 3.617188 42.38137 -106 66.50797 2.268096 0 0 1.881109 1.202786 25.31927 1.884295 -0.02482726 0.02725993
34 1 0 1.83109 1.776562 1.421875 3.617188 42.38137 -106 66.50797 2.268096 0 0 1.348385 1.202785 25.31927 1.884295 -0.02482726 0.02725993
35 0 0 1.84091 1.776562 1.421875 3.617188 41.2149 -106 65.07903 2.266398 0 0 0.8725033 1.297412 22.05865 1.880443 -0.02453511 0.02856084
